"lang"
{
"Language"	"korean"
"GameUI_ClientMissingModel"	"모델을 찾을 수 없어 접속이 끊어졌습니다.\n"
"[english]GameUI_ClientMissingModel"	"Connection cannot continue due to missing model.\n"
"GameUI_ClientConsistencyFail"	"서버의 모델 일관성 문제로 접속이 종료되었습니다.\n"
"[english]GameUI_ClientConsistencyFail"	"Connection aborted due to server enforcing model consistency.\n"
"report_text_abuse"	"부적절한 언어 사용"
"[english]report_text_abuse"	"Text abuse"
"report_text_abuse_desc"	"대화 중 부적절한 표현을 사용했습니다."
"[english]report_text_abuse_desc"	"They were abusive in text chat"
"report_voice_abuse_desc"	"구두로 부적절한 언어를 사용했습니다."
"[english]report_voice_abuse_desc"	"They were verbally abusive"
"report_feeding"	"고의적인 져주기"
"[english]report_feeding"	"Intentional feeding"
"report_feeding_desc"	"아군에게 피해를 주려고 의도적으로 반복해서 적에게 사망했습니다."
"[english]report_feeding_desc"	"They intentionally died repeatedly to hurt their own team"
"report_ability_abuse_desc"	"아군을 방해하려고 능력을 의도적으로 사용했습니다."
"[english]report_ability_abuse_desc"	"They intentionally used abilities to the detriment of their own team"
"commend_friendly"	"친근함"
"[english]commend_friendly"	"Friendly"
"commend_friendly_desc"	"친절한 플레이어입니다."
"[english]commend_friendly_desc"	"I think they are amiable"
"commend_forgiving"	"용서"
"[english]commend_forgiving"	"Forgiving"
"commend_forgiving_desc"	"실수에도 너그러운 플레이어입니다."
"[english]commend_forgiving_desc"	"I think they are quite forgiving"
"commend_teaching"	"가르침"
"[english]commend_teaching"	"Teaching"
"commend_teaching_desc"	"가르침을 주는 좋은 선생님입니다."
"[english]commend_teaching_desc"	"I think they are a great teacher"
"commend_leadership_desc"	"팀을 이끄는 좋은 지도자입니다."
"[english]commend_leadership_desc"	"I think they are a good leader"
"DOTA_Tooltip_ability_phantom_assassin_stifling_dagger_Lore"	"장막의 자매들이 첫 번째로 배우는 이 기술은 곧 공격이 닥쳐오리라는 신호이기도 합니다."
"[english]DOTA_Tooltip_ability_phantom_assassin_stifling_dagger_Lore"	"The first skill learned by the Sisters of the Veil often signals an incoming hit."
"DOTA_Tooltip_ability_phantom_assassin_phantom_strike_Lore"	"운 없는 표적의 눈에 마지막으로 비치는 것은 모르트레드의 비단결 같은 장막입니다."
"[english]DOTA_Tooltip_ability_phantom_assassin_phantom_strike_Lore"	"Mortred's silken veil is the last thing her unfortunate target sees."
"DOTA_Tooltip_ability_phantom_assassin_blur_Lore"	"장막의 자매는 명상 덕분에 적이 전투 중에 어떻게 공격하는지 자세히 예측할 수 있습니다."
"[english]DOTA_Tooltip_ability_phantom_assassin_blur_Lore"	"Meditation allows a Veiled Sister to carefully anticipate her opponents in combat."
"DOTA_Tooltip_ability_phantom_assassin_coup_de_grace_Lore"	"모르트레드는 신성한 일격에 죽음을 맞이할 대상을 직접 선택하는 방식으로 적을 예우합니다."
"[english]DOTA_Tooltip_ability_phantom_assassin_coup_de_grace_Lore"	"A divine strike, Mortred honors her opponent by choosing them for death."
"DOTA_Tooltip_ability_skeleton_king_hellfire_blast_Lore"	"오스타리온이 저주받은 혈맹을 불러내어 적을 파멸시킵니다."
"[english]DOTA_Tooltip_ability_skeleton_king_hellfire_blast_Lore"	"Ostarion calls on his damned lineage, laying waste to his opponents."
"DOTA_Tooltip_ability_skeleton_king_vampiric_aura_Lore"	"망령 제왕의 검은 적의 정수를 흡수하여 자신의 오라를 강화합니다."
"[english]DOTA_Tooltip_ability_skeleton_king_vampiric_aura_Lore"	"Wraith King's blade drains his enemy's essence to feed his aura."
"DOTA_Tooltip_ability_skeleton_king_critical_strike_Lore"	"두개골을 박살낼 힘입니다."
"[english]DOTA_Tooltip_ability_skeleton_king_critical_strike_Lore"	"The power to crush a skull."
"DOTA_Tooltip_ability_skeleton_king_reincarnation_Lore"	"망령 제왕을 암살하려 했던 자들은 어째서 제왕이 죽지 않는지 의아해합니다."
"[english]DOTA_Tooltip_ability_skeleton_king_reincarnation_Lore"	"Conspirators against the Wraith King wonder why he never stays dead."
"DOTA_Tooltip_ability_morphling_waveform_Lore"	"압도적인 힘을 가진 파도가 적을 제압합니다."
"[english]DOTA_Tooltip_ability_morphling_waveform_Lore"	"A torrential flood takes enemies by force."
"DOTA_Tooltip_ability_morphling_adaptive_strike_Lore"	"모플링은 물의 원소를 불러내어 적을 파도로 으스러뜨립니다."
"[english]DOTA_Tooltip_ability_morphling_adaptive_strike_Lore"	"The Morphling calls upon his elements to crush his opponents with waves."
"DOTA_Tooltip_ability_morphling_morph_agi_Lore"	"물의 형태는 계속 바뀌므로 모플링의 속성을 파악하기란 어렵습니다."
"[english]DOTA_Tooltip_ability_morphling_morph_agi_Lore"	"Shifting water makes it difficult to discern the nature of Morphling."
"DOTA_Tooltip_ability_morphling_morph_str_Lore"	"물의 형태는 계속 바뀌므로 모플링의 속성을 파악하기란 어렵습니다."
"[english]DOTA_Tooltip_ability_morphling_morph_str_Lore"	"Shifting water makes it difficult to discern the nature of Morphling."
"DOTA_Tooltip_ability_morphling_replicate_Lore"	"모플링을 쳐다보면 바라보는 이와 똑같은 모습을 지닌 환영이 생겨납니다."
"[english]DOTA_Tooltip_ability_morphling_replicate_Lore"	"Staring into Morphling produces a reflection that mimics the beholder."
"DOTA_Tooltip_ability_bloodseeker_bloodrage_Lore"	"스트리그위르가 유혈 사태에 대한 동물적인 갈망을 나누어줍니다."
"[english]DOTA_Tooltip_ability_bloodseeker_bloodrage_Lore"	"Strygwyr shares his animalistic thirst for bloodshed."
"DOTA_Tooltip_ability_bloodseeker_blood_bath_Lore"	"가죽이 벗겨진 쌍둥이는 전장에 피를 쏟는 이를 기꺼이 도울 준비가 되어 있습니다."
"[english]DOTA_Tooltip_ability_bloodseeker_blood_bath_Lore"	"The Flayed Twins are ever willing to aid those who spill blood upon the field of battle."
"DOTA_Tooltip_ability_bloodseeker_thirst_Lore"	"피가 흐르면 스트리그위르는 광란에 빠집니다."
"[english]DOTA_Tooltip_ability_bloodseeker_thirst_Lore"	"Strygwyr becomes frenzied when blood is spilled."
"DOTA_Tooltip_ability_bloodseeker_rupture_Lore"	"혈귀에게 쫓길 때는 사소한 상처라도 치명적입니다."
"[english]DOTA_Tooltip_ability_bloodseeker_rupture_Lore"	"When the Bloodseeker hunts you, injuries become fatalities."
"DOTA_Tooltip_ability_jakiro_dual_breath_Lore"	"피랙새 용들은 종마다 매우 위험한 입김을 지니고 있으며, 그 두 입김을 합치면 상상할 수 없는 힘이 생성됩니다."
"[english]DOTA_Tooltip_ability_jakiro_dual_breath_Lore"	"Pyrexae dragons have tremendously dangerous breath for each branch of the species; combining them is unimaginable."
"DOTA_Tooltip_ability_jakiro_ice_path_Lore"	"자키로의 교활한 오른쪽 머리가 얼음 혈족의 힘을 불러내어 혹독한 추위로 대지를 뒤덮습니다."
"[english]DOTA_Tooltip_ability_jakiro_ice_path_Lore"	"Jakiro's cunning right head calls upon its frozen heritage, glazing the earth with blistering cold."
"DOTA_Tooltip_ability_jakiro_liquid_fire_Lore"	"자키로의 왼쪽 머리가 입을 벌려 지나는 길에 있는 것을 모조리 파괴합니다."
"[english]DOTA_Tooltip_ability_jakiro_liquid_fire_Lore"	"The left maw of Jakiro opens, laying waste to any in its path."
"DOTA_Tooltip_ability_jakiro_macropyre_Lore"	"얼음과 불이 결합하여 극도의 저온과 고온으로 전장을 초토화합니다."
"[english]DOTA_Tooltip_ability_jakiro_macropyre_Lore"	"Ice and fire combine to rip the battlefield to shreds with extreme temperatures."
"DOTA_Tooltip_ability_batrider_sticky_napalm_Lore"	"박쥐기수가 적이 더 잘 타게 기름을 끼얹으며 낄낄대는 소리는 쉽게 들을 수 있습니다."
"[english]DOTA_Tooltip_ability_batrider_sticky_napalm_Lore"	"It's not uncommon to hear the Rider cackle while he increases the flammability of his opponents."
"DOTA_Tooltip_ability_batrider_flamebreak_Lore"	"화염 폭탄은 박쥐기수가 선호하는 무기입니다."
"[english]DOTA_Tooltip_ability_batrider_flamebreak_Lore"	"A molotov cocktail is the weapon of choice for Batrider."
"DOTA_Tooltip_ability_batrider_firefly_Lore"	"적이 야마 라스카브 정글로 도망치면 보통은 나무를 베며 적을 찾습니다. 박쥐기수는 그냥 적과 숲을 통째로 태워 버립니다."
"[english]DOTA_Tooltip_ability_batrider_firefly_Lore"	"When an enemy escapes into the Yama Raskav Jungle, most would cut through the brush to find the fugitive.  Batrider just chooses to destroy the jungle along with his foes."
"DOTA_Tooltip_ability_batrider_flaming_lasso_Lore"	"박쥐기수가 그냥 태워준다고는 하지만 감히 먼저 태워 달라고 말하는 사람은 없습니다."
"[english]DOTA_Tooltip_ability_batrider_flaming_lasso_Lore"	"Few dare to ask to ride on the bat, as Batrider gives them free of charge."
"matchmaking_denied_local"	"%s1 매치를 찾을 수 없습니다."
"[english]matchmaking_denied_local"	"You are unable to find a match for %s1."
"matchmaking_denied_party"	"%s1 님이 방해하여 파티가\n%s2 동안 매치를 찾을 수 없습니다."
"[english]matchmaking_denied_party"	"%s1 will prevent your party from finding\na match for %s2."
"dota_day"	"%s1일"
"[english]dota_day"	"%s1 day"
"dota_days"	"%s1일"
"[english]dota_days"	"%s1 days"
"DOTA_Tooltip_Ability_Build_Comment"	"%s1"
"[english]DOTA_Tooltip_Ability_Build_Comment"	"%s1"
"DOTA_Tooltip_Item_Build_Comment"	"%s1"
"[english]DOTA_Tooltip_Item_Build_Comment"	"%s1"
"DOTA_Tooltip_ability_razor_plasma_field_Lore"	"번개 망령은 플라스마의 힘으로 지하계를 지배합니다."
"[english]DOTA_Tooltip_ability_razor_plasma_field_Lore"	"The Lightning Revenant rules the Underscape with plasmatic power."
"DOTA_Tooltip_ability_razor_static_link_Lore"	"극성을 띤 레이저는 자기 몸에 전기를 흐르게 해서 적의 힘을 흡수합니다."
"[english]DOTA_Tooltip_ability_razor_static_link_Lore"	"Razor's polarity channels electricity into his being, draining the power of his opposition."
"DOTA_Tooltip_ability_razor_unstable_current_Lore"	"번개 망령을 공격했다간 충격요법을 받을 수 있습니다."
"[english]DOTA_Tooltip_ability_razor_unstable_current_Lore"	"Attacking the Lightning Revenant is rewarded with shock therapy."
"DOTA_Tooltip_ability_razor_eye_of_the_storm_Lore"	"처형 시간입니다."
"[english]DOTA_Tooltip_ability_razor_eye_of_the_storm_Lore"	"Ride the lightning."
"DOTA_Tooltip_ability_storm_spirit_static_remnant_Lore"	"라이진 선더케그는 자신의 이중성에서 나타나는 강렬한 모습에 감탄합니다."
"[english]DOTA_Tooltip_ability_storm_spirit_static_remnant_Lore"	"Raijin Thunderkeg's duality allows him to admire himself in shocking fashion."
"DOTA_Tooltip_ability_storm_spirit_electric_vortex_Lore"	"라이진은 요란하고 떠들썩한 에너지로 종종 다른 이들에게 짜릿한 경험을 선사합니다."
"[english]DOTA_Tooltip_ability_storm_spirit_electric_vortex_Lore"	"Raijin's thunderous, boisterous energy often draws others into an electrifying situation."
"DOTA_Tooltip_ability_storm_spirit_overload_Lore"	"퍽! 찌잉! 찌지직!"
"[english]DOTA_Tooltip_ability_storm_spirit_overload_Lore"	"Pow!  Zip!  Zap!"
"DOTA_Tooltip_ability_storm_spirit_ball_lightning_Lore"	"폭풍이 몰려옵니다."
"[english]DOTA_Tooltip_ability_storm_spirit_ball_lightning_Lore"	"The Storm is coming in."
"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_Lore"	"라일라이가 기온을 급격히 떨어뜨려 주위 모든 사람을 뼛속까지 얼려 버립니다."
"[english]DOTA_Tooltip_ability_crystal_maiden_crystal_nova_Lore"	"The air temperature around Rylai drops rapidly, chilling all around her to the core."
"DOTA_Tooltip_ability_crystal_maiden_frostbite_Lore"	"라일라이가 푸른심장 빙하에서 바람을 불러와 적을 두꺼운 얼음 덩어리에 가둡니다."
"[english]DOTA_Tooltip_ability_crystal_maiden_frostbite_Lore"	"Rylai channels winds from the Blueheart Glacier, imprisoning attackers in thick blocks of ice."
"DOTA_Tooltip_ability_crystal_maiden_brilliance_aura_Lore"	"기온이 낮아지면 마법의 정수가 더 강해지기에 라일라이가 있기만 해도 주문을 마음껏 시전할 수 있습니다."
"[english]DOTA_Tooltip_ability_crystal_maiden_brilliance_aura_Lore"	"Cold temperatures promote the essence of magic, causing Rylai's presence to allow spell usage in abundance."
"DOTA_Tooltip_ability_crystal_maiden_freezing_field_Lore"	"한때 그녀의 유배지였던 얼음 폐허는 라일라이가 냉혹한 맹공을 퍼부을 수 있는 기반이 되었습니다."
"[english]DOTA_Tooltip_ability_crystal_maiden_freezing_field_Lore"	"Once the place of her exile, Icewrack has become an anchor for Rylai's frigid onslaught."
"DOTA_Tooltip_ability_kunkka_torrent_Lore"	"고대 급류가 제독의 부름에 응하여 지하의 중심부에서 솟구쳐 오릅니다."
"[english]DOTA_Tooltip_ability_kunkka_torrent_Lore"	"An ancestral rush of water explodes from the center of the world, called upon by the Admiral."
"DOTA_Tooltip_ability_kunkka_tidebringer_Lore"	"갈 곳 잃은 클라드 망령 하나가 컨카의 믿음직스러운 검, 파도의 지배자에 깃들어 대폭포의 악마들을 파괴할 힘을 부여합니다."
"[english]DOTA_Tooltip_ability_kunkka_tidebringer_Lore"	"A lost Claddish soul inhabits Kunkka's trusty Tidebringer, empowering it to destroy demons of the Cataract."
"DOTA_Tooltip_ability_kunkka_x_marks_the_spot_Lore"	"제독의 신비로운 능력 중에는 전투뿐만 아니라 놀이에 유용한 기술도 있습니다."
"[english]DOTA_Tooltip_ability_kunkka_x_marks_the_spot_Lore"	"The Admiral's set of arcane abilities includes some that can be used for battle as well as entertainment."
"DOTA_Tooltip_ability_kunkka_ghostship_Lore"	"클라드 해군의 마지막 함선은 환영일 뿐이지만 제독의 적에게는 아주 생생한 실체입니다."
"[english]DOTA_Tooltip_ability_kunkka_ghostship_Lore"	"The final ship of the Claddish Navy is nothing but a phantom, but it is all too real to the enemies of the Admiral."
"DOTA_Tooltip_ability_warlock_fatal_bonds_Lore"	"여러 생명체의 생기를 하나로 엮는 고대 주문입니다."
"[english]DOTA_Tooltip_ability_warlock_fatal_bonds_Lore"	"An ancient incantation that links the vital energies of multiple lifeforms into one collective body."
"DOTA_Tooltip_ability_warlock_shadow_word_Lore"	"뎀녹의 신비 마법은 용도가 다양합니다. 아군에게 힘을 줄 수도, 적군에게 피해를 줄 수도 있습니다."
"[english]DOTA_Tooltip_ability_warlock_shadow_word_Lore"	"Demnok's arcane arts have a myriad of uses, allowing them to be powerful friendly enchantments or damaging curses."
"DOTA_Tooltip_ability_warlock_upheaval_Lore"	"뎀녹은 시공간을 조작하여 적군 전체의 이동을 방해합니다."
"[english]DOTA_Tooltip_ability_warlock_upheaval_Lore"	"Demnok manipulates space-time, impairing entire armies."
"DOTA_Tooltip_ability_warlock_rain_of_chaos_Lore"	"뎀녹은 자신의 공포나무 지팡이에 구속된 영혼을 해방시켜 적 진영에 재앙을 불러냅니다."
"[english]DOTA_Tooltip_ability_warlock_rain_of_chaos_Lore"	"Demnok unleashes the captive spirit in his Dreadwood staff, causing destruction in enemy ranks."
"DOTA_Tooltip_ability_zuus_arc_lightning_Lore"	"연쇄 번개는 제우스가 연약한 필멸자를 상대할 때 즐겨 사용하는 주문입니다."
"[english]DOTA_Tooltip_ability_zuus_arc_lightning_Lore"	"Arc Lightning is Zeus' favorite spell to use against puny mortals."
"DOTA_Tooltip_ability_zuus_lightning_bolt_Lore"	"이교도 반역자를 처벌할 때 사용하는 충격법입니다."
"[english]DOTA_Tooltip_ability_zuus_lightning_bolt_Lore"	"A shocking punishment for rebellious heathen."
"DOTA_Tooltip_ability_zuus_static_field_Lore"	"천둥신이 대지를 거닐면 그 주위에는 정전기가 일어납니다."
"[english]DOTA_Tooltip_ability_zuus_static_field_Lore"	"The air crackles with static when the Thundergod walks the world."
"DOTA_Tooltip_ability_zuus_thundergods_wrath_Lore"	"천상의 군주에게 맞서는 자는 어디에 있더라도 천벌을 면치 못합니다."
"[english]DOTA_Tooltip_ability_zuus_thundergods_wrath_Lore"	"The Lord of Heaven smites all who oppose him, near or far."
"DOTA_Tooltip_ability_tiny_avalanche_Lore"	"바위 거인이 부르자 꿈쩍도 않던 돌덩이가 움직이기 시작합니다."
"[english]DOTA_Tooltip_ability_tiny_avalanche_Lore"	"Inanimate rock becomes animate when called by the Stone Giant."
"DOTA_Tooltip_ability_tiny_toss_Lore"	"타이니는 거대한 몸 덕분에 아주 건장한 전사라도 내던질 수 있습니다."
"[english]DOTA_Tooltip_ability_tiny_toss_Lore"	"Tiny's gargantuan stature allows him to catapult even the sturdiest of warriors."
"DOTA_Tooltip_ability_tiny_craggy_exterior_Lore"	"근접전을 하는 전사들은 바위 거인을 공격해도 별 소용없다는 사실을 알아챕니다."
"[english]DOTA_Tooltip_ability_tiny_craggy_exterior_Lore"	"Melee warriors tend to find attacking the Stone Giant largely ineffective."
"DOTA_Tooltip_ability_tiny_grow_Lore"	"언덕이 산으로 변하는 것은 경이로운 장관입니다. 특히 그 산이 적을 쳐부수기 시작할 때는요."
"[english]DOTA_Tooltip_ability_tiny_grow_Lore"	"Watching a hill become a mountain is awe-inspiring - especially if the mountain begins laying waste to adversaries."
"DOTA_Tooltip_ability_puck_illusory_orb_Lore"	"장난기 넘치는 요정용 퍽은 예상치 못한 곳에 갑자기 나타났다가 홀연히 사라지면서 사람들을 혼란스럽게 하는 것을 즐깁니다."
"[english]DOTA_Tooltip_ability_puck_illusory_orb_Lore"	"The playful Faerie Dragon delights in confusing others, vanishing and reappearing where unexpected."
"DOTA_Tooltip_ability_puck_waning_rift_Lore"	"퍽은 장난기 가득한 미소를 머금고 마력이 깃든 가루를 뿌려 마법의 흐름을 방해합니다."
"[english]DOTA_Tooltip_ability_puck_waning_rift_Lore"	"With a mischievous grin, Puck spreads its enchanted powder which disrupts magical flow."
"DOTA_Tooltip_ability_puck_phase_shift_Lore"	"퍽은 재치있는 말 한마디를 뱉고서는 눈 깜짝할 사이에 원래 살던 외계의 차원으로 돌아갑니다."
"[english]DOTA_Tooltip_ability_puck_phase_shift_Lore"	"With a quip and flash, Puck returns to the alien dimension from whence it came."
"DOTA_Tooltip_ability_puck_dream_coil_Lore"	"요정용 퍽은 적을 생생한 죽음의 꿈으로 몰아넣으며 혼란을 선사합니다."
"[english]DOTA_Tooltip_ability_puck_dream_coil_Lore"	"The Faerie Dragon sows confusion by forcing its enemies to vividly dream about their own mortality."
"DOTA_Tooltip_ability_dazzle_poison_touch_Lore"	"몇 안 되는 공격용 데존 의식 중 하나입니다. 이 마비 주문이 유용하다는 사실은 여러 차례 드러났습니다."
"[english]DOTA_Tooltip_ability_dazzle_poison_touch_Lore"	"One of the few Dezun rites used for offensive purposes, the paralytic enchantment often proves useful."
"DOTA_Tooltip_ability_dazzle_shallow_grave_Lore"	"그림자 교단의 숙련 사제만이 죽음을 막는 의식을 제대로 치를 수 있습니다."
"[english]DOTA_Tooltip_ability_dazzle_shallow_grave_Lore"	"Only a seasoned acolyte of the Shadow can properly perform the rite of preventing death."
"DOTA_Tooltip_ability_dazzle_shadow_wave_Lore"	"그림자 사제들에게 그림자 물결은 단순하고 일상적인 의식이지만 성공을 위해선 절대 빼놓을 수 없는 의식이기도 합니다."
"[english]DOTA_Tooltip_ability_dazzle_shadow_wave_Lore"	"While it is a simplistic and routine rite among Shadow Priests, the Shadow Wave is also the most critical for success."
"DOTA_Tooltip_ability_dazzle_weave_Lore"	"대즐은 에테르 형태로 노슬의 영역을 여행할 때 빛과 어둠의 힘을 엮어 움직이는 마법 물결을 만드는 방법을 깨우쳤습니다."
"[english]DOTA_Tooltip_ability_dazzle_weave_Lore"	"His ethereal journey into the Nothl realm has allowed Dazzle to mend together the powers of light and dark, creating shifting waves of enchantments."
"DOTA_Tooltip_ability_rattletrap_battery_assault_Lore"	"일부 장비가 잘 작동하지 않는다면 파괴하는 것도 좋은 공격 작전입니다."
"[english]DOTA_Tooltip_ability_rattletrap_battery_assault_Lore"	"Some of Rattletrap's contraptions don't quite work correctly, so detonating them proves useful as an offensive maneuver."
"DOTA_Tooltip_ability_rattletrap_power_cogs_Lore"	"아군이 종종 무시하긴 해도 강화 톱니는 태엽장이가 가장 자랑스러워하는 발명품입니다."
"[english]DOTA_Tooltip_ability_rattletrap_power_cogs_Lore"	"One of Clockwerk's inventions of which he is most proud is the power cog - though it is sometimes despised by his allies."
"DOTA_Tooltip_ability_rattletrap_rocket_flare_Lore"	"축제 분위기를 띄우는 데 쓰이던 물건이 이제 정찰과 폭격에 유용한 도구가 되었습니다."
"[english]DOTA_Tooltip_ability_rattletrap_rocket_flare_Lore"	"What started as a festive display has become a useful scouting and bombardment tool."
"DOTA_Tooltip_ability_rattletrap_hookshot_Lore"	"조금 거추장스러운 기구이지만, 갈고리탄은 태엽장이의 투박한 갑옷을 공중으로 날려보냅니다."
"[english]DOTA_Tooltip_ability_rattletrap_hookshot_Lore"	"A somewhat unwieldy device, the Hookshot sends the otherwise clunky Clockwerk armor flying through the air."
"DOTA_Tooltip_ability_lich_frost_nova_Lore"	"서리마법사 에트레아인은 얼음을 다루는 가장 기본적인 기술도 잊지 않고 기억하고 있습니다."
"[english]DOTA_Tooltip_ability_lich_frost_nova_Lore"	"Frost-mage Ethreain has not forgotten even the simplest of ice manipulation."
"DOTA_Tooltip_ability_lich_frost_armor_Lore"	"습격받을 때 자신을 지키려고 만든 마법이지만, 다른 이에게도 걸어주어 서리의 강력한 보호를 받게 할 수 있습니다."
"[english]DOTA_Tooltip_ability_lich_frost_armor_Lore"	"Originally crafted during his ambush for self-defense, the Lich is capable of enchanting others with a formidable defense of frost magic."
"DOTA_Tooltip_ability_lich_dark_ritual_Lore"	"에트레아인이 인간이었을 때 자신의 통치에 이의를 제기하는 자를 본보기로 처벌했다는 이야기는 유명합니다."
"[english]DOTA_Tooltip_ability_lich_dark_ritual_Lore"	"It was not unheard of Ethreain to make examples out of those who contested his rule during his human life."
"DOTA_Tooltip_ability_lich_chain_frost_Lore"	"많은 이들이 서리 마법의 결정판으로 여기는 기술입니다. 에트레아인이 얼어붙은 죽음의 구체를 날려, 감히 자신에게 대적하는 자에게 공포를 선사합니다."
"[english]DOTA_Tooltip_ability_lich_chain_frost_Lore"	"Almost universally considered the ultimate in frost magic, Ethreain's orb of frozen death strikes fear into those who dare stand against him."
"DOTA_Tooltip_ability_tidehunter_gush_Lore"	"레비아탄은 가라앉은 제도를 통치하면서 바다를 지배하는 능력을 얻었습니다."
"[english]DOTA_Tooltip_ability_tidehunter_gush_Lore"	"During his championship of the Sunken Isles, Leviathan gained mastery over the open sea."
"DOTA_Tooltip_ability_tidehunter_kraken_shell_Lore"	"클라드 해군에는 강력한 바다 괴물이 전설로 전해 내려옵니다. 이 괴물은 작살과 칼에 공격당하면서도 함대를 초토화했다고 합니다."
"[english]DOTA_Tooltip_ability_tidehunter_kraken_shell_Lore"	"Claddish navymen tell tales of a mighty sea-faring beast that suffered spear and sword but continued to lay waste to the fleet."
"DOTA_Tooltip_ability_tidehunter_anchor_smash_Lore"	"이 무거운 닻은 컨카 장군의 기함에서 훔친 것으로, 아주 유용한 근접전 무기입니다."
"[english]DOTA_Tooltip_ability_tidehunter_anchor_smash_Lore"	"Stolen from one of Admiral Kunkka's flagships, Leviathan's heavy anchor proves useful as a melee weapon."
"DOTA_Tooltip_ability_tidehunter_ravage_Lore"	"심연의 신 마엘론을 불러내자 바다 위 함대가 모조리 흔적도 없이 사라졌습니다."
"[english]DOTA_Tooltip_ability_tidehunter_ravage_Lore"	"Calling to the abyssal god Maelrawn has resulted in entire armadas being lost at sea."
"DOTA_Tooltip_ability_shadow_shaman_ether_shock_Lore"	"라스타는 떠돌이 사기꾼 시절 공연 개시용으로 이 번개를 보여주곤 했습니다. 이제는 여러 갈래로 적에게 충격을 주는 수단이 되었습니다."
"[english]DOTA_Tooltip_ability_shadow_shaman_ether_shock_Lore"	"Originally used to open shows with the travelling con-man, Rhasta's lightning display shocks adversaries in more ways than one."
"DOTA_Tooltip_ability_shadow_shaman_voodoo_Lore"	"라스타는 종종 닭으로 변신하며 공연을 마치곤 했습니다. 이제 그 민망함을 적이 느낄 차례입니다."
"[english]DOTA_Tooltip_ability_shadow_shaman_voodoo_Lore"	"Rhasta often ended performances by turning himself into a chicken - now, the humiliation is shared."
"DOTA_Tooltip_ability_shadow_shaman_shackles_Lore"	"라스타는 피로 물든 언덕에서 스승을 잃은 후 자신을 보호하고자 족쇄 주문을 만들었습니다."
"[english]DOTA_Tooltip_ability_shadow_shaman_shackles_Lore"	"A self-defense incantation, Rhasta developed shackles after his master was slain in the Bleeding Hills."
"DOTA_Tooltip_ability_shadow_shaman_mass_serpent_ward_Lore"	"뱀 묘기는 그림자 주술사의 공연에 자주 등장했습니다. 이제 라스타는 뱀에 힘을 실어 자신의 명령을 따르게 합니다."
"[english]DOTA_Tooltip_ability_shadow_shaman_mass_serpent_ward_Lore"	"Snake charming was a big part of the Shadow Shaman's act; now Rhasta can empower the snakes to do his bidding."
"DOTA_Tooltip_ability_enigma_malefice_Lore"	"기괴한 중력장이 적의 중심을 끌어 당기며 제자리에서 움직이지 못하게 합니다."
"[english]DOTA_Tooltip_ability_enigma_malefice_Lore"	"Strange gravities pull at the core of those who would oppose you, holding them in place."
"DOTA_Tooltip_ability_enigma_demonic_conversion_Lore"	"에니그마는 다른 차원에서 자신의 형상을 끌어올 수 있습니다. 그 결과로 물질계를 탐색하고 다니는 어둠의 분열체 세 마리가 생겨납니다."
"[english]DOTA_Tooltip_ability_enigma_demonic_conversion_Lore"	"Enigma is capable of drawing aspects of himself from other dimensions - the result is a trio of dark eidolons that hunt the corporeal plane."
"DOTA_Tooltip_ability_enigma_midnight_pulse_Lore"	"세계 일부가 서서히 공허 속으로 빠져듭니다."
"[english]DOTA_Tooltip_ability_enigma_midnight_pulse_Lore"	"A section of the world slowly descends into the void."
"DOTA_Tooltip_ability_enigma_black_hole_Lore"	"에니그마가 궁극의 힘으로 세상을 멸망시킬 만큼 강력한 파멸의 소용돌이를 불러내면 온 대지가 전율합니다."
"[english]DOTA_Tooltip_ability_enigma_black_hole_Lore"	"The ground trembles as Enigma channels his ultimate vortex of destruction, a singularity with the power to end worlds."
"DOTA_Tooltip_ability_tinker_laser_Lore"	"바우시는 지하 연구실에서 이 암석 절단용 레이저를 완성했습니다. 그러나 이 레이저를 전투에서 사용하리라고는 생각조차 못 했습니다."
"[english]DOTA_Tooltip_ability_tinker_laser_Lore"	"Boush perfected this rock cutting laser in his subterranean laboratory, never considering its combat utility."
"DOTA_Tooltip_ability_tinker_heat_seeking_missile_Lore"	"바우시가 자신의 발명품 중에서 마지막으로 건져낼 수 있었던 장치는 바로 이 역추진 유도 로켓 발사기였습니다."
"[english]DOTA_Tooltip_ability_tinker_heat_seeking_missile_Lore"	"The last contraption Boush was able to save was a retrofitted rocket launcher with a homing mechanism."
"DOTA_Tooltip_ability_tinker_march_of_the_machines_Lore"	"비록 연구실은 폐쇄되었지만, 무인 로봇과 교신하는 기능은 지금도 멀쩡히 작동합니다."
"[english]DOTA_Tooltip_ability_tinker_march_of_the_machines_Lore"	"Even though the laboratory has since been sealed off, the ability to radio in robotic drones is still in working order."
"DOTA_Tooltip_ability_tinker_rearm_Lore"	"'새 전지는 여기에, 또 다른 로켓은 저기에…' 바우시는 기존 기술을 개선하는 노력을 게을리하지 않습니다."
"[english]DOTA_Tooltip_ability_tinker_rearm_Lore"	"A new battery here, another set of rockets there, Boush continually improves on existing technology."
"DOTA_Tooltip_ability_sniper_shrapnel_Lore"	"카르델의 조립식 소총으로는 소이탄을 발사할 수 있어 방어가 견고한 곳을 공격하기에 유용합니다."
