"lang"
{
"Language"	"portuguese"
"DOTA_Item_Grand_Crown_of_the_Gigas"	"Grandiosa Coroa do Gigas"
"[english]DOTA_Item_Grand_Crown_of_the_Gigas"	"Grand Crown of the Gigas"
"DOTA_Item_Desc_Grand_Crown_of_the_Gigas"	"Há alguma criatura mais majestosa do que o poderoso Gigas? Até os Alces e os Camelóides se curvam perante ele."
"[english]DOTA_Item_Desc_Grand_Crown_of_the_Gigas"	"Is there any beast more majestic than the mighty Gigas? Even Alces and Cameloides bow before it."
"DOTA_Item_Sinorian_Sphere_Staff"	"Bastão de Esfera Sinoriana"
"[english]DOTA_Item_Sinorian_Sphere_Staff"	"Sinorian Sphere Staff"
"DOTA_Item_Desc_Sinorian_Sphere_Staff"	"Uma gema Sinoriana decora este bastão, proporcionando um foco mágico para as encantações da natureza."
"[english]DOTA_Item_Desc_Sinorian_Sphere_Staff"	"A Sinorian gemstone caps this staff, providing a magical focus for nature's incantations."
"DOTA_Item_Taunt_Bo_Staff_Beckon"	"Provocação: Gesto com Bastão Bo"
"[english]DOTA_Item_Taunt_Bo_Staff_Beckon"	"Taunt: Bo Staff Beckon"
"DOTA_Item_Desc_Taunt_Natures_Prophets_Bo_Staff_Skills"	"Gesto com Bastão Bo do Nature's Prophet"
"[english]DOTA_Item_Desc_Taunt_Natures_Prophets_Bo_Staff_Skills"	"Nature's Prophet's Bo Staff Beckon"
"DOTA_Item_Taunt_Vaudville_Victory_Dance"	"Provocação: Dança Vaudeville da Vitória"
"[english]DOTA_Item_Taunt_Vaudville_Victory_Dance"	"Taunt: Vaudville Victory Dance"
"DOTA_Item_Taunt_Murder_Lute"	"Provocação: Alaúde Homicida"
"[english]DOTA_Item_Taunt_Murder_Lute"	"Taunt: Murder Lute"
"DOTA_Item_Desc_Taunt_Natures_Prophets_Murder_Lute"	"O Nature's Prophet canta verdadeiramente para ti: \"Morre!\""
"[english]DOTA_Item_Desc_Taunt_Natures_Prophets_Murder_Lute"	"Verily Nature's Prophet sings unto thee:  DIE!"
"DOTA_Item_Twin_Bull_Adornment"	"Armação dos Touros Gémeos"
"[english]DOTA_Item_Twin_Bull_Adornment"	"Twin Bull Adornment"
"DOTA_Item_Desc_Twin_Bull_Adornment"	"Entre a miríade de criaturas do domínio de Verodicia, os zebu e os aurochs destacam-se como os mais orgulhosos."
"[english]DOTA_Item_Desc_Twin_Bull_Adornment"	"Among the myriad creatures of Verodicia's domain, the zebu and the aurochs stand as the most prideful."
"DOTA_Item_Pauldron_of_AlFusha"	"Brafoneira de Al-Fusha"
"[english]DOTA_Item_Pauldron_of_AlFusha"	"Pauldron of Al-Fusha"
"DOTA_Item_Desc_Pauldron_of_AlFusha"	"Al-Fusha foi um sátiro e um grande general ao serviço de Verocidia. É dito que caiu em batalha e que se perdeu quase todo o seu equipamento. Deste, resta esta ombreira com picos, que foi abençoada por uma deusa."
"[english]DOTA_Item_Desc_Pauldron_of_AlFusha"	"Al-Fusha was a great satyr general in service to Verodicia. It is said that he fell in battle and much of his wargear lost. Of it, this spiked and goddess-blessed pauldron remains."
"DOTA_Item_Castors_Spaulder"	"Espaldeira do Castor"
"[english]DOTA_Item_Castors_Spaulder"	"Castor's Spaulder"
"DOTA_Item_Desc_Castors_Spaulder"	"O herói Castor Twin-Tusks, das terras dos rios, desafiou o profeta escolhido de Verodicia para um duelo arcano. Perdeu."
"[english]DOTA_Item_Desc_Castors_Spaulder"	"The riverlands hero Castor Twin-Tusks challenged Verodicia's chosen prophet to an arcane duel. He lost."
"DOTA_Item_Defender_of_the_Ivory_Isles"	"Defensor das Ilhas de Marfim"
"[english]DOTA_Item_Defender_of_the_Ivory_Isles"	"Defender of the Ivory Isles"
"DOTA_Item_Desc_The_Ivory_Isles_Defender"	"As Ilhas de Marfim foram perdidas com o roubo do Defensor. Depois de ter eliminado os ladrões, o Juggernaut carrega agora este artefacto com honra!"
"[english]DOTA_Item_Desc_The_Ivory_Isles_Defender"	"The Ivory Isles were lost with the theft of the Defender. Having slain the thieves, Juggernaut carries it with honor!"
"DOTA_Item_Visage_of_the_Ivory_Isles"	"Rosto das Ilhas de Marfim"
"[english]DOTA_Item_Visage_of_the_Ivory_Isles"	"Visage of the Ivory Isles"
"DOTA_Item_Desc_Visage_of_the_Ivory_Isles"	"Esculpido integralmente do coração de marfim do corodont extinto."
"[english]DOTA_Item_Desc_Visage_of_the_Ivory_Isles"	"Carved entirely from the ivory heart of the long extinct corodont."
"DOTA_Item_Curled_RootStaff"	"Bastão de Raízes Retorcidas"
"[english]DOTA_Item_Curled_RootStaff"	"Curled Root-Staff"
"DOTA_Item_Desc_Curled_RootStaff"	"Este bastão de raízes druídico simboliza a habilidade do Nature's Prophet de curvar os homens-árvore à sua vontade."
"[english]DOTA_Item_Desc_Curled_RootStaff"	"This druidic root-staff symbolizes the Prophet's ability to bend the tree-men to his will."
"DOTA_Item_Flared_Wooden_Crest"	"Ombreiras Curvas de Madeira"
"[english]DOTA_Item_Flared_Wooden_Crest"	"Flared Wooden Crest"
"DOTA_Item_Desc_Flared_Wooden_Crest"	"Uma ombreira de madeira simples e decorativa. Desenhada para proporcionar proteção contra o odiado machado."
"[english]DOTA_Item_Desc_Flared_Wooden_Crest"	"A simple, but decorative crest of wood. Designed to provide protection from the hated axe."
"DOTA_Item_Fireborn_Odachi"	"Odachi Ignescente"
"[english]DOTA_Item_Fireborn_Odachi"	"Fireborn Odachi"
"DOTA_Item_Desc_Fireborn_Odachi"	"Forjado nas chamas que borbulharam do mar, na noite em que a tua terra natal se afundou sob as ondas!"
"[english]DOTA_Item_Desc_Fireborn_Odachi"	"Forged in the fires that bubbled up from the sea on the night your homeland sank beneath the waves!"
"DOTA_Item_Taunt_Kata_of_Foot_and_Earth"	"Provocação: Kata dos Pés e da Terra"
"[english]DOTA_Item_Taunt_Kata_of_Foot_and_Earth"	"Taunt: Kata of Foot and Earth"
"DOTA_Item_Desc_Taunt_Kata_of_Foot_and_Earth"	"Demonstra as tuas habilidades marciais com este kata."
"[english]DOTA_Item_Desc_Taunt_Kata_of_Foot_and_Earth"	"Demonstrate your martial skill with this kata."
"DOTA_Item_Doubly_Braided_Beard"	"Barba de Trança Dupla"
"[english]DOTA_Item_Doubly_Braided_Beard"	"Doubly Braided Beard"
"DOTA_Item_Desc_Doubly_Braided_Beard"	"Uma força tão poderosa como a própria natureza não se devia contentar com apenas uma barba."
"[english]DOTA_Item_Desc_Doubly_Braided_Beard"	"A force as mighty as nature itself should not be content with merely one beard."
"DOTA_Item_Druidic_Ritual_Crest"	"Ornamento Ritual do Druida"
"[english]DOTA_Item_Druidic_Ritual_Crest"	"Druidic Ritual Crest"
"DOTA_Item_Desc_Druidic_Ritual_Crest"	"Sobre cada tábua está escrita uma oração de morte a Verodicia e o nome de um inimigo da floresta profunda."
"[english]DOTA_Item_Desc_Druidic_Ritual_Crest"	"Upon each plank is written a death-prayer to Verodicia and the name of an enemy of the deep forest."
"DOTA_Item_Stoic_Mask_of_the_High_Plains"	"Máscara Estóica das Planícies Elevadas"
"[english]DOTA_Item_Stoic_Mask_of_the_High_Plains"	"Stoic Mask of the High Plains"
"DOTA_Item_Desc_Stoic_Mask_of_the_High_Plains"	"O aspeto do carneiro dos planaltos fornece ao seu utilizador a resilência das montanhas."
"[english]DOTA_Item_Desc_Stoic_Mask_of_the_High_Plains"	"The aspect of the high plains ram imbues its bearer with the endurance of mountains."
"DOTA_Item_Wolf_Cape_of_the_High_Plains"	"Pele de Lobo das Planícies Elevadas"
"[english]DOTA_Item_Wolf_Cape_of_the_High_Plains"	"Wolf Cape of the High Plains"
"DOTA_Item_Desc_Wolf_Cape_of_the_High_Plains"	"O guerreiro que derrote um lobo com golpes de palma aberta pode levar o seu aspeto para a batalha, como um símbolo de coragem e tenacidade."
"[english]DOTA_Item_Desc_Wolf_Cape_of_the_High_Plains"	"A warrior that slays the wolf with open handed strikes may bear its aspect into war as a symbol of courage and tenacity."
"DOTA_Item_Aspect_Wraps_of_the_High_Plains"	"Braçadeiras das Planícies Elevadas"
"[english]DOTA_Item_Aspect_Wraps_of_the_High_Plains"	"Aspect Wraps of the High Plains"
"DOTA_Item_Desc_Aspect_Wraps_of_the_High_Plains"	"Um conjunto de braçadeiras duráveis, feitas a partir da pele do poderoso lobo da montanha."
"[english]DOTA_Item_Desc_Aspect_Wraps_of_the_High_Plains"	"A set of serviceable bracers, made from the mighty mountain wolf."
"DOTA_Item_LongFang_the_Grey_Blade"	"Dente-Longo, a Lâmina Cinzenta"
"[english]DOTA_Item_LongFang_the_Grey_Blade"	"Long-Fang the Grey Blade"
"DOTA_Item_Desc_LongFang_the_Grey_Blade"	"\"No seu punho, a mão esquerda deve conhecer a Vontade Ardente e a mão direita deve conhecer a Graça Refinada. Desta forma, os ataques desferidos possuem tanto de intencionalidade como de respeito. Só um bruto ataca sem ter isto em consideração.\""
"[english]DOTA_Item_Desc_LongFang_the_Grey_Blade"	"\"In the grip, the left hand must know Ardent Volition and the right hand must know Cultivated Grace. In this way the strike that follows bears both intentionality and respect. It is only the brute who strikes without these considerations.\""
"DOTA_Item_Beard_of_Cycles"	"Barba dos Ciclos"
"[english]DOTA_Item_Beard_of_Cycles"	"Beard of Cycles"
"DOTA_Item_Desc_Beard_of_Cycles"	"Será que esta barba representa o ciclo brutal da vida na natureza? Ou estará apenas amarrada para não atrapalhar as ações do portador? Talvez tenha não só um significado simbólico como uma função."
"[english]DOTA_Item_Desc_Beard_of_Cycles"	"Does this beard represent the brutal cycle of life in the wild? Or is it tied back simply to prevent it from getting in the way of one's mayhem? Perhaps it holds both a symbol and a purpose."
"DOTA_Item_Diadem_of_the_Goddess_Enthroned"	"Diadema da Deusa Entronada"
"[english]DOTA_Item_Diadem_of_the_Goddess_Enthroned"	"Diadem of the Goddess Enthroned"
"DOTA_Item_Desc_Diadem_of_the_Goddess_Enthroned"	"Glória a ela que traz o vento e, sobre ele, a essência da vida!"
"[english]DOTA_Item_Desc_Diadem_of_the_Goddess_Enthroned"	"Glory to her that brings the wind and upon it life's essence!"
"DOTA_Item_Drape_of_Foliate_Magery"	"Manto da Magia da Folhagem"
"[english]DOTA_Item_Drape_of_Foliate_Magery"	"Drape of Foliate Magery"
"DOTA_Item_Desc_Drape_of_Foliate_Magery"	"Enquanto outros druídas usam sangue e mana como fonte das suas artes, o Nature's Prophet recebe o seu poder diretamente do centro da vontade furiosa de Verodicia."
"[english]DOTA_Item_Desc_Drape_of_Foliate_Magery"	"While lesser druids draw upon blood and mana to work their arts, Nature's Prophet taps directly the heart of Verodicia's wrathsome will."
"DOTA_Item_Guard_of_the_Deep_Tribes"	"Protetor das Tribos Profundas"
"[english]DOTA_Item_Guard_of_the_Deep_Tribes"	"Guard of the Deep Tribes"
"DOTA_Item_Desc_Guard_of_the_Deep_Tribes"	"Os homens do interior da floresta não são como os seus primos alimentados a leite. Primitivos e dirigidos por instinto e por vontade de sobreviver, clamam apenas pelo panteão da natureza e não sabem nada de deuses gentis."
"[english]DOTA_Item_Desc_Guard_of_the_Deep_Tribes"	"The men of the deep forest are not like their milk-fed cousins. Primal, driven by instinct and a will to survive, they call upon nature's pantheon and know nothing of gentle gods."
"DOTA_Item_PineSage_Sigil_Stones"	"Pedras Emblemáticas do Pinheiro Sábio"
"[english]DOTA_Item_PineSage_Sigil_Stones"	"Pine-Sage Sigil Stones"
"DOTA_Item_Desc_PineSage_Sigil_Stones"	"Dois selos que contêm os símbolos de uma ecologia ancestral."
"[english]DOTA_Item_Desc_PineSage_Sigil_Stones"	"Two sigils that bear the signs of an Elder Ecology."
"DOTA_Item_Modestly_Braided_Beard"	"Barba Modestamente Entrançada"
"[english]DOTA_Item_Modestly_Braided_Beard"	"Modestly Braided Beard"
"DOTA_Item_Desc_Modestly_Braided_Beard"	"Até para os Avatares dos Imortais a modéstia é por vezes necessária."
"[english]DOTA_Item_Desc_Modestly_Braided_Beard"	"Even for the Avatars of Immortals modesty is sometimes called for."
"DOTA_Item_Taunt_Kata_of_Blade_and_Sky"	"Provocação: Kata da Lâmina e do Céu"
"[english]DOTA_Item_Taunt_Kata_of_Blade_and_Sky"	"Taunt: Kata of Blade and Sky"
"DOTA_Item_Desc_Taunt_Kata_of_Blade_and_Sky"	"A lâmina não é apenas uma ferramenta para trazer a morte. É também uma expressão de valor."
"[english]DOTA_Item_Desc_Taunt_Kata_of_Blade_and_Sky"	"The strike is not merely a tool to bring death. It is an expression of worth."
"DOTA_Item_Cuffs_of_Oak_and_Yew"	"Punhos de Carvalho e Teixo"
"[english]DOTA_Item_Cuffs_of_Oak_and_Yew"	"Cuffs of Oak and Yew"
"DOTA_Item_Desc_Cuffs_of_Oak_and_Yew"	"\"A meus pés erguem-se árvores sem número, belas nas suas cores; o pinheiro tristonho, o tulipeiro azul, a faia amarela, o teixo escuro, o abeto esguio que cresce em cone, o carvalho robusto com ramos abertos em copa...\""
"[english]DOTA_Item_Desc_Cuffs_of_Oak_and_Yew"	"\"Below me trees unnumber'd rise, beautiful in various dyes; the gloomy pine, the poplar blue, the yellow beech, the sable-yew, the slender fir, that taper grows, the sturdy oak with broad-spread boughs...\""
"DOTA_Item_Kraken_Shell"	"Carapaça de Kraken"
"[english]DOTA_Item_Kraken_Shell"	"Kraken Shell"
"DOTA_Item_Desc_Kraken_Shell"	"Os grandes krakens do mar são considerados tanto uma iguaria como um adversário formidável. As suas carapaças são muito apreciadas como abrigo e como armadura."
"[english]DOTA_Item_Desc_Kraken_Shell"	"The massive, shelled sea-krakens are considered both a delicacy, and a worthy foe.  Their shells are highly prized as both shelter and armor."
"DOTA_Item_Octopus_Hat"	"Chapéu-Polvo"
"[english]DOTA_Item_Octopus_Hat"	"Octopus Hat"
"DOTA_Item_Desc_Octopus_Hat"	"Estará esta criatura a tentar apanhar boleia? Estará a tentar acasalar com a cabeça dele? Achará ela que consegue influenciar o pensamento do Tidehunter? Quem sabe!"
"[english]DOTA_Item_Desc_Octopus_Hat"	"Is it trying to hitch a ride?  Is it trying to mate with his head?  Does it think it can influence the Tidehunter's thoughts?  Who knows!"
"DOTA_Item_Grand_Claive_of_the_Unshamed"	"Grande Lâmina do Insolente"
"[english]DOTA_Item_Grand_Claive_of_the_Unshamed"	"Grand Claive of the Unshamed"
"DOTA_Item_Desc_Grand_Claive_of_the_Unshamed"	"\"Cuidado com o viajante que leva a cabeça erguida, as costas direitas e o braço disposto. Esse que tão firmemente nega a sua desgraça, não tem desgraça para negar! Esse é certamente um assassino usando uma máscara de superioridade e desprezo.\""
"[english]DOTA_Item_Desc_Grand_Claive_of_the_Unshamed"	"\"Ware the wanderer who walks with head held high, back unstooped, and arm held ready. The one that so boldly denies his disgrace has no such disgrace to deny! Surely that one is an assassin cloaked in contempt.\""
"DOTA_Item_Wyrm_Shield_of_Uldorak"	"Escudo Wyrm de Uldorak"
"[english]DOTA_Item_Wyrm_Shield_of_Uldorak"	"Wyrm Shield of Uldorak"
"DOTA_Item_Desc_Wyrm_Shield_of_Uldorak"	"O Dragon Knight ergueu este escudo no dia em que combateu e matou Uldorak, o Dragão do Tempo."
"[english]DOTA_Item_Desc_Wyrm_Shield_of_Uldorak"	"The Dragon Knight bore this shield the day he fought and slew the Time Dragon Uldorak."
"DOTA_Item_Belt_o_Wicked_Badness"	"Cinto da Maldade Diabólica"
"[english]DOTA_Item_Belt_o_Wicked_Badness"	"Belt o' Wicked Badness"
"DOTA_Item_Desc_Belt_o_Wicked_Badness"	"Os crânios dos antepassados tribais do Witch Doctor adornam este cinto."
"[english]DOTA_Item_Desc_Belt_o_Wicked_Badness"	"The skulls of the Witch Doctor's tribal ancestors adorn this belt."
"DOTA_Item_Kimono_of_the_Ebony_Tower"	"Quimono da Torre de Ébano"
"[english]DOTA_Item_Kimono_of_the_Ebony_Tower"	"Kimono of the Ebony Tower"
"DOTA_Item_Desc_Kimono_of_the_Ebony_Tower"	"O maior dos guerreiros está entre o Marfim e o Ébano, emprestando a sua espada e a sua mão mas nunca o seu coração ou mente."
"[english]DOTA_Item_Desc_Kimono_of_the_Ebony_Tower"	"The greatest warrior stands between Ivory and Ebony, lending sword and hand but not heart or mind."
"DOTA_Item_Bracers_of_the_Ebony_Tower"	"Braçadeiras da Torre de Ébano"
"[english]DOTA_Item_Bracers_of_the_Ebony_Tower"	"Bracers of the Ebony Tower"
"DOTA_Item_Desc_Bracers_of_the_Ebony_Tower"	"Um lorde tão adornado manipulará a vontade de muitos."
"[english]DOTA_Item_Desc_Bracers_of_the_Ebony_Tower"	"A lord so adorned will bend the will of many."
"DOTA_Item_Relic_Blade_of_the_KuurIshiminari"	"Lâmina Relíquia dos Kuur-Ishiminari"
"[english]DOTA_Item_Relic_Blade_of_the_KuurIshiminari"	"Relic Blade of the Kuur-Ishiminari"
"DOTA_Item_Desc_Relic_Blade_of_the_KuurIshiminari"	"Muitas gerações atrás, um grande clã de trabalhadores da pedra criaram lâminas de jade como esta. Embora talvez não seja tão fácil de manejar ou manter como o aço, a arma detém grande nobreza e um gume afiado."
"[english]DOTA_Item_Desc_Relic_Blade_of_the_KuurIshiminari"	"Many generations ago a great clan of stone workers crafted blades of jade such as this. While perhaps not as easy to wield or maintain as steel, the weapon nonetheless bears a grand nobility and a fine edge."
"DOTA_Item_Kantusa_the_Script_Sword"	"Kantusa, a Espada das Escrituras"
"[english]DOTA_Item_Kantusa_the_Script_Sword"	"Kantusa the Script Sword"
"DOTA_Item_Desc_Kantusa_the_Script_Sword"	"A espada está gravada com escrituras que contam a história fatídica daquele cuja alma foi selada no interior."
"[english]DOTA_Item_Desc_Kantusa_the_Script_Sword"	"The sword is engraved in fine script telling the fated story of the one whose soul is sealed within."
"DOTA_Item_Omnishred_the_Defiant"	"Omnishred, a Desafiante"
"[english]DOTA_Item_Omnishred_the_Defiant"	"Omnishred the Defiant"
"DOTA_Item_Desc_Omnishred_the_Defiant"	"Uma arma artística, curva e elegante. Quando empunhada por uma mão poderosamente enluvada, queima com um desejo de levar metal aos homens mortais!"
"[english]DOTA_Item_Desc_Omnishred_the_Defiant"	"An artistic weapon, curved and elegant. When held within a powerfully gloved hand it burns with a desire to bring metal to mortal men!"
"DOTA_Item_Healing_Ward_of_the_KuurIshiminari"	"Guardião dos Kuur-Ishiminari (Healing Ward)"
"[english]DOTA_Item_Healing_Ward_of_the_KuurIshiminari"	"Healing Ward of the Kuur-Ishiminari"
"DOTA_Item_Desc_Healing_Ward_of_the_KuurIshiminari"	"As gárgulas e os espíritos guardiões do clã de artesãos Kuur-Ishiminari são testemunhas de feitos tanto gloriosos como profanos, com os seus sempre atentos olhos de jade."
"[english]DOTA_Item_Desc_Healing_Ward_of_the_KuurIshiminari"	"The gargoyles and spirit-watchers of the Kuur-Ishiminari craft-clan bear witness to deeds both glorious and profane with never closing eyes of jade."
"DOTA_Item_Call_of_the_Dendrochron"	"Chamamento do Dendrochron"
"[english]DOTA_Item_Call_of_the_Dendrochron"	"Call of the Dendrochron"
"DOTA_Item_Desc_Call_of_the_Dendrochron"	"Este item muda a aparência dos guerreiros treant invocados pela habilidade Nature's Call. Mesmo o aterrorizante machado não pode conter a sua espécie."
"[english]DOTA_Item_Desc_Call_of_the_Dendrochron"	"This item changes the appearance of the treant warriors summoned by Nature's Call. Even the dreaded axe cannot hold their kind in check."
"DOTA_Item_100Proof_Jug"	"Jarro de 50 Graus"
"[english]DOTA_Item_100Proof_Jug"	"100-Proof Jug"
"DOTA_Item_Desc_100Proof_Jug"	"A coragem pode nascer de uma atitude destemida ou de um braço que possua mestria em armas. Para aqueles que não possuem estas coisas, há sempre a garrafa e o jarro."
"[english]DOTA_Item_Desc_100Proof_Jug"	"Courage may be born of a fearless demeanor or a masterful blade-arm. For those who lack these things, there is always the bottle and the jug."
"DOTA_Item_Fine_Bone_Bracers"	"Braçadeiras de Puro Osso"
"[english]DOTA_Item_Fine_Bone_Bracers"	"Fine Bone Bracers"
"DOTA_Item_Desc_Fine_Bone_Bracers"	"Braçadeiras criadas a partir dos melhores ossos de uma criatura alienígena."
"[english]DOTA_Item_Desc_Fine_Bone_Bracers"	"Bracers crafted from the fine bone of some alien beast."
"DOTA_Item_PreyTrackers_Aspect_Mask"	"Máscara de Aspeto dos Apanham-Presas"
"[english]DOTA_Item_PreyTrackers_Aspect_Mask"	"Prey-Tracker's Aspect Mask"
"DOTA_Item_Desc_100Proof_Mask"	"O Juggernaut tem enfrentado muitos grandiosos demónios e abominações. Alguns destes que caçam com um intelecto alienígena. Ele criou esta máscara para capturar alguma da sua astúcia e horror."
"[english]DOTA_Item_Desc_100Proof_Mask"	"Juggernaut has faced many great demons and abominations. A few of these hunt with an alien intellect. He has crafted this mask to capture some aspect of their cunning and horror."
"DOTA_Item_Staff_of_the_Eagle"	"Bastão da Águia"
"[english]DOTA_Item_Staff_of_the_Eagle"	"Staff of the Eagle"
"DOTA_Item_Desc_Staff_of_the_Eagle"	"O profeta da Natureza não é apenas um defensor das coisas verdes, mas também de uma miríade de feras e pássaros."
"[english]DOTA_Item_Desc_Staff_of_the_Eagle"	"The prophet of Nature is not only a ward of the green things, but also of the myriad beasts and birds."
"DOTA_Item_Blade_of_the_Dark_Ancients"	"Lâmina dos Ancestrais Obscuros"
"[english]DOTA_Item_Blade_of_the_Dark_Ancients"	"Blade of the Dark Ancients"
"DOTA_Item_Desc_Blade_of_the_Dark_Ancients"	"As almas fragmentadas de deuses atormentados habitam na forma obsidiana da lâmina."
"[english]DOTA_Item_Desc_Blade_of_the_Dark_Ancients"	"The fragmented souls of tormented gods dwell within the blade's obsidian form."
"DOTA_Item_Habit_of_the_Seeker"	"Túnica do Predador"
"[english]DOTA_Item_Habit_of_the_Seeker"	"Habit of the Seeker"
"DOTA_Item_Desc_Habit_of_the_Seeker"	"Os \"Esfolados\" não podem ser destruídos nem expulsos para qualquer outro reino. Só através de derramamento interminável de sangue podem eles ser aplacados e a sua raiva acalmada."
"[english]DOTA_Item_Desc_Habit_of_the_Seeker"	"The Flayed Ones cannot be destroyed nor can they be banished to some outer realm. Only through endless bloodshed can they be placated and their wrath stayed."
"DOTA_Item_HlotlFeather_Gloves"	"Luvas de Plumas de Hlotl"
"[english]DOTA_Item_HlotlFeather_Gloves"	"Hlotl-Feather Gloves"
"DOTA_Item_Desc_War_Gloves_of_Sanguine_Glory"	"Adornado com as penas metálicas das feras Hlotl, estas luvas trazem tanto proteção como bênção para \"Aqueles Que Estão Sempre Sedentos\"."
"[english]DOTA_Item_Desc_War_Gloves_of_Sanguine_Glory"	"Adorned with the steel-like feathers of the Hlotl-beast, these gloves offer both protection and a benediction to Those That Ever-Thirst."
"DOTA_Item_HlotlTusk_Headdress_of_the_Seeker"	"Cocar de Presas de Hlotl do Predador"
"[english]DOTA_Item_HlotlTusk_Headdress_of_the_Seeker"	"Hlotl-Tusk Headdress of the Seeker"
"DOTA_Item_Desc_Headdress_of_the_Seeker"	"Adornados com as presas das grandes feras massacradas nas montanhas mais altas de Xhacatocatl, os sacerdotes dos Gémeos Esfolados procuram obter sangue para manterem apaziguados os seus deuses gananciosos."
"[english]DOTA_Item_Desc_Headdress_of_the_Seeker"	"Adorned in tusks of great beasts slain in the high peaks of Xhacatocatl, the priests of the Flayed Twins seek blood to keep their greedy gods appeased."
"DOTA_Item_HlotlFeather_Necklace"	"Colar de Plumas de Hlotl"
"[english]DOTA_Item_HlotlFeather_Necklace"	"Hlotl-Feather Necklace"
"DOTA_Item_Desc_HlotlFeather_Necklace"	"Entre os confins encobertos de Xhacatocatl caçam terríveis criaturas, com presas e penas. Foi com base nestas feras que o Bloodseeker foi moldado."
"[english]DOTA_Item_Desc_HlotlFeather_Necklace"	"Among the shrouded reaches of Xhacatocatl hunt terrible beasts, fanged and feathered. It is after the fashion of these stalkers that the Bloodseeker has been molded."
"DOTA_Item_Wyrm_Helm_of_Uldorak"	"Elmo Wyrm de Uldorak"
"[english]DOTA_Item_Wyrm_Helm_of_Uldorak"	"Wyrm Helm of Uldorak"
"DOTA_Item_Desc_Wyrm_Helm_of_Uldorak"	"Muitos anos antes do seu fatídico encontro com o Eldwurm, o Dragon Knight combateu e matou o dragão do tempo, Uldorak. O muito aliviado e recentemente coroado Rei Tansis XIII ordenou que este elmo fosse forjado como oferta e recompensa."
"[english]DOTA_Item_Desc_Wyrm_Helm_of_Uldorak"	"Many years before his fateful encounter with the Eldwurm, the Dragon Knight battled with and slew the Time-Dragon Uldorak. The much relieved and newly crowned King Tansis XIII ordered this helm forged as a gift and reward."
"DOTA_Item_Wyrm_Bracer_of_Uldorak"	"Braçadeira Wyrm de Uldorak"
"[english]DOTA_Item_Wyrm_Bracer_of_Uldorak"	"Wyrm Bracer of Uldorak"
"DOTA_Item_Desc_Wyrm_Bracer_of_Uldorak"	"Os reis de Candoness sofreram sob a tirania de Uldorak, o dragão do tempo, ao longo de muitas gerações. Pois a cada coroação Candoniense, o dragão apareceria a exigir tributos em forma de ouro e artefactos mágicos."
"[english]DOTA_Item_Desc_Wyrm_Bracer_of_Uldorak"	"The Kings of Candoness suffered under the tyranny of the Time-Dragon Uldorak for many generations. For with each passing of the Candonite Crown, the dragon would appear demanding tribute in gold and magic trinkets."
"DOTA_Item_Wyrm_Skirt_of_Uldorak"	"Escarcela Wyrm de Uldorak"
"[english]DOTA_Item_Wyrm_Skirt_of_Uldorak"	"Wyrm Skirt of Uldorak"
"DOTA_Item_Desc_WyrmGuard_of_Uldorak"	"A rainha viúva Tansis XII convocou um valente assassino de dragões para emboscar o monstruoso Uldorak no dia da coroação do seu filho. Sem esperar qualquer tipo de armadilha por parte dos amedrontados habitantes de Candoness, Uldorak foi apanhado desprevenido e assassinado."
"[english]DOTA_Item_Desc_WyrmGuard_of_Uldorak"	"Dowager Queen Tansis XII called upon a brave dragon slayer to ambush Uldorak upon her son's crowning day. Expecting no plots from the cowed people of Candoness, Uldorak was caught by surprise and slain."
"DOTA_Item_Wyrm_Pauldron_of_Uldorak"	"Brafoneira Wyrm de Uldorak"
"[english]DOTA_Item_Wyrm_Pauldron_of_Uldorak"	"Wyrm Pauldron of Uldorak"
"DOTA_Item_Desc_Wyrm_Pauldron_of_Uldorak"	"Sobre esta brafoneira estão montados os chifres de Uldorak, o dragão do tempo."
"[english]DOTA_Item_Desc_Wyrm_Pauldron_of_Uldorak"	"Upon this pauldron the crest horns of the Time-Dragon Uldorak are mounted."
"DOTA_Item_Gloves_of_the_Admirable_Admiral"	"Luvas do Almirante Admirável"
"[english]DOTA_Item_Gloves_of_the_Admirable_Admiral"	"Gloves of the Admirable Admiral"
"DOTA_Item_Desc_Gloves_of_the_Admirable_Admiral"	"Requintadas luvas brancas de seda. Vestuário nobre como este serve para colocar o capitão acima da sua tripulação e também para motivá-la com a promessa de riquezas obtidas através de esforço."
"[english]DOTA_Item_Desc_Gloves_of_the_Admirable_Admiral"	"Fine white gloves of silk. Noble clothing like this serves to set the Captain above his crew and to also motivate them with the promise of hard-earned wealth."
"DOTA_Item_Ceremonial_Rapier"	"Rapieira Cerimonial"
"[english]DOTA_Item_Ceremonial_Rapier"	"Ceremonial Rapier"
"DOTA_Item_Desc_Ceremonial_Rapier"	"Mais um troféu do que uma arma, esta rapieira foi saqueada de um navio de tesouro de algum príncipe desafortunado enquanto navegava pelo Canal Estreito."
"[english]DOTA_Item_Desc_Ceremonial_Rapier"	"More a prize than a weapon, this rapier was looted from some unfortunate prince's treasure ship as it navigated the Narrow Channel."
"DOTA_Item_Sword_of_the_SeventySeven_Seas"	"Espada dos Setenta e Sete Mares"
"[english]DOTA_Item_Sword_of_the_SeventySeven_Seas"	"Sword of the Seventy-Seven Seas"
