"lang"
{
"Language"	"korean"
"[english]npc_dota_hero_alchemist_bio"	"The sacred science of Chymistry was a Darkbrew family tradition, but no Darkbrew had ever shown the kind of creativity, ambition, and recklessness of young Razzil. However, when adulthood came calling he pushed aside the family trade to try his hand at manufacturing gold through Alchemy. In an act of audacity befitting his reputation, Razzil announced he would transmute an entire mountain into gold. Following two decades of research and spending and preparation, he failed spectacularly, quickly finding himself imprisoned for the widespread destruction his experiment wrought. Yet Razzil was never one to take a setback lightly, and sought escape to continue his research. When his new cellmate turned out to be a fierce ogre, he found just the opportunity he needed. After convincing the ogre not to eat him, Razzil set about carefully concocting a tincture for it to drink, made from the moulds and mosses growing in the prison stone work. In a week’s time, it seemed ready. When the ogre drank the potion, it flew into an unstoppable berserker rage, destroying the cell bars and exploding through walls and guards alike. They soon found themselves lost somewhere in the forest surrounding the city with a trail of wreckage in their wake and no signs of pursuit.  In the tonic’s afterglow, the ogre seemed serene, happy, and even eager. Resolving to work together, the pair set off to collect the materials needed to attempt Razzil’s Alchemic transmutation once more."
"npc_dota_hero_alchemist_hype"	"
"
"[english]npc_dota_hero_alchemist_hype"	""
"DOTA_Tooltip_ability_invoker_quas"	"콰스"
"[english]DOTA_Tooltip_ability_invoker_quas"	"Quas"
"DOTA_Tooltip_ability_invoker_quas_Description"	"얼음의 원소를 조작하는 능력과 영구적인 힘 능력치를 얻습니다. 활성화된 <font color='#7998b5'>콰스</font>의 수가 많을수록 체력 재생이 증가합니다.\n"
"[english]DOTA_Tooltip_ability_invoker_quas_Description"	"Allows manipulation of ice elements and grants a permanent strength bonus. Each <font color='#7998b5'>Quas</font> instance provides increased health regeneration.\n"
"DOTA_Tooltip_ability_invoker_quas_health_regen_per_instance"	"활성화된 원소 하나당 체력 재생 증가:"
"[english]DOTA_Tooltip_ability_invoker_quas_health_regen_per_instance"	"HP REGEN PER INSTANCE:"
"DOTA_Tooltip_ability_invoker_quas_bonus_strength"	"보너스 힘:"
"[english]DOTA_Tooltip_ability_invoker_quas_bonus_strength"	"BONUS STRENGTH:"
"DOTA_Tooltip_ability_invoker_wex"	"웩스"
"[english]DOTA_Tooltip_ability_invoker_wex"	"Wex"
"DOTA_Tooltip_ability_invoker_wex_Description"	"번개의 원소를 조작하는 능력과 영구적인 민첩 능력치를 얻습니다. 활성화된 <font color='#d671a9'>웩스</font>의 수가 많을수록 공격 속도 및 이동 속도가 증가합니다."
"[english]DOTA_Tooltip_ability_invoker_wex_Description"	"Allows manipulation of storm elements and grants a permanent agility bonus. Each <font color='#d671a9'>Wex</font> instance provides increased attack speed and movement speed."
"DOTA_Tooltip_ability_invoker_wex_attack_speed_per_instance"	"%활성화된 원소 하나당 공격 속도 증가:"
"[english]DOTA_Tooltip_ability_invoker_wex_attack_speed_per_instance"	"%ATTACK SPEED PER INSTANCE:"
"DOTA_Tooltip_ability_invoker_wex_move_speed_per_instance"	"%활성화된 원소 하나당 이동 속도 증가:"
"[english]DOTA_Tooltip_ability_invoker_wex_move_speed_per_instance"	"%MOVE SPEED PER INSTANCE:"
"DOTA_Tooltip_ability_invoker_wex_bonus_agility"	"보너스 민첩:"
"[english]DOTA_Tooltip_ability_invoker_wex_bonus_agility"	"BONUS AGILITY:"
"DOTA_Tooltip_ability_invoker_exort"	"익조트"
"[english]DOTA_Tooltip_ability_invoker_exort"	"Exort"
"DOTA_Tooltip_ability_invoker_exort_Description"	"화염 원소를 조작하는 능력과 영구적인 지능 능력치를 얻습니다. 활성화된 <font color='#cabe68'>익조트</font>의 수가 많을수록 공격력이 증가합니다."
"[english]DOTA_Tooltip_ability_invoker_exort_Description"	"Allows manipulation of fire elements and grants a permanent intelligence bonus. Each <font color='#cabe68'>Exort</font> instance provides increased attack damage."
"DOTA_Tooltip_ability_invoker_exort_bonus_damage_per_instance"	"활성화된 원소 하나당 피해 증가:"
"[english]DOTA_Tooltip_ability_invoker_exort_bonus_damage_per_instance"	"DAMAGE PER INSTANCE:"
"DOTA_Tooltip_ability_invoker_exort_bonus_intelligence"	"보너스 지능:"
"[english]DOTA_Tooltip_ability_invoker_exort_bonus_intelligence"	"BONUS INTELLIGENCE:"
"DOTA_Tooltip_ability_invoker_empty1"	"없음"
"[english]DOTA_Tooltip_ability_invoker_empty1"	"Empty"
"DOTA_Tooltip_ability_invoker_empty1_Description"	"
"
"[english]DOTA_Tooltip_ability_invoker_empty1_Description"	""
"DOTA_Tooltip_ability_invoker_empty2"	"없음"
"[english]DOTA_Tooltip_ability_invoker_empty2"	"Empty"
"DOTA_Tooltip_ability_invoker_empty2_Description"	"
"
"[english]DOTA_Tooltip_ability_invoker_empty2_Description"	""
"DOTA_Tooltip_ability_invoker_invoke"	"원소 조합"
"[english]DOTA_Tooltip_ability_invoker_invoke"	"Invoke"
"DOTA_Tooltip_ability_invoker_invoke_Description"	"현재 다루는 원소의 속성을 조합하여 새로운 주문을 생성합니다. 조합할 수 있는 주문 목록은 도움말 버튼을 클릭하여 확인할 수 있습니다.\n\n아가님의 홀로 강화 가능"
"[english]DOTA_Tooltip_ability_invoker_invoke_Description"	"Combines the properties of the elements currently being manipulated, creating a new spell at the Invoker's disposal. Click the help button to see the list of possible spells.\n\nUpgradable by Aghanim's Scepter."
"DOTA_Tooltip_ability_invoker_invoke_max_invoked_spells"	"최대 주문 수:"
"[english]DOTA_Tooltip_ability_invoker_invoke_max_invoked_spells"	"MAX SPELLS:"
"DOTA_Tooltip_ability_invoker_cold_snap"	"한파"
"[english]DOTA_Tooltip_ability_invoker_cold_snap"	"Cold Snap"
"DOTA_Tooltip_ability_invoker_cold_snap_Description"	"원소술사가 적에게서 열기를 빼앗고 뼛속까지 몸을 얼립니다. 효과의 지속시간은 <font color='#7998b5'>콰스</font>의 레벨에 따라 증가합니다. 적은 피해를 받고 짧은 시간 동안 빙결 상태에 빠집니다. 이 상태에서 적이 더 많은 피해를 받으면 다시 얼어붙고 보너스 피해를 받습니다. 빙결 효과는 일정 횟수만큼 발동하지만 빙결의 쿨다운은 <font color='#7998b5'>콰스</font>의 레벨에 따라 감소합니다."
"[english]DOTA_Tooltip_ability_invoker_cold_snap_Description"	"Invoker draws the heat from an enemy, chilling them to their very core for a duration based on the level of <font color='#7998b5'>Quas</font>. The enemy will take damage and be briefly frozen. Further damage taken in this state will freeze the enemy again, dealing bonus damage. The enemy can only be frozen so often, but the freeze cooldown decreases based on the level of <font color='#7998b5'>Quas</font>."
"DOTA_Tooltip_ability_invoker_cold_snap_duration"	"지속시간:"
"[english]DOTA_Tooltip_ability_invoker_cold_snap_duration"	"DURATION:"
"DOTA_Tooltip_ability_invoker_cold_snap_initial_freeze_damage"	"최초 피해:"
"[english]DOTA_Tooltip_ability_invoker_cold_snap_initial_freeze_damage"	"INITIAL DAMAGE:"
"DOTA_Tooltip_ability_invoker_cold_snap_freeze_duration"	"빙결 지속시간:"
"[english]DOTA_Tooltip_ability_invoker_cold_snap_freeze_duration"	"FREEZE DURATION:"
"DOTA_Tooltip_ability_invoker_cold_snap_freeze_cooldown"	"빙결 쿨다운:"
"[english]DOTA_Tooltip_ability_invoker_cold_snap_freeze_cooldown"	"FREEZE COOLDOWN:"
"DOTA_Tooltip_ability_invoker_cold_snap_freeze_damage"	"보너스 피해:"
"[english]DOTA_Tooltip_ability_invoker_cold_snap_freeze_damage"	"BONUS DAMAGE:"
"DOTA_Tooltip_ability_invoker_ghost_walk"	"유령 보행"
"[english]DOTA_Tooltip_ability_invoker_ghost_walk"	"Ghost Walk"
"DOTA_Tooltip_ability_invoker_ghost_walk_Description"	"원소술사가 주위의 얼음과 전기의 에너지를 조작하여 자신의 몸을 투명하게 바꿉니다. 그 결과로 원소의 불균형이 발생하여 <font color='#7998b5'>콰스</font>의 레벨에 따라 원소술사 주위에 있는 적들의 이동 속도가 감소하며 <font color='#d671a9'>웩스</font>의 레벨에 따라 원소술사 자신의 이동 속도가 감소합니다."
"[english]DOTA_Tooltip_ability_invoker_ghost_walk_Description"	"Invoker manipulates the ice and electrical energies around him, rendering his body invisible. The elemental imbalance created as a consequence slows nearby enemies based on the level of <font color='#7998b5'>Quas</font>, and slows Invoker as well based on the level of <font color='#d671a9'>Wex</font>."
"DOTA_Tooltip_ability_invoker_ghost_walk_self_slow"	"%자신 둔화:"
"[english]DOTA_Tooltip_ability_invoker_ghost_walk_self_slow"	"%SELF SLOW:"
"DOTA_Tooltip_ability_invoker_ghost_walk_duration"	"지속시간:"
"[english]DOTA_Tooltip_ability_invoker_ghost_walk_duration"	"DURATION:"
"DOTA_Tooltip_ability_invoker_ghost_walk_area_of_effect"	"범위:"
"[english]DOTA_Tooltip_ability_invoker_ghost_walk_area_of_effect"	"RADIUS:"
"DOTA_Tooltip_ability_invoker_ghost_walk_enemy_slow"	"%적 둔화:"
"[english]DOTA_Tooltip_ability_invoker_ghost_walk_enemy_slow"	"%ENEMY SLOW:"
"DOTA_Tooltip_ability_invoker_tornado"	"회오리"
"[english]DOTA_Tooltip_ability_invoker_tornado"	"Tornado"
"DOTA_Tooltip_ability_invoker_tornado_Description"	"빠르게 움직이는 회오리를 날려보내어 경로상에 있는 적 유닛을 무력하게 공중으로 들어올리고 잠시 후 떨어뜨립니다. 회오리의 이동 거리는 <font color='#d671a9'>웩스</font>의 레벨에 비례하고 적을 공중에 묶어두는 시간은 <font color='#7998b5'>콰스</font>의 레벨에 비례합니다. 회오리의 공격력은 <font color='#7998b5'>콰스</font>와 <font color='#d671a9'>웩스</font>의 레벨에 비례합니다."
"[english]DOTA_Tooltip_ability_invoker_tornado_Description"	"Unleashes a fast moving tornado that picks up enemy units in its path, suspending them helplessly in the air shortly before allowing them to plummet to their doom. Travels further based on the level of <font color='#d671a9'>Wex</font>. Holds enemies in the air for a duration based on the level of <font color='#7998b5'>Quas</font>. Deals damage based on the levels of <font color='#7998b5'>Quas</font> and <font color='#d671a9'>Wex</font>."
"DOTA_Tooltip_ability_invoker_tornado_travel_distance"	"이동 거리:"
"[english]DOTA_Tooltip_ability_invoker_tornado_travel_distance"	"TRAVEL DISTANCE:"
"DOTA_Tooltip_ability_invoker_tornado_area_of_effect"	"범위:"
"[english]DOTA_Tooltip_ability_invoker_tornado_area_of_effect"	"RADIUS:"
"DOTA_Tooltip_ability_invoker_tornado_lift_duration"	"회오리 수명:"
"[english]DOTA_Tooltip_ability_invoker_tornado_lift_duration"	"LIFT TIME:"
"DOTA_Tooltip_ability_invoker_tornado_base_damage"	"피해량:"
"[english]DOTA_Tooltip_ability_invoker_tornado_base_damage"	"DAMAGE:"
"DOTA_Tooltip_ability_invoker_tornado_quas_damage"	"콰스 보너스 피해:"
"[english]DOTA_Tooltip_ability_invoker_tornado_quas_damage"	"QUAS BONUS DAMAGE:"
"DOTA_Tooltip_ability_invoker_tornado_wex_damage"	"웩스 보너스 피해:"
"[english]DOTA_Tooltip_ability_invoker_tornado_wex_damage"	"WEX BONUS DAMAGE:"
"DOTA_Tooltip_ability_invoker_emp"	"전자기파"
"[english]DOTA_Tooltip_ability_invoker_emp"	"EMP"
"DOTA_Tooltip_ability_invoker_emp_Description"	"원소술사가 전자기 에너지를 집중하여 대상 지점에서 폭발시킵니다. <font color='#d671a9'>웩스</font>의 레벨이 높을수록 시전에 필요한 시간이 짧아집니다. 전자기파가 폭발하면 폭발 범위 내에 있는 적들은 <font color='#d671a9'>웩스</font>의 레벨에 따라 마나를 소진시키며, 소진시킨 마나의 양만큼 피해를 받습니다."
"[english]DOTA_Tooltip_ability_invoker_emp_Description"	"Invoker builds up a charge of electromagnetic energy at a targeted location which automatically detonates after a duration based on the level of <font color='#d671a9'>Wex</font>. The detonation covers an area, draining mana based on the level of <font color='#d671a9'>Wex</font>. Deals damage for each point of mana drained."
"DOTA_Tooltip_ability_invoker_emp_delay"	"충전 시간:"
"[english]DOTA_Tooltip_ability_invoker_emp_delay"	"CHARGE TIME:"
"DOTA_Tooltip_ability_invoker_emp_area_of_effect"	"범위:"
"[english]DOTA_Tooltip_ability_invoker_emp_area_of_effect"	"RADIUS:"
"DOTA_Tooltip_ability_invoker_emp_mana_burned"	"분해시키는 마나 최대치:"
"[english]DOTA_Tooltip_ability_invoker_emp_mana_burned"	"MAX MANA BURNED:"
"DOTA_Tooltip_ability_invoker_emp_damage_per_mana_pct"	"%마나 소진으로 주는 피해:"
"[english]DOTA_Tooltip_ability_invoker_emp_damage_per_mana_pct"	"%BURN DAMAGE:"
"DOTA_Tooltip_ability_invoker_alacrity"	"활력"
"[english]DOTA_Tooltip_ability_invoker_alacrity"	"Alacrity"
"DOTA_Tooltip_ability_invoker_alacrity_Description"	"원소술사가 막대한 양의 응축된 에너지를 아군에게 불어넣어 공격 속도 및 공격력을 증가시킵니다. 공격 속도는 <font color='#d671a9'>웩스</font>의 레벨에 따라 증가하며, 공격력은 <font color='#cabe68'>익조트</font>의 레벨에 따라 증가합니다."
"[english]DOTA_Tooltip_ability_invoker_alacrity_Description"	"Invoker infuses an ally with an immense surge of energy, increasing their attack speed based on the level of <font color='#d671a9'>Wex</font> and their damage based on the level of <font color='#cabe68'>Exort</font>."
"DOTA_Tooltip_ability_invoker_alacrity_bonus_attack_speed"	"%보너스 공격 속도:"
"[english]DOTA_Tooltip_ability_invoker_alacrity_bonus_attack_speed"	"%BONUS ATTACK SPEED:"
"DOTA_Tooltip_ability_invoker_alacrity_bonus_damage"	"보너스 피해:"
"[english]DOTA_Tooltip_ability_invoker_alacrity_bonus_damage"	"BONUS DAMAGE:"
"DOTA_Tooltip_ability_invoker_alacrity_duration"	"지속시간:"
"[english]DOTA_Tooltip_ability_invoker_alacrity_duration"	"DURATION:"
"DOTA_Tooltip_ability_invoker_chaos_meteor"	"혼돈의 유성"
"[english]DOTA_Tooltip_ability_invoker_chaos_meteor"	"Chaos Meteor"
"DOTA_Tooltip_ability_invoker_chaos_meteor_Description"	"원소술사가 우주에서 불타는 유성을 불러내어 대상 지점으로 떨어뜨립니다. 유성은 지면에 충돌한 다음 앞으로 굴러가면서 <font color='#cabe68'>익조트</font>의 레벨에 기반한 피해를 지속해서 가합니다. 유성이 굴러가는 거리는 <font color='#d671a9'>웩스</font>의 레벨에 따라 길어집니다. 유성에 맞은 유닛은 짧은 시간 동안 화상을 입고, <font color='#cabe68'>익조트</font> 레벨에 따라 추가 피해를 받습니다."
"[english]DOTA_Tooltip_ability_invoker_chaos_meteor_Description"	"Invoker pulls a flaming meteor from space onto the targeted location. Upon landing, the meteor rolls forward, constantly dealing damage based on the level of <font color='#cabe68'>Exort</font>, and rolling further based on the level of <font color='#d671a9'>Wex</font>. Units hit by the meteor will also be set on fire for a short time, receiving additional damage based on the level of <font color='#cabe68'>Exort</font>."
"DOTA_Tooltip_ability_invoker_chaos_meteor_land_time"	"낙하 시간:"
"[english]DOTA_Tooltip_ability_invoker_chaos_meteor_land_time"	"LAND TIME:"
"DOTA_Tooltip_ability_invoker_chaos_meteor_travel_distance"	"이동 거리:"
"[english]DOTA_Tooltip_ability_invoker_chaos_meteor_travel_distance"	"TRAVEL DISTANCE:"
"DOTA_Tooltip_ability_invoker_chaos_meteor_area_of_effect"	"범위:"
"[english]DOTA_Tooltip_ability_invoker_chaos_meteor_area_of_effect"	"RADIUS:"
"DOTA_Tooltip_ability_invoker_chaos_meteor_damage_interval"	"지속 피해의 회당 피해:"
"[english]DOTA_Tooltip_ability_invoker_chaos_meteor_damage_interval"	"DAMAGE TICK:"
"DOTA_Tooltip_ability_invoker_chaos_meteor_main_damage"	"주 피해:"
"[english]DOTA_Tooltip_ability_invoker_chaos_meteor_main_damage"	"DAMAGE:"
"DOTA_Tooltip_ability_invoker_chaos_meteor_burn_duration"	"화상 지속시간:"
"[english]DOTA_Tooltip_ability_invoker_chaos_meteor_burn_duration"	"BURN TIME:"
"DOTA_Tooltip_ability_invoker_chaos_meteor_burn_dps"	"화상으로 인한 초당 피해:"
"[english]DOTA_Tooltip_ability_invoker_chaos_meteor_burn_dps"	"BURN DPS:"
"DOTA_Tooltip_ability_invoker_sun_strike"	"태양광 집중"
"[english]DOTA_Tooltip_ability_invoker_sun_strike"	"Sun Strike"
"DOTA_Tooltip_ability_invoker_sun_strike_Description"	"지도상의 임의 지점에 파국을 부르는 무시무시한 태양 광선을 떨어뜨립니다. 광선은 지면에 떨어지는 순간 닿는 모든 적 유닛을 불태웁니다. 광선으로 가하는 피해는 <font color='#cabe68'>익조트</font>의 레벨에 따라 증가하지만, 이 피해는 공격을 받은 모든 적에게 균등하게 나누어집니다."
"[english]DOTA_Tooltip_ability_invoker_sun_strike_Description"	"Sends a catastrophic ray of fierce energy from the sun at any targeted location, incinerating all enemies standing beneath it once it reaches the Earth. Deals damage based on the level of <font color='#cabe68'>Exort</font>, however this damage is spread evenly over all enemies hit."
"DOTA_Tooltip_ability_invoker_sun_strike_area_of_effect"	"범위:"
"[english]DOTA_Tooltip_ability_invoker_sun_strike_area_of_effect"	"RADIUS:"
"DOTA_Tooltip_ability_invoker_sun_strike_delay"	"타격까지 대기 시간:"
"[english]DOTA_Tooltip_ability_invoker_sun_strike_delay"	"DELAY:"
"DOTA_Tooltip_ability_invoker_sun_strike_damage"	"피해량:"
"[english]DOTA_Tooltip_ability_invoker_sun_strike_damage"	"DAMAGE:"
"DOTA_Tooltip_ability_invoker_forge_spirit"	"달구어진 영혼"
"[english]DOTA_Tooltip_ability_invoker_forge_spirit"	"Forge Spirit"
"DOTA_Tooltip_ability_invoker_forge_spirit_Description"	"원소술사가 불의 힘과 얼음의 견고함을 형상화한 영혼을 만들어 냅니다. 공격력, 체력, 방어력은 <font color='#cabe68'>익조트</font>의 레벨에, 그리고 사정거리, 소모 마나, 지속시간은 <font color='#7998b5'>콰스</font>의 레벨에 의해 결정됩니다. 달구어진 영혼은 불타는 주먹으로 강력한 공격을 하며 적 영웅의 갑옷까지도 녹일 수 있습니다. <font color='#7998b5'>콰스</font>와 <font color='#cabe68'>익조트</font> 레벨이 모두 4레벨 이상일 경우 한 번에 두 개의 영혼을 불러냅니다."
"[english]DOTA_Tooltip_ability_invoker_forge_spirit_Description"	"Invoker forges a spirit embodying the strength of fire and fortitude of ice. Damage, health, and armor are based on the level of <font color='#cabe68'>Exort</font> while attack range, mana, and duration are based on the level of <font color='#7998b5'>Quas</font>. The elemental's scorching attack is capable of melting the armor of enemy heroes. If both <font color='#7998b5'>Quas</font> and <font color='#cabe68'>Exort</font> are level 4 or higher, Invoker will create two spirits instead of one."
"DOTA_Tooltip_ability_invoker_forge_spirit_spirit_damage"	"피해:"
"[english]DOTA_Tooltip_ability_invoker_forge_spirit_spirit_damage"	"DAMAGE:"
"DOTA_Tooltip_ability_invoker_forge_spirit_spirit_hp"	"체력:"
"[english]DOTA_Tooltip_ability_invoker_forge_spirit_spirit_hp"	"HEALTH:"
"DOTA_Tooltip_ability_invoker_forge_spirit_spirit_armor"	"방어력:"
"[english]DOTA_Tooltip_ability_invoker_forge_spirit_spirit_armor"	"ARMOR:"
"DOTA_Tooltip_ability_invoker_forge_spirit_spirit_attack_range"	"공격 범위:"
"[english]DOTA_Tooltip_ability_invoker_forge_spirit_spirit_attack_range"	"ATTACK RANGE:"
"DOTA_Tooltip_ability_invoker_forge_spirit_spirit_mana"	"마나:"
"[english]DOTA_Tooltip_ability_invoker_forge_spirit_spirit_mana"	"MANA:"
"DOTA_Tooltip_ability_invoker_forge_spirit_spirit_duration"	"지속시간:"
"[english]DOTA_Tooltip_ability_invoker_forge_spirit_spirit_duration"	"DURATION:"
"DOTA_Tooltip_ability_forged_spirit_melting_strike"	"융해 일격"
"[english]DOTA_Tooltip_ability_forged_spirit_melting_strike"	"Melting Strike"
"DOTA_Tooltip_ability_forged_spirit_melting_strike_Description"	"영혼의 마나가 충분할 경우, 타격 시 상대 영웅의 갑주를 녹여 방어력을 낮춥니다. 공격이 연속적으로 성공할 때마다 방어력 감소량이 높아집니다."
"[english]DOTA_Tooltip_ability_forged_spirit_melting_strike_Description"	"Melts away the armor of heroes hit by the spirit's attack if the spirit has enough mana. Each successive hit increases the amount of armor melted."
"DOTA_Tooltip_ability_forged_spirit_melting_strike_armor_removed"	"타격당 방어력 감소:"
"[english]DOTA_Tooltip_ability_forged_spirit_melting_strike_armor_removed"	"ARMOR REMOVED PER HIT:"
"DOTA_Tooltip_ability_forged_spirit_melting_strike_max_armor_removed"	"방어력 감소 한계:"
"[english]DOTA_Tooltip_ability_forged_spirit_melting_strike_max_armor_removed"	"MAX ARMOR REMOVED:"
"DOTA_Tooltip_ability_forged_spirit_melting_strike_duration"	"지속시간:"
"[english]DOTA_Tooltip_ability_forged_spirit_melting_strike_duration"	"DURATION:"
"DOTA_Tooltip_ability_invoker_ice_wall"	"얼음 장벽"
"[english]DOTA_Tooltip_ability_invoker_ice_wall"	"Ice Wall"
"DOTA_Tooltip_ability_invoker_ice_wall_Description"	"원소술사의 바로 앞에 단단한 얼음의 벽을 생성합니다. 얼음의 벽이 지속되는 시간은 <font color='#7998b5'>콰스</font>의 레벨에 따라 증가합니다. 얼음의 벽 주위에 있는 적들은 혹독한 냉기로 인해 이동 속도가 크게 감소하며 매초 피해를 받습니다. 감속 효과는 <font color='#7998b5'>콰스</font>의 레벨에 따라 증가하며, 얼음의 벽으로 가하는 피해는 <font color='#cabe68'>익조트</font>의 레벨에 따라 증가합니다."
"[english]DOTA_Tooltip_ability_invoker_ice_wall_Description"	"Generates a wall of solid ice directly in front of Invoker for a duration based on the level of <font color='#7998b5'>Quas</font>. The bitter cold emanating from it greatly slows nearby enemies based on the level of <font color='#7998b5'>Quas</font> and deals damage each second based on the level of <font color='#cabe68'>Exort</font>."
"DOTA_Tooltip_ability_invoker_ice_wall_duration"	"지속시간:"
"[english]DOTA_Tooltip_ability_invoker_ice_wall_duration"	"DURATION:"
"DOTA_Tooltip_ability_invoker_ice_wall_slow"	"%둔화:"
"[english]DOTA_Tooltip_ability_invoker_ice_wall_slow"	"%SLOW:"
"DOTA_Tooltip_ability_invoker_ice_wall_damage_per_second"	"초당 피해량:"
"[english]DOTA_Tooltip_ability_invoker_ice_wall_damage_per_second"	"DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_invoker_deafening_blast"	"굉음 폭발"
"[english]DOTA_Tooltip_ability_invoker_deafening_blast"	"Deafening Blast"
"DOTA_Tooltip_ability_invoker_deafening_blast_Description"	"원소술사가 전방을 향해 강력한 초음파를 방출하여 음파에 닿는 적들에게 <font color='#cabe68'>익조트</font>의 레벨에 기반한 피해를 줍니다. 음파 공격의 강렬한 충격으로 인해 적들은 <font color='#7998b5'>콰스</font>의 레벨에 따른 시간 동안 뒤로 밀려나고, <font color='#d671a9'>웩스</font>의 레벨에 따른 시간 동안 무장 해제됩니다."
"[english]DOTA_Tooltip_ability_invoker_deafening_blast_Description"	"Invoker unleashes a mighty sonic wave in front of him, dealing damage to any enemy unit it collides with based on the level of <font color='#cabe68'>Exort</font>. The sheer impact from the blast is enough to knock those enemy units back for a duration based on the level of <font color='#7998b5'>Quas</font>, then disarm their attacks for a duration based on the level of <font color='#d671a9'>Wex</font>."
"DOTA_Tooltip_ability_invoker_deafening_blast_damage"	"피해량:"
"[english]DOTA_Tooltip_ability_invoker_deafening_blast_damage"	"DAMAGE:"
"DOTA_Tooltip_ability_invoker_deafening_blast_knockback_duration"	"밀치기 지속시간:"
"[english]DOTA_Tooltip_ability_invoker_deafening_blast_knockback_duration"	"KNOCKBACK DURATION:"
"DOTA_Tooltip_ability_invoker_deafening_blast_disarm_duration"	"무장 해제 지속시간:"
"[english]DOTA_Tooltip_ability_invoker_deafening_blast_disarm_duration"	"DISARM DURATION:"
"npc_dota_hero_invoker_bio"	"마법이 형태를 갖춰가던 아주 오래전, 누군가는 마법이 가장 강력한 형태를 가졌던 시절이라고도 말하는 당시 마법은 거의 기억에만 의존하던 것이었다. 아무런 기술도, 마법 지팡이도, 장치도 필요치 않았고 오로지 마법사의 지능만이 전부였다. 의식에 쓰이는 도구는 단순히 기억을 돕는 연상 기호에 불과했으며, 주문의 힘을 불러일으키는 기억 속 특정 주문식을 구체적으로 떠올리게 하는 목적일 뿐이었다. 가장 헌신적인 노력을 바친 이들이라도 일생 동안 세 개의 마법 주문을 외우는 것이 고작이었다. 평범한 마법사들은 두 개의 주문만 알아도 만족하는 정도였고, 동네 마법사라면 한 개 정도를 익히곤 했으나, 그것도 정확히 기억하지 못해서 필요 시 마도서를 참조하는 일이 비일비재했다. 그러나 이 초기 마법사들 중에서도 예외가 있었다. 방대한 지식과 천재적인 기억력을 지닌 마도사, 후일 원소술사로 알려진 이가 그 주인공이다. 젊은 시절 그는 이미 재능을 보이며 네 개도, 다섯 개도, 일곱 개도 아닌, 무려 열 개가 넘는 주문을 완벽히 숙달했고 원하는 즉시 주문을 외울 수 있었다. 그는 더 많은 주문을 알아냈으나, 쓸모없다고 생각한 것들은 한 번 사용해 보고 바로 머리에서 지워버리며 더 유용한 주문을 채워넣었다. 그중 하나가 바로 영원한 속박이라는 강력한 장수 주문이었는데, 만일 세상이 시작되었을 때 이 주문을 쓴 자가 있었다면, 그리고 원자 단위로 부서지지만 않았다면, 아직 우리와 함께 살아 있을 정도로 위력적이었다. 이렇게 불멸자에 가까운 생을 얻은 이들은 대부분 비밀을 숨기며 조용히 살고 있다. 그러나 원소술사는 재능을 숨길 수 있는 위인이 아니다. 그는 고대의 존재이고, 그 누구보다 방대한 지식을 지녔으며, 아직도 머릿속에는 지식을 넣을 공간이 남아 있다. 그는 세상이 끝나는 날까지 이어질 기나긴 황혼의 시간 동안 즐거이 주문을 외울 것이다."
"[english]npc_dota_hero_invoker_bio"	"In its earliest, and some would say most potent form, magic was primarily the art of memory. It required no technology, no wands or appurtenances other than the mind of the magician. All the trappings of ritual were merely mnemonic devices, meant to allow the practitioner to recall in rich detail the specific mental formulae that unlocked a spell's power. The greatest mages in those days were the ones blessed with the greatest memories, and yet so complex were the invocations that all wizards were forced to specialize. The most devoted might hope in a lifetime to have adequate recollection of three spells--four at most. Ordinary wizards were content to know two, and it was not uncommon for a village mage to know only one--with even that requiring him to consult grimoires as an aid against forgetfulness on the rare occasions when he might be called to use it. But among these early practitioners there was one exception, a genius of vast intellect and prodigious memory who came to be known as the Invoker. In his youth, the precocious wizard mastered not four, not five, not even seven incantations: He could command no fewer than ten spells, and cast them instantly. Many more he learned but found useless, and would practice once then purge from his mind forever, to make room for more practical invocations. One such spell was the Sempiternal Cantrap--a longevity spell of such power that those who cast it in the world's first days are among us still (unless they have been crushed to atoms). Most of these quasi-immortals live quietly, afraid to admit their secret: But Invoker is not one to keep his gifts hidden. He is ancient, learned beyond all others, and his mind somehow still has space to contain an immense sense of his own worth...as well as the Invocations with which he amuses himself through the long slow twilight of the world's dying days."
"npc_dota_hero_invoker_hype"	"
"
"[english]npc_dota_hero_invoker_hype"	""
"DOTA_Tooltip_ability_silencer_curse_of_the_silent"	"침묵의 저주"
"[english]DOTA_Tooltip_ability_silencer_curse_of_the_silent"	"Curse of the Silent"
"DOTA_Tooltip_ability_silencer_curse_of_the_silent_Description"	"대상 지역에 저주를 내려 적 영웅에게 피해를 주고 마나 손실을 일으킵니다. 대상이 주문을 외우면 저주가 해제됩니다."
"[english]DOTA_Tooltip_ability_silencer_curse_of_the_silent_Description"	"Curses the target area, causing enemy Heroes to take damage and lose mana until they cast a spell."
"DOTA_Tooltip_ability_silencer_curse_of_the_silent_health_damage"	"피해:"
"[english]DOTA_Tooltip_ability_silencer_curse_of_the_silent_health_damage"	"DAMAGE:"
"DOTA_Tooltip_ability_silencer_curse_of_the_silent_mana_damage"	"손실되는 마나:"
"[english]DOTA_Tooltip_ability_silencer_curse_of_the_silent_mana_damage"	"MANA LOSS:"
