"lang"
{
"Language"	"finnish"
"DOTA_Item_Desc_Blood_Seekers_Headdress"	" "
"[english]DOTA_Item_Desc_Blood_Seekers_Headdress"	""
"DOTA_Item_Blood_Seekers_Offhand_Weapon"	"Bloodseekerin tukikäden ase"
"[english]DOTA_Item_Blood_Seekers_Offhand_Weapon"	"Blood Seeker's Offhand Weapon"
"DOTA_Item_Desc_Copy_of_Blood_Seekers_Headdress"	" "
"[english]DOTA_Item_Desc_Copy_of_Blood_Seekers_Headdress"	""
"DOTA_Item_Blood_Seekers_Necklace"	"Bloodseekerin kaulakoru"
"[english]DOTA_Item_Blood_Seekers_Necklace"	"Blood Seeker's Necklace"
"DOTA_Item_Desc_Copy_of_Blood_Seekers_Offhand_Weapon"	" "
"[english]DOTA_Item_Desc_Copy_of_Blood_Seekers_Offhand_Weapon"	""
"DOTA_Item_Blood_Seekers_Cape"	"Bloodseekerin viitta"
"[english]DOTA_Item_Blood_Seekers_Cape"	"Blood Seeker's Cape"
"DOTA_Item_Desc_Copy_of_Blood_Seekers_Necklace"	" "
"[english]DOTA_Item_Desc_Copy_of_Blood_Seekers_Necklace"	""
"DOTA_Item_Blood_Seekers_Bracers"	"Bloodseekerin rannesuojat"
"[english]DOTA_Item_Blood_Seekers_Bracers"	"Blood Seeker's Bracers"
"DOTA_Item_Desc_Copy_of_Blood_Seekers_Cape"	" "
"[english]DOTA_Item_Desc_Copy_of_Blood_Seekers_Cape"	""
"DOTA_Item_Drows_Bracers"	"Drowin rannesuojat"
"[english]DOTA_Item_Drows_Bracers"	"Drow's Bracers"
"DOTA_Item_Desc_Copy_of_Blood_Seekers_Bracers"	" "
"[english]DOTA_Item_Desc_Copy_of_Blood_Seekers_Bracers"	""
"DOTA_Item_Drows_Cape"	"Drowin viitta"
"[english]DOTA_Item_Drows_Cape"	"Drow's Cape"
"DOTA_Item_Desc_Copy_of_Drows_Bracers"	" "
"[english]DOTA_Item_Desc_Copy_of_Drows_Bracers"	""
"DOTA_Item_Drows_Bow"	"Drowin jousi"
"[english]DOTA_Item_Drows_Bow"	"Drow's Bow"
"DOTA_Item_Desc_Copy_of_Drows_Cape"	" "
"[english]DOTA_Item_Desc_Copy_of_Drows_Cape"	""
"DOTA_Item_Desc_Drows_Leg_Armor"	" "
"[english]DOTA_Item_Desc_Drows_Leg_Armor"	""
"DOTA_Item_Drows_Quiver"	"Drowin nuoliviini"
"[english]DOTA_Item_Drows_Quiver"	"Drow's Quiver"
"DOTA_Item_Desc_Copy_of_Drows_Leg_Armor"	" "
"[english]DOTA_Item_Desc_Copy_of_Drows_Leg_Armor"	""
"DOTA_Item_Drows_Shoulder_Armor"	"Drowin olkapanssari"
"[english]DOTA_Item_Drows_Shoulder_Armor"	"Drow's Shoulder Armor"
"DOTA_Item_Desc_Copy_of_Drows_Quiver"	" "
"[english]DOTA_Item_Desc_Copy_of_Drows_Quiver"	""
"DOTA_Item_Kunkkas_Spyglass"	"Kunkan kaukoputki"
"[english]DOTA_Item_Kunkkas_Spyglass"	"Kunkka's Spyglass"
"DOTA_Item_Desc_Copy_of_Kunkkas_Head"	" "
"[english]DOTA_Item_Desc_Copy_of_Kunkkas_Head"	""
"DOTA_Item_Queen_of_Pains_Wings"	"Queen of Painin siivet"
"[english]DOTA_Item_Queen_of_Pains_Wings"	"Queen of Pain's Wings"
"DOTA_Item_Desc_Copy_of_Queen_of_Pains_Weapon"	" "
"[english]DOTA_Item_Desc_Copy_of_Queen_of_Pains_Weapon"	""
"DOTA_Item_Queen_of_Pains_Armor"	"Queen of Painin panssari"
"[english]DOTA_Item_Queen_of_Pains_Armor"	"Queen of Pain's Armor"
"DOTA_Item_Desc_Copy_of_Queen_of_Pains_Wings"	" "
"[english]DOTA_Item_Desc_Copy_of_Queen_of_Pains_Wings"	""
"DOTA_Item_Queen_of_Pains_Hair"	"Queen of Painin hiukset"
"[english]DOTA_Item_Queen_of_Pains_Hair"	"Queen of Pain's Hair"
"DOTA_Item_Desc_Copy_of_Queen_of_Pains_Armor"	" "
"[english]DOTA_Item_Desc_Copy_of_Queen_of_Pains_Armor"	""
"DOTA_Item_Ursas_Helmet"	"Ursan kypärä"
"[english]DOTA_Item_Ursas_Helmet"	"Ursa's Helmet"
"DOTA_Item_Desc_Copy_of_Queen_of_Pains_Hair"	" "
"[english]DOTA_Item_Desc_Copy_of_Queen_of_Pains_Hair"	""
"DOTA_Item_Ursas_Fur"	"Ursan turkki"
"[english]DOTA_Item_Ursas_Fur"	"Ursa's Fur"
"DOTA_Item_Desc_Copy_of_Ursas_Helmet"	" "
"[english]DOTA_Item_Desc_Copy_of_Ursas_Helmet"	""
"DOTA_Item_Ursas_Bracers"	"Ursan rannesuojat"
"[english]DOTA_Item_Ursas_Bracers"	"Ursa's Bracers"
"DOTA_Item_Desc_Copy_of_Ursas_Fur"	" "
"[english]DOTA_Item_Desc_Copy_of_Ursas_Fur"	""
"DOTA_Item_Desc_Copy_of_Ursas_Bracers"	" "
"[english]DOTA_Item_Desc_Copy_of_Ursas_Bracers"	""
"DOTA_Item_Invokers_Shoulder"	"Invokerin olkapää"
"[english]DOTA_Item_Invokers_Shoulder"	"Invoker's Shoulder"
"DOTA_Item_Facelesss_Head"	"Faceless Voidin pää"
"[english]DOTA_Item_Facelesss_Head"	"Faceless's Head"
"DOTA_Item_Facelesss_Bracer"	"Faceless's Bracer"
"[english]DOTA_Item_Facelesss_Bracer"	"Faceless's Bracer"
"DOTA_Item_Facelesss_Belt"	"Faceless's Belt"
"[english]DOTA_Item_Facelesss_Belt"	"Faceless's Belt"
"DOTA_Item_Witch_Doctors_Head"	"Witch Doctorin pää"
"[english]DOTA_Item_Witch_Doctors_Head"	"Witch Doctor's Head"
"DOTA_Item_Witch_Doctors_Belt"	"Witch Doctorin vyö"
"[english]DOTA_Item_Witch_Doctors_Belt"	"Witch Doctor's Belt"
"DOTA_Item_Witch_Doctors_Staff"	"Witch Doctorin sauva"
"[english]DOTA_Item_Witch_Doctors_Staff"	"Witch Doctor's Staff"
"DOTA_Item_Invokers_Head"	"Invoker's Head"
"[english]DOTA_Item_Invokers_Head"	"Invoker's Head"
"DOTA_Item_Invokers_Hair"	"Invokerin hiukset"
"[english]DOTA_Item_Invokers_Hair"	"Invoker's Hair"
"DOTA_Item_Invokers_Bracer"	"Invokerin rannesuoja"
"[english]DOTA_Item_Invokers_Bracer"	"Invoker's Bracer"
"DOTA_Item_Broodmothers_Hair"	"Broodmotherin karvat"
"[english]DOTA_Item_Broodmothers_Hair"	"Broodmother's Hair"
"DOTA_Item_Broodmothers_Legs"	"Broodmotherin jalat"
"[english]DOTA_Item_Broodmothers_Legs"	"Broodmother's Legs"
"DOTA_Item_Broodmothers_Abdomen"	"Broodmotherin takaruumis"
"[english]DOTA_Item_Broodmothers_Abdomen"	"Broodmother's Abdomen"
"DOTA_Item_Meepos_Weapon"	"Meepon ase"
"[english]DOTA_Item_Meepos_Weapon"	"Meepo's Weapon"
"DOTA_Item_Ogremagis_Weapon"	"Ogremagin ase"
"[english]DOTA_Item_Ogremagis_Weapon"	"Ogremagi's Weapon"
"DOTA_Item_Desc_Copy_of_weapon"	"Tällä uudella esineellä ei ole kuvausta."
"[english]DOTA_Item_Desc_Copy_of_weapon"	"This new item has no description."
"DOTA_Item_Spirit_Breakers_Head"	"Spirit Breakerin pää"
"[english]DOTA_Item_Spirit_Breakers_Head"	"Spirit Breaker's Head"
"DOTA_Item_Desc_Spirit_Breakers_Head"	"Tällä uudella esineellä ei ole kuvausta."
"[english]DOTA_Item_Desc_Spirit_Breakers_Head"	"This new item has no description."
"DOTA_Item_Lone_Druids_Hair"	"Lone Druidin hiukset"
"[english]DOTA_Item_Lone_Druids_Hair"	"Lone Druid's Hair"
"DOTA_Item_Desc_head"	"oletushiukset"
"[english]DOTA_Item_Desc_head"	"default hair"
"DOTA_Item_Lone_Druids_Shoulder_Armor"	"Lone Druidin olkapanssari"
"[english]DOTA_Item_Lone_Druids_Shoulder_Armor"	"Lone Druid's Shoulder Armor"
"DOTA_Item_Desc_Lone_Druids_Shoulder_Armor"	"oletusolkapanssari"
"[english]DOTA_Item_Desc_Lone_Druids_Shoulder_Armor"	"default shoulder armor"
"DOTA_Item_Lone_Druids_Bracers"	"Lone Druidin rannesuojat"
"[english]DOTA_Item_Lone_Druids_Bracers"	"Lone Druid's Bracers"
"DOTA_Item_Desc_Lone_Druids_Bracers"	"oletusrannesuojat"
"[english]DOTA_Item_Desc_Lone_Druids_Bracers"	"default arm item"
"DOTA_Item_Desc_Lone_Druids_Poncho"	"oletusponcho"
"[english]DOTA_Item_Desc_Lone_Druids_Poncho"	"default body item"
"DOTA_Item_Spirit_Breakers_Horns"	"Spirit Breakerin sarvet"
"[english]DOTA_Item_Spirit_Breakers_Horns"	"Spirit Breaker's Horns"
"DOTA_Item_Desc_Copy_of_Spirit_Breakers_Head"	"Tällä uudella esineellä ei ole kuvausta."
"[english]DOTA_Item_Desc_Copy_of_Spirit_Breakers_Head"	"This new item has no description."
"DOTA_Item_Desc_Copy_of_Spirit_Breakers_Horns"	"Tällä uudella esineellä ei ole kuvausta."
"[english]DOTA_Item_Desc_Copy_of_Spirit_Breakers_Horns"	"This new item has no description."
"DOTA_Item_Spirit_Breakers_Mace"	"Spirit Breakerin sotanuija"
"[english]DOTA_Item_Spirit_Breakers_Mace"	"Spirit Breaker's Mace"
"DOTA_Item_Desc_Copy_of_Spirit_Breakers_Shoulder_Armor"	"Tällä uudella esineellä ei ole kuvausta."
"[english]DOTA_Item_Desc_Copy_of_Spirit_Breakers_Shoulder_Armor"	"This new item has no description."
"DOTA_Item_Spirit_Breakers_Tail"	"Spirit Breakerin häntä"
"[english]DOTA_Item_Spirit_Breakers_Tail"	"Spirit Breaker's Tail"
"DOTA_Item_Desc_Copy_of_Spirit_Breakers_Mace"	"Tällä uudella esineellä ei ole kuvausta."
"[english]DOTA_Item_Desc_Copy_of_Spirit_Breakers_Mace"	"This new item has no description."
"DOTA_Item_Spirit_Breakers_Bracers"	"Spirit Breakerin rannesuojat"
"[english]DOTA_Item_Spirit_Breakers_Bracers"	"Spirit Breaker's Bracers"
"DOTA_Item_Desc_Copy_of_Spirit_Breakers_Tail"	"Tällä uudella esineellä ei ole kuvausta."
"[english]DOTA_Item_Desc_Copy_of_Spirit_Breakers_Tail"	"This new item has no description."
"DOTA_Item_Desc_Copy_of_Spirit_Breakers_Bracers"	"Tällä uudella esineellä ei ole kuvausta."
"[english]DOTA_Item_Desc_Copy_of_Spirit_Breakers_Bracers"	"This new item has no description."
"DOTA_Item_Alchemists_Goblin_Body"	"Alchemistin maahisen vartalo"
"[english]DOTA_Item_Alchemists_Goblin_Body"	"Alchemist's Goblin Body"
"DOTA_Item_Alchemists_Weapon"	"Alchemistin ase"
"[english]DOTA_Item_Alchemists_Weapon"	"Alchemist's Weapon"
"DOTA_Item_Alchemists_Saddle"	"Alchemistin satula"
"[english]DOTA_Item_Alchemists_Saddle"	"Alchemist's Saddle"
"DOTA_Item_Alchemists_Gauntlet"	"Alchemistin rautahansikas"
"[english]DOTA_Item_Alchemists_Gauntlet"	"Alchemist's Gauntlet"
"DOTA_Item_Alchemists_Goblin_Hat"	"Alchemistin maahisen hattu"
"[english]DOTA_Item_Alchemists_Goblin_Hat"	"Alchemist's Goblin Hat"
"DOTA_Item_Alchemists_Left_Bottle"	"Alchemistin vasen pullo"
"[english]DOTA_Item_Alchemists_Left_Bottle"	"Alchemist's Left Bottle"
"DOTA_Item_Alchemists_Goblin_Head"	"Alchemistin maahisen pää"
"[english]DOTA_Item_Alchemists_Goblin_Head"	"Alchemist's Goblin Head"
"DOTA_Item_Alchemists_Ogre_Head"	"Alchemistin jätin pää"
"[english]DOTA_Item_Alchemists_Ogre_Head"	"Alchemist's Ogre Head"
"DOTA_Item_Alchemists_Shoulder_Bottle"	"Alchemistin olkapullo"
"[english]DOTA_Item_Alchemists_Shoulder_Bottle"	"Alchemist's Shoulder Bottle"
"DOTA_Item_Phantom_Lancers_Legs"	"Phantom Lancerin jalat"
"[english]DOTA_Item_Phantom_Lancers_Legs"	"Phantom Lancer's Legs"
"DOTA_Item_Desc_Phantom_Lancers_Legs"	"Nää buutsit on mun omat."
"[english]DOTA_Item_Desc_Phantom_Lancers_Legs"	"These boots were made for walkin'."
"DOTA_Item_Phantom_Lancers_Head"	"Phantom Lancerin pää"
"[english]DOTA_Item_Phantom_Lancers_Head"	"Phantom Lancer's Head"
"DOTA_Item_Desc_Phantom_Lancers_Head"	"Tarkoitettu näkemiseen ja puhumiseen. Partakin löytyy."
"[english]DOTA_Item_Desc_Phantom_Lancers_Head"	"For seeing and talking.  There's a beard on it too."
"DOTA_Item_Phantom_Lancers_Belt"	"Phantom Lancerin vyö"
"[english]DOTA_Item_Phantom_Lancers_Belt"	"Phantom Lancer's Belt"
"DOTA_Item_Desc_Phantom_Lancers_Belt"	"Hän on hallitseva raskaansarjan mestari."
"[english]DOTA_Item_Desc_Phantom_Lancers_Belt"	"He's the reigning heavy weight champ."
"DOTA_Item_Desc_Phantom_Lancers_Gauntlet"	"Vain urheimmat soturit taistelevat yhdellä rautahansikkaalla."
"[english]DOTA_Item_Desc_Phantom_Lancers_Gauntlet"	"Only the bravest warriors wear one gauntlet to battle."
"DOTA_Item_Desc_Phantom_Lancers_Shoulderpad"	"Tämä käsisuojus suojaa ikäviltä kissatappeluvammoilta."
"[english]DOTA_Item_Desc_Phantom_Lancers_Shoulderpad"	"This armguard protects from grievous cat-fight injuries."
"DOTA_Item_Phantom_Lancers_Necklace"	"Phantom Lancerin kaulakoru"
"[english]DOTA_Item_Phantom_Lancers_Necklace"	"Phantom Lancer's Necklace"
"DOTA_Item_Desc_Phantom_Lancers_Necklace"	"Jopa soturit haluavat näyttää muodikkailta."
"[english]DOTA_Item_Desc_Phantom_Lancers_Necklace"	"Even warriors like to feel fancy."
"DOTA_Item_Phantom_Lancers_Weapon"	"Phantom Lancerin ase"
"[english]DOTA_Item_Phantom_Lancers_Weapon"	"Phantom Lancer's Weapon"
"DOTA_Item_Desc_Phantom_Lancers_Weapon"	"Piikittelyyn."
"[english]DOTA_Item_Desc_Phantom_Lancers_Weapon"	"For stabbin'."
"DOTA_Item_Ogremagis_Cape"	"Ogremagin viitta"
"[english]DOTA_Item_Ogremagis_Cape"	"Ogremagi's Cape"
"DOTA_Item_Desc_Copy_of_Ogremagis_Weapon"	"Tällä uudella esineellä ei ole kuvausta."
"[english]DOTA_Item_Desc_Copy_of_Ogremagis_Weapon"	"This new item has no description."
"DOTA_Item_Ogremagis_Bracers"	"Ogre Magin rannesuojat"
"[english]DOTA_Item_Ogremagis_Bracers"	"Ogremagi's Bracers"
"DOTA_Item_Desc_Copy_of_Ogremagis_Cape"	"Tällä uudella esineellä ei ole kuvausta."
"[english]DOTA_Item_Desc_Copy_of_Ogremagis_Cape"	"This new item has no description."
"DOTA_Item_Ogremagis_Hats"	"Ogremagin hatut"
"[english]DOTA_Item_Ogremagis_Hats"	"Ogremagi's Hats"
"DOTA_Item_Desc_Copy_of_Ogremagis_Bracers"	"Tällä uudella esineellä ei ole kuvausta."
"[english]DOTA_Item_Desc_Copy_of_Ogremagis_Bracers"	"This new item has no description."
"DOTA_Item_Ogremagis_Belt"	"Ogre Magin vyö"
"[english]DOTA_Item_Ogremagis_Belt"	"Ogremagi's Belt"
"DOTA_Item_Desc_Copy_of_Ogremagis_Hats"	"Tällä uudella esineellä ei ole kuvausta."
"[english]DOTA_Item_Desc_Copy_of_Ogremagis_Hats"	"This new item has no description."
"DOTA_Item_Desc_Pangolin_Shoulder_Armor"	"Pangolin-killan olkasuojainten taidonnäyte. Tarjoaa rautapanssarin verran suojaa, mutta vain murto-osan sen painosta."
"[english]DOTA_Item_Desc_Pangolin_Shoulder_Armor"	"Mastercrafted pauldrons of the Pangolin guild. They offer the strength of platemail at a fraction of the weight."
"DOTA_Item_Desc_The_Blood_Chaser"	"Kolmiosainen ketjujen yhdistämä varsi. Kärjessä kaksiteräinen kirves. Miltei yhtä vaarallinen käyttäjälleen kuin vihollisillekin."
"[english]DOTA_Item_Desc_The_Blood_Chaser"	"A three section chained haft with double bladed axe head at the top. Nearly as dangerous to it's wielder as it is to the enemy."
"DOTA_Item_Timestopper"	"Timestopper"
"[english]DOTA_Item_Timestopper"	"Timestopper"
"DOTA_Wearable_FacelessVoid_Timestopper_Desc"	"Jos sanoin kuvaamaton ulottuvuuksienvälinen valtasi aikaa kohden ei saa pysäytettyä vihollistasi, nuiji hänen päänsä murskaksi."
"[english]DOTA_Wearable_FacelessVoid_Timestopper_Desc"	"If your ineffable transdimensional power over chronology fails to stop your enemy, try hitting them in the head with this sturdy mace."
"DOTA_Wearable_Dazzle_TrolltoothNecklace"	"Peikonhammaskoru"
"[english]DOTA_Wearable_Dazzle_TrolltoothNecklace"	"Trolltooth Necklace"
"DOTA_Wearable_Dazzle_TrolltoothNecklace_Desc"	"Huolellisesti koottu kokoelma peikon hampaita. Jokaiseen hampaaseen on vangittu niiden alkuperäinen omistaja."
"[english]DOTA_Wearable_Dazzle_TrolltoothNecklace_Desc"	"A carefully assembled collection of troll's teeth. Each tooth contains the trapped soul of its former owner."
"DOTA_Item_Dragonclaw_Hook"	"Lohikäärmeenkynsikoukku"
"[english]DOTA_Item_Dragonclaw_Hook"	"Dragonclaw Hook"
"DOTA_Item_Desc_Dragonclaw_Hook"	"Mustan lohikäärmeen vasemman varpaan kynsi. Ainoa Pudgen kyltymättömältä nälältä selvinnyt pala pedosta."
"[english]DOTA_Item_Desc_Dragonclaw_Hook"	"The claw from a black dragon's left toe. The only piece of the beast that survived an encounter with Pudge's voracious hunger."
"DOTA_Item_Demon_Blood_Helm"	"Demon Blood Helm"
"[english]DOTA_Item_Demon_Blood_Helm"	"Demon Blood Helm"
"DOTA_Item_Desc_Demon_Blood_Helm"	"Kypärä, joka kantaa Lammen sotureiden demonisen sotajumalan kasvonpiirteet. Huhu kertoo, että Punaisen usvan armeija tuhosi heidän jumalan ja otti symbolin omakseen."
"[english]DOTA_Item_Desc_Demon_Blood_Helm"	"A helm bearing the cyclopean visage of the Tarnsmen's demonic war god. It is said the Red Mist destroyed the god and took its symbols for their own."
"DOTA_Item_Desc_Demon_Blood_Armor"	"Tarnsmenien kuolleiden jumalten veressä taottu raskas levypanssari."
"[english]DOTA_Item_Desc_Demon_Blood_Armor"	"Heavy platemail forged in the blood of the Tarnsmen's dead gods."
"DOTA_Item_Demon_Blood_Guard"	"Demon Blood Guard"
"[english]DOTA_Item_Demon_Blood_Guard"	"Demon Blood Guard"
"DOTA_Item_Desc_Demon_Blood_Guard"	"Kun Punaisen usvan soturit kukistivat Tuhannen lammen armeijan, järvet värjäytyivät punaisiksi teurastettujen verestä. Tämän tuomitun kansakunnan demonit, jotka elivät kansakunnan pappeina ja lainjulistajina, tuhoutuivat myös, sekoittaen heidän verensä hallitsemiensa kuolevaisten kanssa."
"[english]DOTA_Item_Desc_Demon_Blood_Guard"	"When the Red Mist consumed the Thousand Tarns, the lakes turned red with the blood of the slain. Many demons masquerading as the lawmakers and priests of that doomed civilization were also destroyed, their blood mixing with that of the mortals they once ruled."
"DOTA_Item_Desc_Pegleg_of_the_Cursed_Pirate"	"Kadonnut jalka ei pidättele Kunkan kostonhalua."
"[english]DOTA_Item_Desc_Pegleg_of_the_Cursed_Pirate"	"A lost foot does not hinder Kunkka's desire for vengeance."
"DOTA_Item_Desc_SevenSealed_the_Fur_Bracer"	"Tuiki tavallinen, karvainen rannesuoja. Ei kovin omaperäinen, eikä sisällä taikuutta. Silti se kantaa suurta nimeä, kuvaten kuinka tyhjää perusteeton ylpeys voi olla."
"[english]DOTA_Item_Desc_SevenSealed_the_Fur_Bracer"	"This is merely a bracer of fur. It has no particular aspect of interest and offers no magical protections. Still, it bears a great name and in so doing illustrates the hollowness of baseless pride."
"DOTA_Item_Desc_FourFangs_the_Swordbreaker"	"Tämän miekan hampaat purevat syvälle vastustajasi aseeseen!"
"[english]DOTA_Item_Desc_FourFangs_the_Swordbreaker"	"The fangs of this fierce blade bite deep into your foe's bared weapon!"
"DOTA_Item_Desc_Pride_of_the_Crew"	"Jopa kapteenin täytyy antaa päivittäinen työpanoksensa laivan kannella miehistön tapaan."
"[english]DOTA_Item_Desc_Pride_of_the_Crew"	"Even the Captain must at times join his crew in the daily work aboard the ship."
"DOTA_Item_Desc_Royal_Admirals_Bicorne"	"Merikapteenin mainio kaksikolkka."
"[english]DOTA_Item_Desc_Royal_Admirals_Bicorne"	"A shipmaster's fine bicorne."
"DOTA_Item_Desc_Tricorne_of_the_Drowned"	"Taitavasti tehty kultareunainen kolmikulmihattu."
"[english]DOTA_Item_Desc_Tricorne_of_the_Drowned"	"A well crafted tricorne edged in gold."
"DOTA_Wearable_Kunkka_Wavecrester"	"Aallonmurtaja"
"[english]DOTA_Wearable_Kunkka_Wavecrester"	"Wavecrester"
"DOTA_Item_Desc_Wavecrester"	"Kunkan suvun perintökalleus, käyrä kulunut harppuuna."
"[english]DOTA_Item_Desc_Wavecrester"	"A weathered, hooked harpoon and heirloom of Kunkka's line."
"DOTA_Item_Desc_Berserkers_Pauldron"	"\"Niin monta pääkalloa vielä pilkottavana. Niin monta ruumista vielä heitettävänä pinoon.\""
"[english]DOTA_Item_Desc_Berserkers_Pauldron"	"\"So many skulls to cleave. So many bodies to throw on the pile.\""
"DOTA_Item_Desc_Berserkers_Helm"	"\"Sota on ainoa työni. Kuolema ainoa perheeni. Haudanrauha ainoa antamani armo!\""
"[english]DOTA_Item_Desc_Berserkers_Helm"	"\"No business but war. No family but death. No mercy but the grave!\""
"DOTA_Wearable_Axe_Berserkers_Belt"	"Raivohullun vyö"
"[english]DOTA_Wearable_Axe_Berserkers_Belt"	"Berserker's Belt"
"DOTA_Item_Desc_Berserkers_Belt"	"\"Verilöyly alkakoon.\""
"[english]DOTA_Item_Desc_Berserkers_Belt"	"\"Let the carnage begin.\""
"DOTA_Item_Coat_of_the_Elder_Grove"	"Coat of the Elder Grove"
"[english]DOTA_Item_Coat_of_the_Elder_Grove"	"Coat of the Elder Grove"
"DOTA_Item_Desc_Coat_of_the_Elder_Grove"	"Puunlehdistä punottu takki, tavallinen Verodician druidien keskuudessa, nyt saatavilla luonnon ikiomalle profeetalle."
"[english]DOTA_Item_Desc_Coat_of_the_Elder_Grove"	"A coat of leaves, common amongst the Druids of Verodicia, worn now by Nature's own prophet."
"DOTA_Item_Desc_Toga_of_the_PeaceBringer"	"Varsin rauhoittava."
"[english]DOTA_Item_Desc_Toga_of_the_PeaceBringer"	"Quite relaxing."
"DOTA_Item_Desc_Luxuriant_ChinFoliage"	"\"Antaa heidän, jotka vehreinä kuninkaina hallitsevat, kantaa otsallaan sarvia, jotka viisaudella ovat teroitetut, ja leuallaan roikottaa merkkiä, joka heidän asemastaan kertoo.\""
"[english]DOTA_Item_Desc_Luxuriant_ChinFoliage"	"\"Let those that would rule as Verdant Kings wear upon their brow horns sharpened with the wisdom of judgment and hang upon their chins a mighty symbol of their station.\""
"DOTA_Item_Desc_Horns_of_Noblesse"	"Kuninkaan arvoinen sarvipari."
"[english]DOTA_Item_Desc_Horns_of_Noblesse"	"A set of horns worthy of a king."
"DOTA_Item_Cape_of_Verdant_Dreaming"	"Cape of Verdant Dreaming"
"[english]DOTA_Item_Cape_of_Verdant_Dreaming"	"Cape of Verdant Dreaming"
"DOTA_Item_Desc_Cape_of_Verdant_Dreaming"	"Ikivanhojen metsien voimiin verhottu."
"[english]DOTA_Item_Desc_Cape_of_Verdant_Dreaming"	"Wrapped in the power of the ancient woods."
"DOTA_Item_Runestaff_of_Verodicia"	"Verodician riimusauva"
"[english]DOTA_Item_Runestaff_of_Verodicia"	"Runestaff of Verodicia"
"DOTA_Item_Desc_Prophets_Runestaff_of_Verodicia"	"Metsäjumalattaren salainen nimi loistaa tästä pyhästä sauvasta."
"[english]DOTA_Item_Desc_Prophets_Runestaff_of_Verodicia"	"The secret name of the woods-goddess shines from this holy staff."
"DOTA_Item_Desc_Runed_Ailettes"	"Näihin olkaimiin kaiverretut riimut antavat pukijalle voimia kantaa raskaimmatkin taakat."
"[english]DOTA_Item_Desc_Runed_Ailettes"	"The runes inscribed upon these shoulders give the wearer the strength to carry the heaviest burden."
"DOTA_Item_Desc_Lucky_Tooth_Necklace"	"Harvinaisen leviatanin hampaasta tehty kaulakoru."
"[english]DOTA_Item_Desc_Lucky_Tooth_Necklace"	"A necklace of rare leviathan's teeth."
"DOTA_Item_Captains_Hook"	"Kapteenin koukku"
"[english]DOTA_Item_Captains_Hook"	"Captain's Hook"
"DOTA_Item_Desc_Captains_Hook"	"Tärisevää saarta ympäröivät niin petolliset vedet, että siellä jopa kaikkein kokeneimmankin kapteenin loukkaantuminen on vain ajan kysymys."
"[english]DOTA_Item_Desc_Captains_Hook"	"In waters as treacherous as those that surround the Trembling Isle, it is inevitable that even the most skilled captain sustain injury."
"DOTA_Item_Desc_Tayrnhelm_of_the_Swordmaster"	"Sivuilla olevien korkeiden, sahalaitaisten tankojen sanotaan parantavan kuuloa."
"[english]DOTA_Item_Desc_Tayrnhelm_of_the_Swordmaster"	"The tall, serrated shafts along the side are said to improve hearing for the wearer."
"DOTA_Item_Desc_Fluted_Guard_of_the_Swordmaster"	"Tämän panssarin koolle ja painolle ilkuttiin, kunnes Sven käytti sen olkapiikkejä lävistääkseen Feral Roadin varrella kimppuunsa hyökänneen örkin."
"[english]DOTA_Item_Desc_Fluted_Guard_of_the_Swordmaster"	"The sheer size and weight of this piece were scoffed at until Sven used the shoulder spikes to impale an attacking ogre along the Feral Road."
"DOTA_Item_Desc_Meranth_Executioners_Blade"	"Yksiteräinen miekka, joka sopii täydellisesti päiden pikaiseen katkomiseen. Tai käsien. Tai jalkojen."
"[english]DOTA_Item_Desc_Meranth_Executioners_Blade"	"A single edged blade perfect for quickly removing heads. Or legs. Or arms."
"DOTA_Item_Taunt_Snipers_Celebration"	"Pilkka: Sniper karkeloi"
"[english]DOTA_Item_Taunt_Snipers_Celebration"	"Taunt: Sniper's Celebration"
"DOTA_AnimTaunt_SniperTaunt_Desc"	"Juhlista mehevää tappoa tai hyvin mennyttä peliä näyttämällä innokkuutesi vihollisellesi. Ei hän pistä pahakseen."
"[english]DOTA_AnimTaunt_SniperTaunt_Desc"	"Celebrate a sweet kill or a big play by showing your excitement to your enemy. He won't mind."
"DOTA_Item_Taunt_Beautiful_Snowangel"	"Pilkka: Kaunis lumienkeli"
"[english]DOTA_Item_Taunt_Beautiful_Snowangel"	"Taunt: Beautiful Snowangel"
"DOTA_AnimTaunt_CM_Snowangel_Desc"	"Crystal Maiden tekee lumienkelin!"
"[english]DOTA_AnimTaunt_CM_Snowangel_Desc"	"Crystal Maiden makes a snowangel!"
"DOTA_Item_Taunt_Playful_Snowball"	"Pilkka: Leikkisä lumipallo"
"[english]DOTA_Item_Taunt_Playful_Snowball"	"Taunt: Playful Snowball"
"DOTA_AnimTaunt_CM_Snowball_Desc"	"Crystal Maiden heittää lumipallon!"
"[english]DOTA_AnimTaunt_CM_Snowball_Desc"	"Crystal Maiden throws a snowball!"
"DOTA_Item_Taunt_Come_and_Get_It"	"Pilkka: Tule ottamaan!"
"[english]DOTA_Item_Taunt_Come_and_Get_It"	"Taunt: Come and Get It!"
"DOTA_Item_Desc_Taunt_Come_and_Get_It"	"Axe vaatii lisää hölmöjä lahdattavaksi!"
"[english]DOTA_Item_Desc_Taunt_Come_and_Get_It"	"Axe requests more fools to slaughter!"
"DOTA_AnimTaunt_Broodmother_Spin_Desc"	"Broodmotherin pyörähdyspilkka"
"[english]DOTA_AnimTaunt_Broodmother_Spin_Desc"	"Broodmother Spin Taunt"
