"lang"
{
"Language"	"thai"
"[english]DOTA_Item_Desc_Manifold_Spear"	"A spear with three edges. It seems to reflect the light strangely."
"DOTA_Item_Kingslayer_Axe"	"Kingslayer Axe"
"[english]DOTA_Item_Kingslayer_Axe"	"Kingslayer Axe"
"DOTA_Item_Desc_Kingslayer_Axe"	"ขวานที่ตีขึ้นโดยยอดช่างตีเหล็กทั้งสี่ คมมีดแต่ละชิ้นถูกสร้างขึ้นมาอย่างประณีตบรรจง"
"[english]DOTA_Item_Desc_Kingslayer_Axe"	"An axe crafted by four master smiths, each edge carefully wrought."
"DOTA_Item_Edgebearers_Helm"	"Edgebearer's Helm"
"[english]DOTA_Item_Edgebearers_Helm"	"Edgebearer's Helm"
"DOTA_Item_Desc_Edgebearers_Helm"	"หมวกเหล็กแหลมคมเทียบเท่าขวาน"
"[english]DOTA_Item_Desc_Edgebearers_Helm"	"A helm as sharp as an axe."
"DOTA_Item_Ringblade"	"Ringblade"
"[english]DOTA_Item_Ringblade"	"Ringblade"
"DOTA_Item_Desc_Ringblade"	"คมดาบที่ดูแปลกตาของ Ringblade เป็นสัญลักษณ์ของความกล้าหาญที่ไม่วันสิ้นสุด"
"[english]DOTA_Item_Desc_Ringblade"	"The unusual edge of the Ringblade represents unending courage."
"DOTA_Item_Hammer_of_Holy_Words"	"Hammer of Holy Words"
"[english]DOTA_Item_Hammer_of_Holy_Words"	"Hammer of Holy Words"
"DOTA_Item_Desc_Hammer_of_the_Dingus"	"อาวุธไร้นามที่ถูกพันรอบด้วยข้อความจากคัมภีร์แห่งการรู้แจ้ง"
"[english]DOTA_Item_Desc_Hammer_of_the_Dingus"	"A nameless weapon, wrapped in holy scripture taken from the Book of the All Seeing."
"DOTA_Item_Death_Mask_of_the_Brave"	"Death Mask of the Brave"
"[english]DOTA_Item_Death_Mask_of_the_Brave"	"Death Mask of the Brave"
"DOTA_Item_Desc_Death_Mask_of_the_Brave"	"ภายใต้ใบหน้าของสัตว์ร้าย Juggernaut มองเห็นถึงความกล้าหาญ ภายใต้หน้ากากที่ทำจากกระโหลกสัตว์ ผู้ซึ่งเป็นปรปักษ์กับ Juggernaut จักมองเห็นความตาย"
"[english]DOTA_Item_Desc_Death_Mask_of_the_Brave"	"In the face of the great beast, Juggernaut saw bravery.  In the mask made from the creature's skull, Juggernaut's foes see death."
"DOTA_Item_Elder_Tusk_of_the_Brave"	"Elder Tusk of the Brave"
"[english]DOTA_Item_Elder_Tusk_of_the_Brave"	"Elder Tusk of the Brave"
"DOTA_Item_Bone_Bracer_of_the_Brave"	"Bone Bracer of the Brave"
"[english]DOTA_Item_Bone_Bracer_of_the_Brave"	"Bone Bracer of the Brave"
"DOTA_Item_NoGuard_the_Courageous_Edge"	"No-Guard the Courageous Edge"
"[english]DOTA_Item_NoGuard_the_Courageous_Edge"	"No-Guard the Courageous Edge"
"DOTA_Item_Sacral_Apparel"	"Sacral Apparel"
"[english]DOTA_Item_Sacral_Apparel"	"Sacral Apparel"
"DOTA_Item_Drum_of_Tales"	"Drum of Tales"
"[english]DOTA_Item_Drum_of_Tales"	"Drum of Tales"
"DOTA_Item_Mantle_of_Mysteries"	"Mantle of Mysteries"
"[english]DOTA_Item_Mantle_of_Mysteries"	"Mantle of Mysteries"
"DOTA_Item_Veil_of_Fables"	"Veil of Fables"
"[english]DOTA_Item_Veil_of_Fables"	"Veil of Fables"
"DOTA_Item_Euls_Scepter_of_Divinity"	"Eul's Scepter of Divinity"
"[english]DOTA_Item_Euls_Scepter_of_Divinity"	"Eul's Scepter of Divinity"
"DOTA_Item_Hammer_Time"	"Hammer Time"
"[english]DOTA_Item_Hammer_Time"	"Hammer Time"
"DOTA_Item_Deathwielder"	"Deathwielder"
"[english]DOTA_Item_Deathwielder"	"Deathwielder"
"DOTA_Item_Wheel_of_Fortitude"	"Wheel of Fortitude"
"[english]DOTA_Item_Wheel_of_Fortitude"	"Wheel of Fortitude"
"DOTA_Item_Ancient_Mask_of_Intimidation"	"Ancient Mask of Intimidation"
"[english]DOTA_Item_Ancient_Mask_of_Intimidation"	"Ancient Mask of Intimidation"
"DOTA_Item_Radiant_crystal_bracer"	"Radiant crystal bracer"
"[english]DOTA_Item_Radiant_crystal_bracer"	"Radiant Crystal Bracer"
"DOTA_Item_Radiant_crystal_crown"	"Radiant crystal crown"
"[english]DOTA_Item_Radiant_crystal_crown"	"Radiant Crystal Crown"
"DOTA_Item_Radiant_crystal_shoulder_armor"	"Radiant crystal shoulder armor"
"[english]DOTA_Item_Radiant_crystal_shoulder_armor"	"Radiant Crystal Shoulder Armor"
"DOTA_Item_Radiant_crystal_back_armor"	"Radiant crystal back armor"
"[english]DOTA_Item_Radiant_crystal_back_armor"	"Radiant Crystal Back Armor"
"DOTA_Item_Green_Blessed_Mace"	"Green Blessed Mace"
"[english]DOTA_Item_Green_Blessed_Mace"	"Green Blessed Mace"
"DOTA_Item_Demigods_head_collector"	"Demigod's head collector"
"[english]DOTA_Item_Demigods_head_collector"	"Demigod's head collector"
"DOTA_Item_Announcer_Storm_Spirit"	"Announcer: Storm Spirit"
"[english]DOTA_Item_Announcer_Storm_Spirit"	"Announcer: Storm Spirit"
"DOTA_Item_Announcer_Pirate_Capn"	"Announcer: Pirate Captain"
"[english]DOTA_Item_Announcer_Pirate_Capn"	"Announcer: Pirate Captain"
"DOTA_Item_MegaKills_Pirate_Capn"	"Mega-Kills: Pirate Captain"
"[english]DOTA_Item_MegaKills_Pirate_Capn"	"Mega-Kills: Pirate Captain"
"DOTA_Item_League_ItsGosuMontlyMadnessAsia"	"It's Gosu Monthly Madness Asia"
"[english]DOTA_Item_League_ItsGosuMontlyMadnessAsia"	"It's Gosu Monthly Madness Asia"
"DOTA_Item_League_ItsGosuMontlyMadnessAsia_Admin"	"It's Gosu Monthly Madness Asia ADMIN"
"[english]DOTA_Item_League_ItsGosuMontlyMadnessAsia_Admin"	"It's Gosu Monthly Madness Asia ADMIN"
"DOTA_WearableType_Crown"	"Crown"
"[english]DOTA_WearableType_Crown"	"Crown"
"DOTA_WearableType_Circlet"	"Circlet"
"[english]DOTA_WearableType_Circlet"	"Circlet"
"DOTA_WearableType_Backpack"	"Backpack"
"[english]DOTA_WearableType_Backpack"	"Backpack"
"DOTA_WearableType_Knife"	"Knife"
"[english]DOTA_WearableType_Knife"	"Knife"
"DOTA_WearableType_Crest"	"Crest"
"[english]DOTA_WearableType_Crest"	"Crest"
"DOTA_Item_Pugnas_Head"	"ศีรษะของ Pugna"
"[english]DOTA_Item_Pugnas_Head"	"Pugna's Head"
"DOTA_Item_Pugnas_Cape"	"ผ้าคลุมของ Pugna"
"[english]DOTA_Item_Pugnas_Cape"	"Pugna's Cape"
"DOTA_Item_Pugnas_Bracers"	"เกราะแขนของ Pugna"
"[english]DOTA_Item_Pugnas_Bracers"	"Pugna's Bracers"
"DOTA_Item_Pugnas_Weapon"	"อาวุธของ Pugna"
"[english]DOTA_Item_Pugnas_Weapon"	"Pugna's Weapon"
"DOTA_Item_Pugnas_Belt"	"เข็มขัดของ Pugna"
"[english]DOTA_Item_Pugnas_Belt"	"Pugna's Belt"
"DOTA_Item_Brewmasters_Staff"	"ไม้เท้าของ Brewmaster"
"[english]DOTA_Item_Brewmasters_Staff"	"Brewmaster's Staff"
"DOTA_Item_Brewmasters_Barrel"	"Brewmaster's Barrel"
"[english]DOTA_Item_Brewmasters_Barrel"	"Brewmaster's Barrel"
"DOTA_Item_Desc_Copy_of_Brewmasters_Staff"	"ไอเท็มใหม่ชิ้นนี้ยังไม่มีคำอธิบาย"
"[english]DOTA_Item_Desc_Copy_of_Brewmasters_Staff"	"This new item has no description."
"DOTA_Item_Brewmasters_Bracers"	"เกราะแขนของ Brewmaster"
"[english]DOTA_Item_Brewmasters_Bracers"	"Brewmaster's Bracers"
"DOTA_Item_Desc_Copy_of_Brewmasters_Barrel"	"ไอเท็มใหม่ชิ้นนี้ยังไม่มีคำอธิบาย"
"[english]DOTA_Item_Desc_Copy_of_Brewmasters_Barrel"	"This new item has no description."
"DOTA_Item_Brewmasters_Backpack"	"Brewmaster's Backpack"
"[english]DOTA_Item_Brewmasters_Backpack"	"Brewmaster's Backpack"
"DOTA_Item_Brewmasters_Shoulders"	"ไหล่ของ Brewmaster"
"[english]DOTA_Item_Brewmasters_Shoulders"	"Brewmaster's Shoulders"
"DOTA_Item_Desc_Copy_of_Brewmasters_Backpack"	"ไอเท็มใหม่ชิ้นนี้ยังไม่มีคำอธิบาย"
"[english]DOTA_Item_Desc_Copy_of_Brewmasters_Backpack"	"This new item has no description."
"DOTA_Item_Rikis_Horns"	"เขาของ Riki"
"[english]DOTA_Item_Rikis_Horns"	"Riki's Horns"
"DOTA_Item_Rikis_Shoulder_Armor"	"Riki's Shoulder Armor"
"[english]DOTA_Item_Rikis_Shoulder_Armor"	"Riki's Shoulder Armor"
"DOTA_Item_Rikis_Tail"	"หางของ Riki"
"[english]DOTA_Item_Rikis_Tail"	"Riki's Tail"
"DOTA_Item_Rikis_Gloves"	"Riki's Gloves"
"[english]DOTA_Item_Rikis_Gloves"	"Riki's Gloves"
"DOTA_Item_Pugnas_Shoulder"	"Pugna's Shoulder"
"[english]DOTA_Item_Pugnas_Shoulder"	"Pugna's Shoulder"
"DOTA_Item_Desc_Bindings_of_the_Rift"	"ด้วยความริษยาในหัวกระโหลกทรงแหลมของ Dark Seer , Faceless Void จึงนำผ้าทอแห่งความแตกร้าวมามัดเพื่อรวบรวมไม่เพียงแค่สติปัญญา แต่รวมถึงทั้ง\"ศีรษะ\""
"[english]DOTA_Item_Desc_Bindings_of_the_Rift"	"Envious of Dark Seer's pointed skull, Faceless Void channels the fabric of the Rift to focus not only his intellect, but his entire \"head.\""
"DOTA_Item_Desc_The_Cleaver_of_Might"	"ด้วยส่วนปลายดาบที่มีน้ำหนักมากที่สุด เป็นมีดที่ว่ากันว่าสามารถตัดได้ทุกสรรพสิ่ง ไม่ว่าจะเป็นเหล็กกล้า หินผา หรือ กระดูก"
"[english]DOTA_Item_Desc_The_Cleaver_of_Might"	"Heaviest at its furthest tip, the cleaver is said to be able to cut through anything, be it steel or stone or bone."
"DOTA_Item_Cape_of_Arcane_Artistry"	"Cape of Arcane Artistry"
"[english]DOTA_Item_Cape_of_Arcane_Artistry"	"Cape of Arcane Artistry"
"DOTA_Item_Desc_Cape_of_Arcane_Artistry"	"จอมขมังเวทย์นั้นต้องแตกฉานในศาสตร์แห่งเวทมนตร์ทุกแขนง: การร่ายเวทมนตร์ การอ่านม้วนคัมภีร์ และการสวมเครื่องแต่งกาย"
"[english]DOTA_Item_Desc_Cape_of_Arcane_Artistry"	"An archmagister must be the greatest at all things magical: spell-casting, scroll-reading, and costume-wearing."
"DOTA_Item_Desc_Elder_Tusk_of_the_Brave"	"ช่างเป็นเกียรติสำหรับสัตว์ร้ายที่สิ้นชีพด้วยน้ำมือของ Juggernaut ดังเช่นการที่เขานำงาของอสูรมาสวมใส่เพื่อเป็นการระลึกถึงการต่อสู้ในครั้งนั้น"
"[english]DOTA_Item_Desc_Elder_Tusk_of_the_Brave"	"So honored was Juggernaut by the death of the great beast, that he wears its tusk as a memento of their battle."
"DOTA_Item_Desc_Bone_Bracer_of_the_Brave"	"สัตว์ร้ายที่ต้องสละท่อนกระดูกเพื่อนำมาสร้างปลอกแขนชิ้นนี้ไม่ได้เต็มใจให้หรือไม่ได้ดิ้นรนต่อสู้หรอก"
"[english]DOTA_Item_Desc_Bone_Bracer_of_the_Brave"	"The great beast that gave the bone to make these bracers did not do so willingly, or without struggle."
"DOTA_Item_Desc_Hammer_Time"	"ปลาฉลามเคยบอกว่าไม่มีใครแตะต้องมันได้หรอก แต่ Tidehunter ไม่คิดเช่นนั้น"
"[english]DOTA_Item_Desc_Hammer_Time"	"The shark said it couldn't be touched. Tidehunter disagreed."
"DOTA_Item_Desc_Wheel_of_Fortitude"	"เศษซากที่เหลือของพลถือหางเสือประจำเรือของ Kunkka"
"[english]DOTA_Item_Desc_Wheel_of_Fortitude"	"Little else remains of Kunkka's helmsman."
"DOTA_Item_Desc_Ancient_Mask_of_Intimidation"	"หลายคนต่างสงสัยว่าความสยดสยองแบบไหนกันที่เป็นแรงดลใจให้กับรูปร่างของหน้ากากอันนี้ บ้างก็เชื่อว่ามันสื่อถึงแผ่นหลังของสัตว์โบราณที่เคยอาศัยอยู่ใต้พื้นโลก บ้างก็บอกว่ามันคือใบหน้าของปีศาจ คงมีเพียง Juggernaut ผู้เดียวเท่านั้นที่รู้ความจริง"
"[english]DOTA_Item_Desc_Ancient_Mask_of_Intimidation"	"Many wonder what horrors inspired the shape of this mask.  Some believe it shows the back of some long-forgotten subterranean creature.  Others say it is the face of a demon.  Only Juggernaut knows for sure."
"DOTA_Item_Desc_Radiant_Crystal_Bracer"	"ปลอกแขนที่ประกอบจากหยาดน้ำมีชีวิตกับ Radiant Essence ในยามที่ต่อสู้เพื่อ The Dire นั้น Morphling จะสวมปลอกแขนนี้เพื่อเย้ยหยันฝ่ายตรงข้าม"
"[english]DOTA_Item_Desc_Radiant_Crystal_Bracer"	"Bracers that infuse the living waters with Radiant essence. When fighting for the Dire, Morphling wears them with purely ironic intent."
"DOTA_Item_Radiant_Crystal_Pauldrons"	"Radiant Crystal Pauldrons"
"[english]DOTA_Item_Radiant_Crystal_Pauldrons"	"Radiant Crystal Pauldrons"
"DOTA_Item_Radiant_Crystal_Crests"	"Radiant Crystal Crests"
"[english]DOTA_Item_Radiant_Crystal_Crests"	"Radiant Crystal Crests"
"DOTA_Item_Timebreaker"	"Timebreaker"
"[english]DOTA_Item_Timebreaker"	"Timebreaker"
"DOTA_Item_Grand_Blade_of_the_Demigod"	"Grand Blade of the Demigod"
"[english]DOTA_Item_Grand_Blade_of_the_Demigod"	"Grand Blade of the Demigod"
"DOTA_Item_Desc_Grand_Blade_of_the_Demigod"	"นามของนครโบราณที่ล่มสลายด้วยคมดาบแห่งความชั่วร้ายที่ถูกลืมเลือนมาเป็นเวลายาวนานในหน้าประวัติศาสตร์ ส่วนตัวดาบนั้น ยังไงก็ดูเป็นไปไม่ได้ที่จะตามรอยมันไม่เจอ "
"[english]DOTA_Item_Desc_Grand_Blade_of_the_Demigod"	"The name of the ancient kingdom that fell to this terrible blade has long been forgotten to history.  The blade itself, however, seems impossible to lose track of. "
"DOTA_Item_Armor_of_the_Purist_Champion"	"Armor of the Purist Champion"
"[english]DOTA_Item_Armor_of_the_Purist_Champion"	"Armor of the Purist Champion"
"DOTA_Item_Bracer_of_the_Purist_Champion"	"Bracer of the Purist Champion"
"[english]DOTA_Item_Bracer_of_the_Purist_Champion"	"Bracer of the Purist Champion"
"DOTA_Item_Desc_Bracer_of_the_Purist_Champion"	"Omniknight ใส่อารมณ์ความรู้สึกของเขาลงในปลอกแขนสีฟ้าอันนั้นที่เขาเคยใช้มันทุบเหล่าข้าศึกในนามของ Omnicient"
"[english]DOTA_Item_Desc_Bracer_of_the_Purist_Champion"	"Omniknight wears his feelings on his sleeve.  That and a red bracer, which he'll use to smite his enemies in the name of the Omniscience."
"DOTA_Item_Hammer_of_the_Purist_Champion"	"Hammer of the Purist Champion"
"[english]DOTA_Item_Hammer_of_the_Purist_Champion"	"Hammer of the Purist Champion"
"DOTA_Item_Desc_Hammer_of_the_Purist_Champion"	"ในยามที่ค้อนคือเครื่องมือที่ดีที่สุดของคุณ โลกใบนี้ (รวมถึงหัวของพวกนอกรีต) ก็ชักจะดูเหมือนตะปูขึ้นมาซะแล้ว"
"[english]DOTA_Item_Desc_Hammer_of_the_Purist_Champion"	"When your best tool is a hammer, the world (and the head of the heretic) begins to look like a nail."
"DOTA_Item_Circlet_of_the_Purist_Champion"	"Circlet of the Purist Champion"
"[english]DOTA_Item_Circlet_of_the_Purist_Champion"	"Circlet of the Purist Champion"
"DOTA_Item_Force_Staff"	"Force Staff"
"[english]DOTA_Item_Force_Staff"	"Force Staff"
"DOTA_Item_Desc_Force_Staff"	"บางครั้ง ทั้งหมดที่คุณต้องการคือแรงผลักเบาๆ"
"[english]DOTA_Item_Desc_Force_Staff"	"Sometimes a little push is all you need."
"DOTA_Item_Exquisite_Doubled_Axe_of_the_Veil"	"Exquisite Doubled Axe of the Veil"
"[english]DOTA_Item_Exquisite_Doubled_Axe_of_the_Veil"	"Exquisite Doubled Axe of the Veil"
"DOTA_Item_Desc_Exquisite_Doubled_Axe_of_the_Veil"	"ทางเลือกของเป้าหมายคือใส่ชุดเกราะดีๆ ออกมาต่อสู้ หรือไม่ก็ไปซ่อนอยู่หลังประตูบานใหญ่ๆ ซะ"
"[english]DOTA_Item_Desc_Exquisite_Doubled_Axe_of_the_Veil"	"Occasionally a target will be well-armored against more conventional blades.  Or they may be hiding behind a large door."
"DOTA_Item_Ice_Crystal_Bow"	"Ice Crystal Bow"
"[english]DOTA_Item_Ice_Crystal_Bow"	"Ice Crystal Bow"
"DOTA_Item_Desc_Ice_Crystal_Bow"	"ในการใช้งานคันธนูที่ทำจากน้ำแข็งจำเป็นต้องมีมือที่ละเอียดอ่อน และยังต้องมีแผนสำรองอีกด้วย"
"[english]DOTA_Item_Desc_Ice_Crystal_Bow"	"Wielding a bow made of ice requires a delicate hand, and a backup plan."
"DOTA_Item_Shuriken_of_the_Reaper"	"Shuriken of the Reaper"
"[english]DOTA_Item_Shuriken_of_the_Reaper"	"Shuriken of the Reaper"
"DOTA_Item_BladedStaff_of_the_Reaper"	"Bladed-Staff of the Reaper"
"[english]DOTA_Item_BladedStaff_of_the_Reaper"	"Bladed-Staff of the Reaper"
"DOTA_Item_Desc_BladedStaff_of_the_Reaper"	"ใช้เก็บเกี่ยวพืชผลก็ดี ใช้บั่นศีรษะก็เยี่ยม"
"[english]DOTA_Item_Desc_BladedStaff_of_the_Reaper"	"Good for crops.  Great for heads."
"DOTA_Item_Makeshift_Sword_of_the_Reaper"	"Makeshift Sword of the Reaper"
"[english]DOTA_Item_Makeshift_Sword_of_the_Reaper"	"Makeshift Sword of the Reaper"
"DOTA_Item_Desc_Makeshift_Sword_of_the_Reaper"	"มีดที่สามารถใช้ประโยชน์ได้ในสงครามนั้น ไม่จำเป็นต้องสร้างขึ้นเพื่อการต่อสู้"
"[english]DOTA_Item_Desc_Makeshift_Sword_of_the_Reaper"	"A blade need not be made for combat to be useful in war."
"DOTA_Item_Darksteel_Scarf"	"Darksteel Scarf"
"[english]DOTA_Item_Darksteel_Scarf"	"Darksteel Scarf"
"DOTA_Item_Darksteel_Backpack"	"Darksteel Backpack"
"[english]DOTA_Item_Darksteel_Backpack"	"Darksteel Backpack"
"DOTA_Item_Desc_Copy_of_Creepers_Cruel_Shuriken"	"'โอ๊ย!'"
"[english]DOTA_Item_Desc_Copy_of_Creepers_Cruel_Shuriken"	"'Ouch!'"
"DOTA_Item_Darksteel_Blade"	"Darksteel Blade"
"[english]DOTA_Item_Darksteel_Blade"	"Darksteel Blade"
"DOTA_Item_Desc_Copy_of_BladedStaff_of_the_Reaper"	"ไอเท็มใหม่ชิ้นนี้ยังไม่มีคำอธิบาย"
"[english]DOTA_Item_Desc_Copy_of_BladedStaff_of_the_Reaper"	"This new item has no description."
"DOTA_Item_Darksteel_Knife"	"Darksteel Knife"
"[english]DOTA_Item_Darksteel_Knife"	"Darksteel Knife"
"DOTA_Item_Desc_Copy_of_Makeshift_Sword_of_the_Reaper"	"ไอเท็มใหม่ชิ้นนี้ยังไม่มีคำอธิบาย"
"[english]DOTA_Item_Desc_Copy_of_Makeshift_Sword_of_the_Reaper"	"This new item has no description."
"DOTA_Item_Darksteel_Pads"	"Darksteel Pads"
"[english]DOTA_Item_Darksteel_Pads"	"Darksteel Pads"
"DOTA_Item_Desc_Copy_of_Hardened_Hunters_Armor"	"ค่าตอบแทนจากสัญญาจ้างไม่ได้มีเพียงค่าหัวที่จะได้รับ แต่รวมถึงข้าวของที่ชิงมาจากร่างอันเย็นเฉียบของเป้าหมายด้วย"
"[english]DOTA_Item_Desc_Copy_of_Hardened_Hunters_Armor"	"The value of a contract is measured not only in the bounty paid, but in the loot taken from the mark's cold corpse."
"DOTA_Item_Darksteel_Shuriken"	"Darksteel Shuriken"
"[english]DOTA_Item_Darksteel_Shuriken"	"Darksteel Shuriken"
"DOTA_Item_Elemental_Ice_Infusion"	"Elemental Ice Infusion"
"[english]DOTA_Item_Elemental_Ice_Infusion"	"Elemental Ice Infusion"
"DOTA_Item_Desc_Elemental_Ice_Infusion"	"จากการดูดซับก้อนน้ำแข็งที่เย็นยะเยือก ทำให้ Tiny มีพละกำลังที่สามารถหวดข้าศึกให้ปลิวออกจากสนามรบได้"
"[english]DOTA_Item_Desc_Elemental_Ice_Infusion"	"Infused with the strength of glacial ice, Tiny has the power to scour his enemies from the battlefield."
"DOTA_Item_Bloodmist_Belt"	"Bloodmist Belt"
"[english]DOTA_Item_Bloodmist_Belt"	"Bloodmist Belt"
"DOTA_Item_Bloodmist_Helm"	"Bloodmist Helm"
"[english]DOTA_Item_Bloodmist_Helm"	"Bloodmist Helm"
"DOTA_Item_Desc_Bloodmist_Helm"	"หมวกใบนี้วางทับอยู่บนหัวเพื่อเสริมความแข็งแกร่งให้กับส่วนคอที่อยู่ด้านล่าง"
"[english]DOTA_Item_Desc_Bloodmist_Helm"	"This helm sits heavily on the head to strengthen the neck below."
"DOTA_Item_Bloodmist_Crescent_Axe"	"Bloodmist Crescent Axe"
"[english]DOTA_Item_Bloodmist_Crescent_Axe"	"Bloodmist Crescent Axe"
"DOTA_Item_Bloodmist_Pauldrons"	"Bloodmist Pauldrons"
"[english]DOTA_Item_Bloodmist_Pauldrons"	"Bloodmist Pauldrons"
"DOTA_Item_Demon_Claive"	"Demon Claive"
"[english]DOTA_Item_Demon_Claive"	"Demon Claive"
"DOTA_Item_Desc_Demon_Claive"	"Sven ดูท่าจะครุ่นคิดถึงเรื่องในอดีตในยามที่จ้องมองดาบเล่มนี้ แต่เขาก็ไม่เคยบอกว่าเพราะอะไร"
"[english]DOTA_Item_Desc_Demon_Claive"	"Sven seemed overcome with nostalgia at the sight of this sword, though he would not say why."
"DOTA_Item_Weighted_Claive"	"Weighted Claive"
"[english]DOTA_Item_Weighted_Claive"	"Weighted Claive"
"DOTA_Item_Desc_Weighted_Claive"	"ถึงมันจะดูขาดซึ่งความหนักหน่วง แต่มันสร้างขึ้นสำหรับการเล่นเล่ห์เหลี่ยมชั้นเชิง"
"[english]DOTA_Item_Desc_Weighted_Claive"	"What it may lack in weight, it makes up for in finesse."
"DOTA_Item_Bracers_of_Profound_Perfection"	"Bracers of Profound Perfection"
"[english]DOTA_Item_Bracers_of_Profound_Perfection"	"Bracers of Profound Perfection"
"DOTA_Item_Desc_Bracers_of_Profound_Perfection"	"ในขณะที่บรรดาพ่อมดต่างริษยาในพลังอันสุดจะคาดเดาของ Invoker คนอื่นๆ ก็แค่อิจฉาในรสนิยมอันเลิศเลอของเขาเท่านั้น"
"[english]DOTA_Item_Desc_Bracers_of_Profound_Perfection"	"While many wizards are jealous of the Invoker's unimaginable power, others are merely jealous of his peerless taste."
"DOTA_Item_Crest_of_the_Magus_Magnus"	"Crest of the Magus Magnus"
"[english]DOTA_Item_Crest_of_the_Magus_Magnus"	"Crest of the Magus Magnus"
"DOTA_Item_Hood_of_Endless_Intellect"	"Hood of Endless Intellect"
"[english]DOTA_Item_Hood_of_Endless_Intellect"	"Hood of Endless Intellect"
"DOTA_Item_Desc_MegaKills_Juggernaut"	"ไอเทมชิ้นนี้จะแทนที่เสียงประกาศ Mega-Kills แบบปกติ ให้เป็นเสียงคำรามที่เร่าร้อนของนักรบพเนจร Juggernaut"
"[english]DOTA_Item_Desc_MegaKills_Juggernaut"	"This item replaces the Mega-Kills announcer with the enthusiastic shouts of the traveling warrior, Juggernaut."
"DOTA_Item_Desc_MegaKills_Natures_Prophet"	"ไอเทมชิ้นนี้จะแทนที่เสียงประกาศ Mega-Kills แบบปกติ ให้เป็นเสียงโห่ร้องแห่งพงไพรของ Nature's Prophet"
"[english]DOTA_Item_Desc_MegaKills_Natures_Prophet"	"This item replaces the Mega-Kills announcer with the wild cries of Nature's Prophet."
"DOTA_Item_Desc_MegaKills_Pirate_Captain"	"ไอเทมชิ้นนี้จะแทนที่เสียงประกาศ Mega-kills ตามปกติด้วยเสียงเมามายน่าขบขันของกัปตันโจรสลัดผู้ชั่วร้าย"
"[english]DOTA_Item_Desc_MegaKills_Pirate_Captain"	"This item replaces the Mega-Kills announcer with the drunken antics of a scurvy-ridden Pirate Captain."
"DOTA_Item_Treasure_of_the_Pangolin_GuildMasters"	"Treasure of the Pangolin Guildmasters"
"[english]DOTA_Item_Treasure_of_the_Pangolin_GuildMasters"	"Treasure of the Pangolin Guildmasters"
"DOTA_Item_The_Defense_Season_2_War_Dog"	"The Defense Season 2 War Dog"
"[english]DOTA_Item_The_Defense_Season_2_War_Dog"	"The Defense Season 2 War Dog"
"DOTA_Item_Treasure_of_the_Ancestor_Spirits"	"Treasure of the Ancestor Spirits"
"[english]DOTA_Item_Treasure_of_the_Ancestor_Spirits"	"Treasure of the Ancestor Spirits"
"DOTA_Item_Treasure_of_the_High_Tide"	"Treasure of the High Tide"
"[english]DOTA_Item_Treasure_of_the_High_Tide"	"Treasure of the High Tide"
"DOTA_Item_Sithils_Stash"	"Sithil's Summer Stash"
"[english]DOTA_Item_Sithils_Stash"	"Sithil's Summer Stash"
"DOTA_Item_Desc_Sithils_Stash"	"Sithil ผู้ชั่วร้ายได้ทำหีบสมบัติที่ปล้นชิงมาหายไป! คุณต้องใช้ <font color='#9da1a9'>Sithil's Summer Key</font> ในการเปิดหีบ คุณสามารถซื้อได้จากร้านค้า DOTA 2 โปรดระวัง! เมื่อพ้นเลยวันที่ <font color='#9da1a9'>31 กรกฎาคม 2012</font> หีบใบนี้จะแตกสลายกลายเป็นฝุ่น หีบใบนี้ได้บรรจุหนึ่งในไอเทมใหม่ระดับ Mysterious เอาไว้"
"[english]DOTA_Item_Desc_Sithils_Stash"	"That disreputable scoundrel Sithil has lost a chest of plundered loot! You will need <font color='#9da1a9'>Sithil's Summer Key</font> to open the chest. You can pick one up at the DOTA 2 Store. Beware! At the end of <font color='#9da1a9'>July 31, 2012</font> this chest will crumble into useless dust. This chest contains one of several mysterious new items."
"DOTA_Item_Defense_2_Chest"	"The Defense 2 Chest"
"[english]DOTA_Item_Defense_2_Chest"	"The Defense 2 Chest"
"DOTA_Item_MegaKills_Storm_Spirit"	"Mega-Kills: Storm Spirit"
"[english]DOTA_Item_MegaKills_Storm_Spirit"	"Mega-Kills: Storm Spirit"
"DOTA_Item_Desc_MegaKills_Storm_Spirit"	"ไอเทมชิ้นนี้จะแทนที่เสียงประกาศ Mega-Kills แบบปกติ ให้เป็นเสียงอันร่าเริงเบิกบานของ Storm Spirit"
"[english]DOTA_Item_Desc_MegaKills_Storm_Spirit"	"This item replaces the Mega-Kills announcer with the joyful exposition of Storm Spirit."
"DOTA_Item_Strange_Modifier_Bounty_TrackedKills"	"Strange Modifier: Tracked Kills"
"[english]DOTA_Item_Strange_Modifier_Bounty_TrackedKills"	"Strange Modifier: Tracked Kills"
"DOTA_Item_Strange_Modifier_Bounty_TrackedInvisKills"	"Strange Modifier: Tracked Invisible Kills"
"[english]DOTA_Item_Strange_Modifier_Bounty_TrackedInvisKills"	"Strange Modifier: Tracked Invisible Kills"
"DOTA_Item_Strange_Modifier_Bounty_InvisJinadaHits"	"Strange Modifier: Invisible Jinada Strikes"
"[english]DOTA_Item_Strange_Modifier_Bounty_InvisJinadaHits"	"Strange Modifier: Invisible Jinada Strikes"
"DOTA_Item_Strange_Modifier_Bounty_TrackBountyGold"	"Strange Modifier: Track Bounty Gold"
