"lang"
{
"Language"	"russian"
"[english]DOTA_Tooltip_modifier_item_orb_of_venom_slow"	"Orb of Venom"
"DOTA_Tooltip_modifier_item_orb_of_venom_slow_Description"	"Получает урон от яда и двигается на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% медленнее."
"[english]DOTA_Tooltip_modifier_item_orb_of_venom_slow_Description"	"Taking poison damage and moving %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% more slowly."
"DOTA_Tooltip_modifier_orchid_malevolence_debuff"	"Soul Burn"
"[english]DOTA_Tooltip_modifier_orchid_malevolence_debuff"	"Soul Burn"
"DOTA_Tooltip_modifier_orchid_malevolence_debuff_Description"	"Обезмолвлен и получает на 30%% больше урона. Дополнительный урон нанесется по окончании безмолвия в виде магического урона"
"[english]DOTA_Tooltip_modifier_orchid_malevolence_debuff_Description"	"Silenced and taking 30%% increased damage, dealt at the end of the duration of the buff as magic damage"
"DOTA_Tooltip_modifier_item_pipe_barrier"	"Barrier"
"[english]DOTA_Tooltip_modifier_item_pipe_barrier"	"Barrier"
"DOTA_Tooltip_modifier_item_pipe_barrier_Description"	"Магический щит, который отражает %dMODIFIER_PROPERTY_INCOMING_SPELL_DAMAGE_CONSTANT% магического урона"
"[english]DOTA_Tooltip_modifier_item_pipe_barrier_Description"	"Magic shield that blocks %dMODIFIER_PROPERTY_INCOMING_SPELL_DAMAGE_CONSTANT% incoming spell damage"
"DOTA_Tooltip_modifier_item_radiance_debuff"	"Burn Damage"
"[english]DOTA_Tooltip_modifier_item_radiance_debuff"	"Burn Damage"
"DOTA_Tooltip_modifier_item_radiance_debuff_Description"	"Получает 50 единиц урона в секунду от Radiance"
"[english]DOTA_Tooltip_modifier_item_radiance_debuff_Description"	"Taking 50 damage per second from Radiance"
"DOTA_Tooltip_modifier_item_ring_of_basilius_aura_bonus"	"Ring of Basilius Aura"
"[english]DOTA_Tooltip_modifier_item_ring_of_basilius_aura_bonus"	"Ring of Basilius Aura"
"DOTA_Tooltip_modifier_item_ring_of_basilius_aura_bonus_Description"	"Регенерация маны увеличена на %fMODIFIER_PROPERTY_MANA_REGEN_CONSTANT_UNIQUE%, броня увеличена на %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS_UNIQUE%"
"[english]DOTA_Tooltip_modifier_item_ring_of_basilius_aura_bonus_Description"	"Mana regeneration increased by %fMODIFIER_PROPERTY_MANA_REGEN_CONSTANT_UNIQUE% and armor increased by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS_UNIQUE%"
"DOTA_Tooltip_modifier_sange_buff"	"Lesser Maim"
"[english]DOTA_Tooltip_modifier_sange_buff"	"Lesser Maim"
"DOTA_Tooltip_modifier_sange_buff_Description"	"Покалечен Sange, скорость передвижения уменьшена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, скорость атаки уменьшена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%"
"[english]DOTA_Tooltip_modifier_sange_buff_Description"	"Maimed by Sange, movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
"DOTA_Tooltip_modifier_sange_and_yasha_buff"	"Greater Maim"
"[english]DOTA_Tooltip_modifier_sange_and_yasha_buff"	"Greater Maim"
"DOTA_Tooltip_modifier_sange_and_yasha_buff_Description"	"Покалечен Sange and Yasha, скорость передвижения уменьшена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, скорость атаки уменьшена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%"
"[english]DOTA_Tooltip_modifier_sange_and_yasha_buff_Description"	"Maimed by Sange and Yasha, movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
"DOTA_Tooltip_modifier_item_satanic_unholy"	"Unholy Rage"
"[english]DOTA_Tooltip_modifier_item_satanic_unholy"	"Unholy Rage"
"DOTA_Tooltip_modifier_item_satanic_unholy_Description"	"Вампиризм увеличен на 175%%"
"[english]DOTA_Tooltip_modifier_item_satanic_unholy_Description"	"Lifesteal increased by 175%%"
"DOTA_Tooltip_modifier_cyclone"	"Циклон"
"[english]DOTA_Tooltip_modifier_cyclone"	"Cyclone"
"DOTA_Tooltip_modifier_cyclone_Description"	"Попав в циклон, вы неуязвимы, но не можете ничего делать."
"[english]DOTA_Tooltip_modifier_cyclone_Description"	"Swept up in a cyclone, you are invulnerable and unable to act."
"DOTA_Tooltip_modifier_sheepstick_debuff"	"Освинован"
"[english]DOTA_Tooltip_modifier_sheepstick_debuff"	"Pigged"
"DOTA_Tooltip_modifier_sheepstick_debuff_Description"	"Вы — свинья. Вы не можете атаковать или использовать заклинания."
"[english]DOTA_Tooltip_modifier_sheepstick_debuff_Description"	"You are a pig. Cannot attack or cast spells."
"DOTA_Tooltip_modifier_item_shivas_guard_aura"	"Freezing Aura"
"[english]DOTA_Tooltip_modifier_item_shivas_guard_aura"	"Freezing Aura"
"DOTA_Tooltip_modifier_item_shivas_guard_aura_Description"	"Скорость атаки уменьшена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT_SECONDARY%."
"[english]DOTA_Tooltip_modifier_item_shivas_guard_aura_Description"	"Attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT_SECONDARY%."
"DOTA_Tooltip_modifier_item_shivas_guard_blast"	"Arctic Blast"
"[english]DOTA_Tooltip_modifier_item_shivas_guard_blast"	"Arctic Blast"
"DOTA_Tooltip_modifier_item_shivas_guard_blast_Description"	"Скорость передвижения уменьшена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
"[english]DOTA_Tooltip_modifier_item_shivas_guard_blast_Description"	"Movement speed slowed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
"DOTA_Tooltip_modifier_item_skadi_slow"	"Eye of Skadi Cold Attack"
"[english]DOTA_Tooltip_modifier_item_skadi_slow"	"Eye of Skadi Cold Attack"
"DOTA_Tooltip_modifier_item_skadi_slow_Description"	"Скорость передвижения уменьшена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, скорость атаки уменьшена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%"
"[english]DOTA_Tooltip_modifier_item_skadi_slow_Description"	"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
"DOTA_Tooltip_modifier_item_soul_ring_buff"	"Sacrifice"
"[english]DOTA_Tooltip_modifier_item_soul_ring_buff"	"Sacrifice"
"DOTA_Tooltip_modifier_item_soul_ring_buff_Description"	"Мана увеличена за счет здоровья. Дополнительная мана будет потеряна через 10 секунд."
"[english]DOTA_Tooltip_modifier_item_soul_ring_buff_Description"	"Mana increased at the cost of health. Extra mana will be lost at the end of Sacrifice's duration of 10 seconds."
"DOTA_Tooltip_modifier_item_urn_heal"	"Soul Release"
"[english]DOTA_Tooltip_modifier_item_urn_heal"	"Soul Release"
"DOTA_Tooltip_modifier_item_urn_heal_Description"	"Регенерирует %0fMODIFIER_PROPERTY_TOOLTIP% единиц здоровья в секунду"
"[english]DOTA_Tooltip_modifier_item_urn_heal_Description"	"Regenerating %0fMODIFIER_PROPERTY_TOOLTIP% HP per second"
"DOTA_Tooltip_modifier_item_urn_damage"	"Soul Release"
"[english]DOTA_Tooltip_modifier_item_urn_damage"	"Soul Release"
"DOTA_Tooltip_modifier_item_urn_damage_Description"	"Получает 25 очков магического урона в секунду"
"[english]DOTA_Tooltip_modifier_item_urn_damage_Description"	"Taking 25 magic damage per second"
"DOTA_Tooltip_modifier_item_vladmir_main"	"Vladmir's Aura"
"[english]DOTA_Tooltip_modifier_item_vladmir_main"	"Vladmir's Aura"
"DOTA_Tooltip_modifier_item_vladmir_main_Description"	"Находится под эффектом Vladmir's Aura"
"[english]DOTA_Tooltip_modifier_item_vladmir_main_Description"	"Under the effects of Vladmir's Aura"
"DOTA_Tooltip_modifier_item_ancient_janggo_aura"	"Swiftness Aura"
"[english]DOTA_Tooltip_modifier_item_ancient_janggo_aura"	"Swiftness Aura"
"DOTA_Tooltip_modifier_item_ancient_janggo_aura_effect"	"Swiftness Aura"
"[english]DOTA_Tooltip_modifier_item_ancient_janggo_aura_effect"	"Swiftness Aura"
"DOTA_Tooltip_modifier_item_ancient_janggo_aura_effect_Description"	"Скорость передвижения увеличена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%\nСкорость атаки увеличена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT_SECONDARY%"
"[english]DOTA_Tooltip_modifier_item_ancient_janggo_aura_effect_Description"	"Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%\nAttack speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT_SECONDARY%"
"DOTA_Tooltip_modifier_item_ancient_janggo_active"	"Endurance"
"[english]DOTA_Tooltip_modifier_item_ancient_janggo_active"	"Endurance"
"DOTA_Tooltip_modifier_item_ancient_janggo_active_Description"	"Скорость передвижения увеличена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%\nСкорость атаки увеличена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%"
"[english]DOTA_Tooltip_modifier_item_ancient_janggo_active_Description"	"Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%\nAttack speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%"
"DOTA_Tooltip_modifier_item_medallion_of_courage_armor_reduction"	"Medallion of Courage"
"[english]DOTA_Tooltip_modifier_item_medallion_of_courage_armor_reduction"	"Medallion of Courage"
"DOTA_Tooltip_modifier_item_medallion_of_courage_armor_reduction_Description"	"Уменьшает броню на %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."
"[english]DOTA_Tooltip_modifier_item_medallion_of_courage_armor_reduction_Description"	"Reduces Armor by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."
"DOTA_Tooltip_modifier_smoke_of_deceit"	"Smoke of Deceit"
"[english]DOTA_Tooltip_modifier_smoke_of_deceit"	"Smoke of Deceit"
"DOTA_Tooltip_modifier_smoke_of_deceit_Description"	"Невидим, движется на 15%% быстрее, не отображается на мини-карте."
"[english]DOTA_Tooltip_modifier_smoke_of_deceit_Description"	"Invisible, moving 15%% faster, and hidden from the minimap."
"DOTA_Tooltip_modifier_item_veil_of_discord_debuff"	"Magic Weakness"
"[english]DOTA_Tooltip_modifier_item_veil_of_discord_debuff"	"Magic Weakness"
"DOTA_Tooltip_modifier_item_veil_of_discord_debuff_Description"	"Магический урон увеличен на %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%."
"[english]DOTA_Tooltip_modifier_item_veil_of_discord_debuff_Description"	"Magic damage increased by %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%."
"DOTA_Tooltip_modifier_black_king_bar_immune"	"Black King Bar"
"[english]DOTA_Tooltip_modifier_black_king_bar_immune"	"Black King Bar"
"DOTA_Tooltip_modifier_black_king_bar_immune_Description"	"Иммунитет к магии"
"[english]DOTA_Tooltip_modifier_black_king_bar_immune_Description"	"Immune to magic"
"DOTA_Tooltip_modifier_desolator_buff"	"Desolator"
"[english]DOTA_Tooltip_modifier_desolator_buff"	"Desolator"
"DOTA_Tooltip_modifier_desolator_buff_Description"	"Атаки Desolator уменьшили вашу броню на %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%"
"[english]DOTA_Tooltip_modifier_desolator_buff_Description"	"Desolator attacks reduced your armor by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%"
"DOTA_Tooltip_modifier_roshan_spell_block"	"Блокирование заклинаний"
"[english]DOTA_Tooltip_modifier_roshan_spell_block"	"Spell Block"
"DOTA_Tooltip_modifier_roshan_bash"	"Оглушение"
"[english]DOTA_Tooltip_modifier_roshan_bash"	"Bash"
"DOTA_Tooltip_modifier_roshan_slam"	"Хлопок"
"[english]DOTA_Tooltip_modifier_roshan_slam"	"Slam"
"DOTA_Tooltip_modifier_roshan_devotion"	"Рвение"
"[english]DOTA_Tooltip_modifier_roshan_devotion"	"Devotion"
"DOTA_Tooltip_modifier_magic_immune"	"Иммунитет к магии"
"[english]DOTA_Tooltip_modifier_magic_immune"	"Magic Immune"
"DOTA_Tooltip_modifier_phased"	"Проходит сквозь существа"
"[english]DOTA_Tooltip_modifier_phased"	"Phased"
"DOTA_Tooltip_modifier_truesight"	"True Sight"
"[english]DOTA_Tooltip_modifier_truesight"	"True Sight"
"DOTA_Tooltip_modifier_stunned"	"Оглушен"
"[english]DOTA_Tooltip_modifier_stunned"	"Stunned"
"DOTA_Tooltip_modifier_invisible"	"Невидим"
"[english]DOTA_Tooltip_modifier_invisible"	"Invisible"
"DOTA_Tooltip_modifier_silence"	"Обезмолвлен"
"[english]DOTA_Tooltip_modifier_silence"	"Silenced"
"DOTA_Tooltip_modifier_invulnerable"	"Неуязвим"
"[english]DOTA_Tooltip_modifier_invulnerable"	"Invulnerable"
"DOTA_Tooltip_modifier_disarmed"	"Обезоружен"
"[english]DOTA_Tooltip_modifier_disarmed"	"Disarmed"
"DOTA_Tooltip_modifier_attack_immune"	"Иммунитет к атакам"
"[english]DOTA_Tooltip_modifier_attack_immune"	"Immune to Attack"
"DOTA_Tooltip_modifier_rooted"	"Прикован к земле"
"[english]DOTA_Tooltip_modifier_rooted"	"Rooted"
"DOTA_Tooltip_modifier_illusion"	"Иллюзия"
"[english]DOTA_Tooltip_modifier_illusion"	"Illusion"
"DOTA_Tooltip_rune_doubledamage"	"Двойной урон"
"[english]DOTA_Tooltip_rune_doubledamage"	"Double Damage"
"DOTA_Tooltip_rune_doubledamage_description"	"Увеличивает базовый урон на 100%"
"[english]DOTA_Tooltip_rune_doubledamage_description"	"Increases base damage by 100%"
"DOTA_Tooltip_rune_haste"	"Ускорение"
"[english]DOTA_Tooltip_rune_haste"	"Haste"
"DOTA_Tooltip_rune_haste_description"	"Увеличивает скорость передвижения до максимума"
"[english]DOTA_Tooltip_rune_haste_description"	"Increases movement speed to maximum"
"DOTA_Tooltip_rune_illusion"	"Иллюзия"
"[english]DOTA_Tooltip_rune_illusion"	"Illusion"
"DOTA_Tooltip_rune_illusion_description"	"Создает две иллюзии вашего героя"
"[english]DOTA_Tooltip_rune_illusion_description"	"Creates 2 illusions of your hero"
"DOTA_Tooltip_rune_invisibility"	"Невидимость"
"[english]DOTA_Tooltip_rune_invisibility"	"Invisibility"
"DOTA_Tooltip_rune_invisibility_description"	"Вы станете невидимым на 45 секунд. Руна прекращает свое действие при атаке или при использовании умения или предмета."
"[english]DOTA_Tooltip_rune_invisibility_description"	"Become invisible for 45 seconds.  This invisibility is broken by attacking or by using an ability or item."
"DOTA_Tooltip_rune_regeneration"	"Регенерация"
"[english]DOTA_Tooltip_rune_regeneration"	"Regeneration"
"DOTA_Tooltip_rune_regeneration_description"	"Регенерирует здоровье и ману до максимума."
"[english]DOTA_Tooltip_rune_regeneration_description"	"Regenerates health and mana to maximum."
"DOTA_Tooltip_rune_unknown"	"Неизвестно"
"[english]DOTA_Tooltip_rune_unknown"	"Unknown"
"DOTA_Tooltip_rune_unknown_description"	"Неизвестная руна"
"[english]DOTA_Tooltip_rune_unknown_description"	"Unknown Rune"
"DOTA_Tooltip_modifier_rune_doubledamage"	"Двойной урон"
"[english]DOTA_Tooltip_modifier_rune_doubledamage"	"Double Damage"
"DOTA_Tooltip_modifier_rune_doubledamage_Description"	"Базовый урон увеличен на %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%"
"[english]DOTA_Tooltip_modifier_rune_doubledamage_Description"	"Base damage increased by %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%"
"DOTA_Tooltip_modifier_rune_regen"	"Регенерация"
"[english]DOTA_Tooltip_modifier_rune_regen"	"Rune Regeneration"
"DOTA_Tooltip_modifier_rune_regen_Description"	"Регенерация %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% очков здоровья и %dMODIFIER_PROPERTY_MANA_REGEN_CONSTANT% очков маны в секунду"
"[english]DOTA_Tooltip_modifier_rune_regen_Description"	"Regenerating %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% HP and %dMODIFIER_PROPERTY_MANA_REGEN_CONSTANT% mana per second"
"DOTA_Tooltip_modifier_rune_haste"	"Ускорение"
"[english]DOTA_Tooltip_modifier_rune_haste"	"Rune Haste"
"DOTA_Tooltip_modifier_rune_haste_Description"	"Увеличивает скорость передвижения до максимума"
"[english]DOTA_Tooltip_modifier_rune_haste_Description"	"Movement speed increased to maximum"
"DOTA_Tooltip_modifier_rune_invis"	"Невидимость"
"[english]DOTA_Tooltip_modifier_rune_invis"	"Invisible"
"DOTA_Tooltip_modifier_rune_invis_Description"	"При атаке невидимость пропадает"
"[english]DOTA_Tooltip_modifier_rune_invis_Description"	"Attacking removes invisibility"
"DOTA_Tooltip_modifier_fountain_aura"	"Fountain Aura"
"[english]DOTA_Tooltip_modifier_fountain_aura"	"Fountain Aura"
"DOTA_Tooltip_modifier_clarity_potion"	"Clarity"
"[english]DOTA_Tooltip_modifier_clarity_potion"	"Clarity"
"DOTA_Tooltip_modifier_clarity_potion_Description"	"Восстанавливает 3,3 единицы маны в секунду"
"[english]DOTA_Tooltip_modifier_clarity_potion_Description"	"Restoring 3.3 mana per second"
"DOTA_Tooltip_modifier_flask_healing"	"Healing Salve"
"[english]DOTA_Tooltip_modifier_flask_healing"	"Healing Salve"
"DOTA_Tooltip_modifier_flask_healing_Description"	"Восстанавливает 40 единиц здоровья в секунду"
"[english]DOTA_Tooltip_modifier_flask_healing_Description"	"Restoring 40.0 HP per second"
"DOTA_Tooltip_modifier_tango_heal"	"Tango"
"[english]DOTA_Tooltip_modifier_tango_heal"	"Tango"
"DOTA_Tooltip_modifier_tango_heal_Description"	"Восстанавливает 7,3 единиц здоровья в секунду"
"[english]DOTA_Tooltip_modifier_tango_heal_Description"	"Restoring 7.3 HP per second"
"DOTA_Tooltip_modifier_item_dustofappearance"	"Dust of Appearance"
"[english]DOTA_Tooltip_modifier_item_dustofappearance"	"Dust of Appearance"
"DOTA_Tooltip_modifier_item_dustofappearance_Description"	"Виден врагам, даже будучи невидимым. Замедлен на 15%%, если невидим."
"[english]DOTA_Tooltip_modifier_item_dustofappearance_Description"	"Can be seen by enemies when invisible. Slowed by 15%% when invisible."
"DOTA_Tooltip_modifier_tower_truesight_aura"	"True Sight"
"[english]DOTA_Tooltip_modifier_tower_truesight_aura"	"True Sight"
"DOTA_Tooltip_modifier_tower_truesight_aura_Description"	"Показывает невидимых юнитов поблизости."
"[english]DOTA_Tooltip_modifier_tower_truesight_aura_Description"	"Reveals nearby invisible units."
"DOTA_Tooltip_modifier_lina_fiery_soul"	"Fiery Soul"
"[english]DOTA_Tooltip_modifier_lina_fiery_soul"	"Fiery Soul"
"DOTA_Tooltip_modifier_lina_fiery_soul_Description"	"Скорость атаки увеличена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%, и скорость передвижения увеличена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
"[english]DOTA_Tooltip_modifier_lina_fiery_soul_Description"	"Attack Speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% and Movement Speed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
"DOTA_Tooltip_modifier_warlock_fatal_bonds"	"Fatal Bonds"
"[english]DOTA_Tooltip_modifier_warlock_fatal_bonds"	"Fatal Bonds"
"DOTA_Tooltip_modifier_warlock_fatal_bonds_Description"	"Распределяет 20%% всего урона по связанным юнитам"
"[english]DOTA_Tooltip_modifier_warlock_fatal_bonds_Description"	"Distributing 20%% of all damage to linked units"
"DOTA_Tooltip_modifier_warlock_shadow_word"	"Shadow Word"
"[english]DOTA_Tooltip_modifier_warlock_shadow_word"	"Shadow Word"
"DOTA_Tooltip_modifier_warlock_shadow_word_Description"	"Враг получает периодический урон, союзник исцеляется со временем."
"[english]DOTA_Tooltip_modifier_warlock_shadow_word_Description"	"Taking periodic damage if an enemy, and periodic heal if a friend."
"DOTA_Tooltip_modifier_warlock_upheaval"	"Upheaval"
"[english]DOTA_Tooltip_modifier_warlock_upheaval"	"Upheaval"
"DOTA_Tooltip_modifier_warlock_upheaval_Description"	"Скорость передвижения снижена."
"[english]DOTA_Tooltip_modifier_warlock_upheaval_Description"	"Movement Speed reduced."
"DOTA_Tooltip_modifier_warlock_golem_permanent_immolation_debuff"	"Immolation"
"[english]DOTA_Tooltip_modifier_warlock_golem_permanent_immolation_debuff"	"Immolation"
"DOTA_Tooltip_modifier_warlock_golem_permanent_immolation_debuff_Description"	"Получает урон, если поблизости находится голем"
"[english]DOTA_Tooltip_modifier_warlock_golem_permanent_immolation_debuff_Description"	"Taking damage while near the golem"
"DOTA_Tooltip_modifier_backdoor_protection_active"	"Backdoor Protection"
"[english]DOTA_Tooltip_modifier_backdoor_protection_active"	"Backdoor Protection"
"DOTA_Tooltip_ability_kobold_taskmaster_speed_aura"	"Speed Aura"
"[english]DOTA_Tooltip_ability_kobold_taskmaster_speed_aura"	"Speed Aura"
"DOTA_Tooltip_ability_kobold_taskmaster_speed_aura_Description"	"Беспощадная плеть Kobold Foreman увеличивает скорость передвижения самого Foreman и всех его ближайших союзников."
"[english]DOTA_Tooltip_ability_kobold_taskmaster_speed_aura_Description"	"The Kobold Foreman's cruel efficiency increases his movement speed and the movement speed of all nearby allies."
"DOTA_Tooltip_ability_kobold_taskmaster_speed_aura_bonus_movement_speed"	"%СКОРОСТЬ ПЕРЕДВИЖЕНИЯ:"
"[english]DOTA_Tooltip_ability_kobold_taskmaster_speed_aura_bonus_movement_speed"	"%MOVE SPEED:"
"DOTA_Tooltip_ability_kobold_taskmaster_speed_aura_radius"	"РАДИУС:"
"[english]DOTA_Tooltip_ability_kobold_taskmaster_speed_aura_radius"	"RADIUS:"
"DOTA_Tooltip_modifier_kobold_taskmaster_speed_aura_bonus"	"Speed Aura"
"[english]DOTA_Tooltip_modifier_kobold_taskmaster_speed_aura_bonus"	"Speed Aura"
"DOTA_Tooltip_modifier_kobold_taskmaster_speed_aura_bonus_Description"	"Скорость передвижения увеличена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
"[english]DOTA_Tooltip_modifier_kobold_taskmaster_speed_aura_bonus_Description"	"Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
"DOTA_Tooltip_ability_centaur_khan_endurance_aura"	"Swiftness Aura"
"[english]DOTA_Tooltip_ability_centaur_khan_endurance_aura"	"Swiftness Aura"
"DOTA_Tooltip_ability_centaur_khan_endurance_aura_Description"	"Закаленный в многочисленных боях, кентавр-завоеватель не только сам атакует быстрее, но и служит примером всем союзникам."
"[english]DOTA_Tooltip_ability_centaur_khan_endurance_aura_Description"	"The seasoned Centaur Conqueror attacks more quickly and inspires nearby allies to follow suit."
"DOTA_Tooltip_ability_centaur_khan_endurance_aura_bonus_attack_speed"	"СКОРОСТЬ АТАКИ:"
"[english]DOTA_Tooltip_ability_centaur_khan_endurance_aura_bonus_attack_speed"	"ATTACK SPEED:"
"DOTA_Tooltip_ability_centaur_khan_endurance_aura_radius"	"РАДИУС:"
"[english]DOTA_Tooltip_ability_centaur_khan_endurance_aura_radius"	"RADIUS:"
"DOTA_Tooltip_modifier_centaur_khan_endurance_aura_bonus"	"Swiftness Aura"
"[english]DOTA_Tooltip_modifier_centaur_khan_endurance_aura_bonus"	"Swiftness Aura"
"DOTA_Tooltip_modifier_centaur_khan_endurance_aura_bonus_Description"	"Скорость атаки увеличена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT_SECONDARY%."
"[english]DOTA_Tooltip_modifier_centaur_khan_endurance_aura_bonus_Description"	"Attack speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT_SECONDARY%."
"DOTA_Tooltip_ability_centaur_khan_war_stomp"	"War Stomp"
"[english]DOTA_Tooltip_ability_centaur_khan_war_stomp"	"War Stomp"
"DOTA_Tooltip_ability_centaur_khan_war_stomp_Description"	"Кентавр-завоеватель сотрясает землю мощными копытами, оглушая ближайших врагов и нанося им урон. Герои восстанавливаются быстрее."
"[english]DOTA_Tooltip_ability_centaur_khan_war_stomp_Description"	"The Centaur Conqueror's powerful hooves stomp the ground, stunning and damaging nearby enemies. Heroes recover more quickly."
"DOTA_Tooltip_ability_centaur_khan_war_stomp_radius"	"РАДИУС:"
"[english]DOTA_Tooltip_ability_centaur_khan_war_stomp_radius"	"RADIUS:"
"DOTA_Tooltip_ability_centaur_khan_war_stomp_non_hero_stun_duration"	"ДЛИТЕЛЬНОСТЬ ОГЛУШЕНИЯ:"
"[english]DOTA_Tooltip_ability_centaur_khan_war_stomp_non_hero_stun_duration"	"STUN DURATION:"
"DOTA_Tooltip_ability_centaur_khan_war_stomp_hero_stun_duration"	"ОГЛУШЕНИЕ ГЕРОЯ:"
"[english]DOTA_Tooltip_ability_centaur_khan_war_stomp_hero_stun_duration"	"HERO STUN:"
"DOTA_Tooltip_ability_gnoll_assassin_envenomed_weapon"	"Envenomed Weapon"
"[english]DOTA_Tooltip_ability_gnoll_assassin_envenomed_weapon"	"Envenomed Weapon"
"DOTA_Tooltip_ability_gnoll_assassin_envenomed_weapon_Description"	"Оружие воула-убийцы отравлено болезнетворным ядом, наносящим дополнительный урон при каждой атаке. Герои очищаются от яда быстрее."
"[english]DOTA_Tooltip_ability_gnoll_assassin_envenomed_weapon_Description"	"The Vhoul Assassin has soaked his weapons in his own blend of painful predator venoms. Heroes recover from the poison more quickly."
"DOTA_Tooltip_ability_gnoll_assassin_envenomed_weapon_damage_per_second"	"УРОНА В СЕКУНДУ:"
"[english]DOTA_Tooltip_ability_gnoll_assassin_envenomed_weapon_damage_per_second"	"DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_gnoll_assassin_envenomed_weapon_non_hero_duration"	"ДЛИТЕЛЬНОСТЬ:"
"[english]DOTA_Tooltip_ability_gnoll_assassin_envenomed_weapon_non_hero_duration"	"DURATION:"
"DOTA_Tooltip_ability_gnoll_assassin_envenomed_weapon_hero_duration"	"ПРОДОЛЖИТЕЛЬНОСТЬ НА ГЕРОЯХ:"
"[english]DOTA_Tooltip_ability_gnoll_assassin_envenomed_weapon_hero_duration"	"HERO DURATION:"
"DOTA_Tooltip_modifier_gnoll_assassin_envenomed_weapon_poison"	"Envenomed Weapon"
"[english]DOTA_Tooltip_modifier_gnoll_assassin_envenomed_weapon_poison"	"Envenomed Weapon"
"DOTA_Tooltip_modifier_gnoll_assassin_envenomed_weapon_poison_Description"	"Получает %dMODIFIER_PROPERTY_TOOLTIP% урона в секунду."
"[english]DOTA_Tooltip_modifier_gnoll_assassin_envenomed_weapon_poison_Description"	"Taking %dMODIFIER_PROPERTY_TOOLTIP% damage per second."
"DOTA_Tooltip_ability_ghost_frost_attack"	"Frost Attack"
"[english]DOTA_Tooltip_ability_ghost_frost_attack"	"Frost Attack"
