"lang"
{
"Language"	"dutch"
"[english]DOTA_Item_Skirt_of_the_Flameguard"	"Skirt of the Flameguard"
"DOTA_Item_Commanders_Helm_of_the_Flameguard"	"Commander's Helm of the Flameguard"
"[english]DOTA_Item_Commanders_Helm_of_the_Flameguard"	"Commander's Helm of the Flameguard"
"DOTA_Item_Commanders_Gauntlet_of_the_Flameguard"	"Commander's Gauntlet of the Flameguard"
"[english]DOTA_Item_Commanders_Gauntlet_of_the_Flameguard"	"Commander's Gauntlet of the Flameguard"
"DOTA_Item_Lucky_Alpine_Stalkers_Hat"	"Lucky Alpine Stalker's Hat"
"[english]DOTA_Item_Lucky_Alpine_Stalkers_Hat"	"Lucky Alpine Stalker's Hat"
"DOTA_Item_Desc_Lucky_Alpine_Hat"	"Een goed gedragen hoedje, versierd met een geluksveertje en verscheidene gezegende cholgartanden."
"[english]DOTA_Item_Desc_Lucky_Alpine_Hat"	"A well worn hat adorned with a lucky feather and several blessed cholgar-teeth."
"DOTA_Item_Alpine_Stalkers_Scarf"	"Alpine Stalker's Scarf"
"[english]DOTA_Item_Alpine_Stalkers_Scarf"	"Alpine Stalker's Scarf"
"DOTA_Item_Alpine_Stalkers_Pants"	"Alpine Stalker's Pants"
"[english]DOTA_Item_Alpine_Stalkers_Pants"	"Alpine Stalker's Pants"
"DOTA_Item_Desc_Alpine_Stalkers_Pants"	"Een lichtgewicht broek, ontworpen om de behendigheid van de drager te behouden, meer dan zijn huid."
"[english]DOTA_Item_Desc_Alpine_Stalkers_Pants"	"Lightweight pants designed to preserve the wearer's agility more than his hide."
"DOTA_Item_Alpine_Stalkers_Gloves"	"Alpine Stalker's Gloves"
"[english]DOTA_Item_Alpine_Stalkers_Gloves"	"Alpine Stalker's Gloves"
"DOTA_Item_Desc_Alpine_Stalkers_Gloves"	"Omslagen om de klauwen van een beer warm te houden, maar wel zodat de klauwen nog uiteen kunnen scheuren en kunnen hakken."
"[english]DOTA_Item_Desc_Alpine_Stalkers_Gloves"	"Wraps to keep a bear's paws warm, but claws free to rend and hew."
"DOTA_Item_Back_Hook_Right"	"Back Hook"
"[english]DOTA_Item_Back_Hook_Right"	"Back Hook"
"DOTA_Item_Desc_Back_Hook_Right"	"Een wreed gedraaide haak. Perfect om bloed van een nietsvermoedende vijand af te tappen."
"[english]DOTA_Item_Desc_Back_Hook_Right"	"A cruelly twisted hook. Perfect for draining blood from an unexpecting victim."
"DOTA_Item_Back_Hook_Left"	"Back Hook (links)"
"[english]DOTA_Item_Back_Hook_Left"	"Back Hook (Left)"
"DOTA_Item_Desc_Back_Hook_Left"	"Een wreed gedraaide haak. Perfect om bloed van een nietsvermoedende vijand af te tappen."
"[english]DOTA_Item_Desc_Back_Hook_Left"	"A cruelly twisted hook. Perfect for draining blood from an unexpecting victim."
"DOTA_Item_Witch_Doctors_Vile_Hat"	"Witch Doctor's Vile Hat"
"[english]DOTA_Item_Witch_Doctors_Vile_Hat"	"Witch Doctor's Vile Hat"
"DOTA_Item_Desc_Witch_Doctors_Vile_Hat"	"Dit nieuwe voorwerp heeft geen beschrijving."
"[english]DOTA_Item_Desc_Witch_Doctors_Vile_Hat"	"This new item has no description."
"DOTA_Item_Witch_Doctors_Dreaded_Dreads"	"Witch Doctor's Dreaded Dreads"
"[english]DOTA_Item_Witch_Doctors_Dreaded_Dreads"	"Witch Doctor's Dreaded Dreads"
"DOTA_Item_Juju_o_Wicked_Badness"	"Juju o' Wicked Badness"
"[english]DOTA_Item_Juju_o_Wicked_Badness"	"Juju o' Wicked Badness"
"DOTA_Item_Desc_Juju_o_Wicked_Badness"	"Een zorgvuldig gemaakte zielenval, versierd met de schedel van een eerder slachtoffer."
"[english]DOTA_Item_Desc_Juju_o_Wicked_Badness"	"A carefully crafted soul-trap, adorned with the skull of a previous victim."
"DOTA_Item_Staff_o_Wicked_Badness"	"Staff o' Wicked Badness"
"[english]DOTA_Item_Staff_o_Wicked_Badness"	"Staff o' Wicked Badness"
"DOTA_Item_Desc_Skull_Staff_of_Grim_Rites"	"De levensessentie van een totemdier bezield deze rituele staf."
"[english]DOTA_Item_Desc_Skull_Staff_of_Grim_Rites"	"The life essence of a sacrificial totem beast imbues this ritual staff."
"DOTA_Item_Mask_o_Wicked_Badness"	"Mask o' Wicked Badness"
"[english]DOTA_Item_Mask_o_Wicked_Badness"	"Mask o' Wicked Badness"
"DOTA_Item_Witch_Doctors_Shrunken_Head_Staff"	"Witch Doctor's Shrunken Head Staff"
"[english]DOTA_Item_Witch_Doctors_Shrunken_Head_Staff"	"Witch Doctor's Shrunken Head Staff"
"DOTA_Item_Witch_Doctors_Wooden_Mask"	"Witch Doctor's Wooden Mask"
"[english]DOTA_Item_Witch_Doctors_Wooden_Mask"	"Witch Doctor's Wooden Mask"
"DOTA_Item_Flower_Staff_of_the_PeaceBringer"	"Flower Staff of the Peace-Bringer"
"[english]DOTA_Item_Flower_Staff_of_the_PeaceBringer"	"Flower Staff of the Peace-Bringer"
"DOTA_Item_Lei_of_the_PeaceBringer"	"Lei of the Peace-Bringer"
"[english]DOTA_Item_Lei_of_the_PeaceBringer"	"Lei of the Peace-Bringer"
"DOTA_Item_Horns_of_the_PeaceBringer"	"Horns of the Peace-Bringer"
"[english]DOTA_Item_Horns_of_the_PeaceBringer"	"Horns of the Peace-Bringer"
"DOTA_Item_Desc_Horns_of_the_PeaceBringer"	"Hoorns, gebogen in het vredesteken."
"[english]DOTA_Item_Desc_Horns_of_the_PeaceBringer"	"Horns curved into a sigil of peace."
"DOTA_Item_Beard_of_the_PeaceBringer"	"Beard of the Peace-Bringer"
"[english]DOTA_Item_Beard_of_the_PeaceBringer"	"Beard of the Peace-Bringer"
"DOTA_Item_Desc_Beard_of_the_PeaceBringer"	"Licht en pluizig."
"[english]DOTA_Item_Desc_Beard_of_the_PeaceBringer"	"Light and fluffy."
"DOTA_Item_Pangolin_Carapace"	"Pangolin Carapace"
"[english]DOTA_Item_Pangolin_Carapace"	"Pangolin Carapace"
"DOTA_Item_Desc_Pangolin_Carapace"	"Dit met schelpen bedekte schildpantser is bedoeld om zowel bescherming als camouflage te bieden."
"[english]DOTA_Item_Desc_Pangolin_Carapace"	"This shelled carapace armor is meant to offer both protection and camouflage."
"DOTA_Item_Pangolin_Scarf"	"Pangolin Scarf"
"[english]DOTA_Item_Pangolin_Scarf"	"Pangolin Scarf"
"DOTA_Item_Desc_Pangolin_Scarf"	"Een heldere sjaal, gemerkt met het zegel van het gilde van de Pangolin-jagers."
"[english]DOTA_Item_Desc_Pangolin_Scarf"	"A bright scarf marked with the sigil of the Pangolin hunters' guild."
"DOTA_Item_Frost_Spikes"	"Frost Spikes"
"[english]DOTA_Item_Frost_Spikes"	"Frost Spikes"
"DOTA_Item_Desc_Frost_Spikes"	"Een speelse bos stekels die zegt: \"Ik dood je en ik heb er plezier in.\" Inclusief een door de vorst getinte mantel om het plaatje af te maken."
"[english]DOTA_Item_Desc_Frost_Spikes"	"A playful crop of spikes that says 'I'm killing you and having fun doing it.' Includes a frost-tinged cloak to complete the image."
"DOTA_Item_Cape_of_the_Burning_Cabal"	"Cape of the Burning Cabal"
"[english]DOTA_Item_Cape_of_the_Burning_Cabal"	"Cape of the Burning Cabal"
"DOTA_Item_Desc_Cape_of_the_Burning_Cabal"	"De invokers van de Burning Cabal verkiezen Exort boven alle andere disciplines."
"[english]DOTA_Item_Desc_Cape_of_the_Burning_Cabal"	"The invokers of the Burning Cabal favor Exort over all other disciplines."
"DOTA_Item_Bracer_of_the_Burning_Cabal"	"Bracer of the Burning Cabal"
"[english]DOTA_Item_Bracer_of_the_Burning_Cabal"	"Bracer of the Burning Cabal"
"DOTA_Item_Desc_Bracer_of_the_Burning_Cabal"	"Manipulatie van de vuurelementen vereist een zekere fijngevoeligheid, zodat de tovenaar niet verbrandt. Dit paar armbeschermingen is bezield met een paar betoveringen voor bescherming tegen vuur."
"[english]DOTA_Item_Desc_Bracer_of_the_Burning_Cabal"	"Manipulation of the fire elements requires a delicate touch, lest the sorcerer burn. This pair of bracers have been imbued with minor fire protection enchantments."
"DOTA_Item_Crest_of_the_Burning_Cabal"	"Crest of the Burning Cabal"
"[english]DOTA_Item_Crest_of_the_Burning_Cabal"	"Crest of the Burning Cabal"
"DOTA_Item_Desc_Crest_of_the_Burning_Cabal"	"Het oorlogsteken van de Burning Cabal. Hieraan herken je de invoker die is gespecialiseerd in vuurmanipulatie."
"[english]DOTA_Item_Desc_Crest_of_the_Burning_Cabal"	"The war-crest of the Burning Cabal. This identifies the invoker as a specialist in fire manipulation."
"DOTA_Item_Stylish_Wizards_Topnot"	"Stylish Wizard's Topnot"
"[english]DOTA_Item_Stylish_Wizards_Topnot"	"Stylish Wizard's Topnot"
"DOTA_Item_Desc_Stylish_Wizards_Topnot"	"Weinig tovenaars kunnen worden beschouwd als stijlvol, maar de Invoker is niet zoals andere tovenaars."
"[english]DOTA_Item_Desc_Stylish_Wizards_Topnot"	"Few wizards can be considered to be stylish, but the Invoker is not like other wizards."
"DOTA_Item_Commanders_Pauldron_of_the_Flameguard"	"Commander's Pauldron of the Flameguard"
"[english]DOTA_Item_Commanders_Pauldron_of_the_Flameguard"	"Commander's Pauldron of the Flameguard"
"DOTA_Item_Commanders_Cape_of_the_Flameguard"	"Commander's Cape of the Flameguard"
"[english]DOTA_Item_Commanders_Cape_of_the_Flameguard"	"Commander's Cape of the Flameguard"
"DOTA_Item_Commanders_Skirt_of_the_Flameguard"	"Commander's Skirt of the Flameguard"
"[english]DOTA_Item_Commanders_Skirt_of_the_Flameguard"	"Commander's Skirt of the Flameguard"
"DOTA_Item_Witch_Doctors_Demon_Skull_Staff"	"Witch Doctor's Demon Skull Staff"
"[english]DOTA_Item_Witch_Doctors_Demon_Skull_Staff"	"Witch Doctor's Demon Skull Staff"
"DOTA_Item_Witch_Doctors_Skull_Hammer_Staff"	"Witch Doctor's Skull Hammer Staff"
"[english]DOTA_Item_Witch_Doctors_Skull_Hammer_Staff"	"Witch Doctor's Skull Hammer Staff"
"DOTA_Item_Baggin_This"	"Baggin' This"
"[english]DOTA_Item_Baggin_This"	"Baggin' This"
"DOTA_VoiceTaunt_InTheBag_Desc"	"Uit je vertrouwen in het vijandelijke team. Er kan vast niets mis gaan..."
"[english]DOTA_VoiceTaunt_InTheBag_Desc"	"Express your confidence to the enemy team. Surely nothing could possibly go wrong..."
"DOTA_Custom_Courier_Sheep"	"Sheep Courier"
"[english]DOTA_Custom_Courier_Sheep"	"Sheep Courier"
"DOTA_Custom_Courier_Sheep_Desc"	"Het beschrijvingsveld van de Sheep Courier! Lawls! Geen tekst!"
"[english]DOTA_Custom_Courier_Sheep_Desc"	"Sheep Courier description field! Lawls! No text!"
"DOTA_Custom_HexModel_Chicken"	"Cockerel Conversion"
"[english]DOTA_Custom_HexModel_Chicken"	"Cockerel Conversion"
"DOTA_Custom_HexModel_Frog"	"Amphibian Alteration"
"[english]DOTA_Custom_HexModel_Frog"	"Amphibian Alteration"
"DOTA_Custom_HexModel_Cheese"	"Polymorphic Pasteurization"
"[english]DOTA_Custom_HexModel_Cheese"	"Polymorphic Pasteurization"
"DOTA_Custom_HexModel_Cheese_Desc"	"Een aanzienbaar vies ruikende gedaanteverandering ontworpen door een spreukensmedende dwerg met een voorliefde voor Orcish Bleu.
Wanneer je dit voorwerp gebruikt wordt je hexdier vervangen door een stuk kaas."
"[english]DOTA_Custom_HexModel_Cheese_Desc"	"A particularly smelly shape change designed by a Dwarven spellsmith with a taste for Orcish Bleu.
When equipped, this item replaces your hex animal with a piece of cheese."
"DOTA_Custom_Courier_ShittyWizard"	"Shitty Wizard"
"[english]DOTA_Custom_Courier_ShittyWizard"	"Shitty Wizard"
"DOTA_Custom_Courier_ShittyWizard_Desc"	" "
"[english]DOTA_Custom_Courier_ShittyWizard_Desc"	""
"DOTA_Custom_Courier_MiniPudge"	"Minipudge Courier"
"[english]DOTA_Custom_Courier_MiniPudge"	"Minipudge Courier"
"DOTA_Custom_Courier_MiniPudge_Desc"	" "
"[english]DOTA_Custom_Courier_MiniPudge_Desc"	""
"DOTA_Item_Announcer_Dr_Kleiner"	"Omroeper: Dr. Kleiner"
"[english]DOTA_Item_Announcer_Dr_Kleiner"	"Announcer: Dr. Kleiner"
"DOTA_Item_Desc_Announcer_Dr_Kleiner"	"Dit voorwerp vervangt de standaardomroeper met het scherpe verstand van de wetenschapper Dr. Kleiner."
"[english]DOTA_Item_Desc_Announcer_Dr_Kleiner"	"This item replaces the Default announcer with the sharp mind of science's Dr. Kleiner."
"DOTA_Item_Enduring_War_Dog"	"Enduring War Dog"
"[english]DOTA_Item_Enduring_War_Dog"	"Enduring War Dog"
"DOTA_Item_Desc_Juggernaut_Dog_Courier"	"Een hond die goed is uitgerust om zijn meester de oorlog in te volgen. Dit beest heeft vele verschrikkelijke daden en grandioze overwinningen aanschouwd. Het verbergt zijn stoïcijnse oordeel achter een geverfd masker van goed berk."
"[english]DOTA_Item_Desc_Juggernaut_Dog_Courier"	"A dog well equipped to follow its master into war. This beast has witnessed many terrible deeds and grand victories. It hides stoic judgment beneath a painted mask of fine birch."
"DOTA_Item_Snowleopard_Courier"	"Snowleopard Courier"
"[english]DOTA_Item_Snowleopard_Courier"	"Snowleopard Courier"
"DOTA_Item_Desc_Copy_of_Minipudge_Courier"	" "
"[english]DOTA_Item_Desc_Copy_of_Minipudge_Courier"	""
"DOTA_Item_Trusty_Mountain_Yak"	"Trusty Mountain Yak"
"[english]DOTA_Item_Trusty_Mountain_Yak"	"Trusty Mountain Yak"
"DOTA_Item_Desc_Juggernaut_Yak_Courier"	"Deze trouwe Yak draagt een drie keer gezegende Mask of Duty, zoals vereist is van alle nobele beesten die in de strijd dienen."
"[english]DOTA_Item_Desc_Juggernaut_Yak_Courier"	"This trusty Yak bears a thrice-blessed Mask of Duty, as is requred of all those noble beasts who might serve in battle."
"DOTA_Item_Fearless_Badger"	"Fearless Badger"
"[english]DOTA_Item_Fearless_Badger"	"Fearless Badger"
"DOTA_Item_Announcer_Juggernaut"	"Omroeper: Juggernaut"
"[english]DOTA_Item_Announcer_Juggernaut"	"Announcer: Juggernaut"
"DOTA_Item_Desc_Announcer_Juggernaut"	"Dit voorwerp vervangt de standaardomroeper met de wijs gekozen woorden van de reizende krijger, Juggernaut."
"[english]DOTA_Item_Desc_Announcer_Juggernaut"	"This item replaces the Default announcer with the carefully chosen words of the traveling warrior, Juggernaut."
"DOTA_Item_MegaKills_Juggernaut"	"Mega-Kills: Juggernaut"
"[english]DOTA_Item_MegaKills_Juggernaut"	"Mega-Kills: Juggernaut"
"DOTA_Item_Announcer_Natures_Prophet"	"Omroeper: Nature's Prophet"
"[english]DOTA_Item_Announcer_Natures_Prophet"	"Announcer: Nature's Prophet"
"DOTA_Item_Desc_Announcer_Natures_Prophet"	"Dit voorwerp vervangt de standaardomroeper met de strenge stem van Nature's Prophet."
"[english]DOTA_Item_Desc_Announcer_Natures_Prophet"	"This item replaces the Default announcer with the stern voice of Nature's Prophet."
"DOTA_Item_MegaKills_Natures_Prophet"	"Mega-Kills: Nature's Prophet"
"[english]DOTA_Item_MegaKills_Natures_Prophet"	"Mega-Kills: Nature's Prophet"
"DOTA_Item_Stumpy__Natures_Attendant"	"Stumpy - Nature's Attendant"
"[english]DOTA_Item_Stumpy__Natures_Attendant"	"Stumpy - Nature's Attendant"
"DOTA_Item_Desc_Stumpy_the_Hearty"	"Stumpy is niet zo'n goede vechter, maar hij is meer dan blij om je buit te vervoeren. Hij is er altijd als je hem nodig hebt."
"[english]DOTA_Item_Desc_Stumpy_the_Hearty"	"Stumpy isn't very good in battle, but he's more than happy to haul around your loot and he's always there when you need him."
"DOTA_Item_Lost_Treasure_of_the_Ivory_Isles"	"Lost Treasure of the Ivory Isles"
"[english]DOTA_Item_Lost_Treasure_of_the_Ivory_Isles"	"Lost Treasure of the Ivory Isles"
"DOTA_Item_Desc_Treasure_Chest"	"Je hebt een <font color='#9da1a9'>Schatkistsleutel</font> nodig om deze kist te openen. Je kan er een halen in de DOTA 2 Winkel. In elke kistserie zit een verschillende selectie van mogelijke buit."
"[english]DOTA_Item_Desc_Treasure_Chest"	"You will need a <font color='#9da1a9'>Treasure Key</font> to open this chest. You can pick one up at the DOTA 2 Store. Each chest series comes with a different selection of possible loot."
"DOTA_Item_Treasure_Chest"	" "
"[english]DOTA_Item_Treasure_Chest"	""
"DOTA_TreasureChest_Rare"	" "
"[english]DOTA_TreasureChest_Rare"	""
"DOTA_TreasureChest_Desc"	" "
"[english]DOTA_TreasureChest_Desc"	""
"DOTA_Item_Tickled_Tegu"	"Tickled Tegu"
"[english]DOTA_Item_Tickled_Tegu"	"Tickled Tegu"
"DOTA_Item_Desc_Tickled_Tegu"	"Een vriendelijke Tegu uit de met draken geteisterde Cathauran Wastes. Hij lacht alsof hij iets weet wat jij niet weet."
"[english]DOTA_Item_Desc_Tickled_Tegu"	"A friendly Tegu from the dragon infested Cathauran Wastes. He smiles as if he knows something you do not."
"DOTA_Item_Mighty_Boar"	"Mighty Boar"
"[english]DOTA_Item_Mighty_Boar"	"Mighty Boar"
"DOTA_Item_Desc_Mighty_Boar"	"Dit zwijn heeft een krankzinnige blik in zijn ogen. Is het wantrouwen? Is hij gek? Of wil hij gewoon je tango's opeten?"
"[english]DOTA_Item_Desc_Mighty_Boar"	"This boar has a crazed look in his eye. Is it distrust? Madness? Or does he just want to eat your tangos."
"DOTA_Item_Moroks_Mechanical_Mediary"	"Morok's Mechanical Mediary"
"[english]DOTA_Item_Moroks_Mechanical_Mediary"	"Morok's Mechanical Mediary"
"DOTA_Item_Desc_Moroks_Mechanical_Mediary"	"Laat je niet bedriegen door zijn metalen vorm: deze vervaardiging is meer magie dan machine. Gemaakt door de Mad Mage Morok, die veels te lui was om zijn eigen spreukenboeken te dragen en veels te gierig was om huurlingen te houden."
"[english]DOTA_Item_Desc_Moroks_Mechanical_Mediary"	"Don't let its metal form deceive you: this contraption is more magic than machine. Fashioned by the Mad Mage Morok who was far too lazy to carry his own spell books and far too cheap to retain hirlings."
"DOTA_Item_Name_Tag"	"Name Tag"
"[english]DOTA_Item_Name_Tag"	"Name Tag"
"DOTA_Item_Desc_Tag"	"Description Tag"
"[english]DOTA_Item_Desc_Tag"	"Description Tag"
"DOTA_Item_Backpack_Expander"	"Backpack Expander"
"[english]DOTA_Item_Backpack_Expander"	"Backpack Expander"
"DOTA_Item_Treasure_Key"	"Treasure Key"
"[english]DOTA_Item_Treasure_Key"	"Treasure Key"
"DOTA_Item_Gift_RandomPerson"	"Verrassing van de winkelier"
"[english]DOTA_Item_Gift_RandomPerson"	"Shopkeeper's Surprise"
"DOTA_Item_Of_Ebony_and_Ivory_Set"	"Of Ebony and Ivory-set"
"[english]DOTA_Item_Of_Ebony_and_Ivory_Set"	"Of Ebony and Ivory Set"
"DOTA_Bundle_Desc_Juggernaut_Ivory_Ebony"	"Bevat alle voorwerpen uit de 'Of Ebony and Ivory'-set voor Juggernaut:"
"[english]DOTA_Bundle_Desc_Juggernaut_Ivory_Ebony"	"Includes all of the items in the 'Of Ebony and Ivory' set for Juggernaut:"
"DOTA_Item_Wicked_Bad_Voodoo_Set"	"Wicked Bad Voodoo-set"
"[english]DOTA_Item_Wicked_Bad_Voodoo_Set"	"Wicked Bad Voodoo Set"
"DOTA_Bundle_Desc_Witch_Doctor_Wicked_Bad_Voodoo"	"Bevat alle voorwerpen uit de 'Wicked Bad Voodoo'-set voor Witch Doctor:"
"[english]DOTA_Bundle_Desc_Witch_Doctor_Wicked_Bad_Voodoo"	"Includes all of the items in the 'Wicked Bad Voodoo' set for Witch Doctor:"
"DOTA_Item_Forged_in_Demons_Blood_Set"	"Forged in Demons' Blood-set"
"[english]DOTA_Item_Forged_in_Demons_Blood_Set"	"Forged in Demons' Blood Set"
"DOTA_Bundle_Desc_Axe_Demon_Blood"	"Bevat alle voorwerpen uit de 'Forged in Demons Blood'-set voor Axe:"
"[english]DOTA_Bundle_Desc_Axe_Demon_Blood"	"Includes all of the items in the 'Forged in Demons Blood' set for Axe:"
"DOTA_Item_The_Defiant_Axe_Set"	"The Defiant Axe-set"
"[english]DOTA_Item_The_Defiant_Axe_Set"	"The Defiant Axe Set"
"DOTA_Bundle_Desc_Axe_Defiant"	"Bevat alle voorwerpen uit de 'Defiant Axe'-set voor Axe:"
"[english]DOTA_Bundle_Desc_Axe_Defiant"	"Includes all of the items in the 'Defiant Axe' set for Axe:"
"DOTA_Item_The_Regal_Forest_Lord_Set"	"The Regal Forest Lord-set"
"[english]DOTA_Item_The_Regal_Forest_Lord_Set"	"The Regal Forest Lord Set"
"DOTA_Bundle_Desc_Natures_Prophet_Forest_Lord"	"Bevat alle voorwerpen uit de 'Regal Forest Lord'-set voor Nature's Prophet:"
"[english]DOTA_Bundle_Desc_Natures_Prophet_Forest_Lord"	"Includes all of the items in the 'Regal Forest Lord' set for Nature's Prophet:"
"DOTA_Item_The_Boar_Gods_Honor_Set"	"The Boar God's Honor-set"
"[english]DOTA_Item_The_Boar_Gods_Honor_Set"	"The Boar God's Honor Set"
"DOTA_Bundle_Desc_Juggernaut_Boar_God"	"Bevat alle voorwerpen uit de 'The Boar God's Honor'-set voor Juggernaut:"
"[english]DOTA_Bundle_Desc_Juggernaut_Boar_God"	"Includes all of the items in the 'The Boar God's Honor' set for Juggernaut:"
"DOTA_Item_Aspects_of_Beast_and_Man_Set"	"Aspects of Beast and Man-set"
"[english]DOTA_Item_Aspects_of_Beast_and_Man_Set"	"Aspects of Beast and Man Set"
"DOTA_Bundle_Desc_Juggernaut_Beasts_Man"	"Bevat alle voorwerpen uit de 'Aspects of Beast and Man'-set voor Juggernaut:"
"[english]DOTA_Bundle_Desc_Juggernaut_Beasts_Man"	"Includes all of the items in the 'Aspects of Beast and Man' set for Juggernaut:"
"DOTA_Item_Traveler_on_the_High_Plains_Set"	"Traveler on the High Plains-set"
"[english]DOTA_Item_Traveler_on_the_High_Plains_Set"	"Traveler on the High Plains Set"
"DOTA_Bundle_Desc_Juggernaut_High_Plains"	"Bevat alle voorwerpen uit de 'Traveler on the High Plains'-set voor Juggernaut:"
"[english]DOTA_Bundle_Desc_Juggernaut_High_Plains"	"Includes all of the items in the 'Traveler on the High Plains' set for Juggernaut:"
"DOTA_Item_Scion_of_the_Savage_Set"	"Scion of the Savage-set"
"[english]DOTA_Item_Scion_of_the_Savage_Set"	"Scion of the Savage Set"
"DOTA_Bundle_Desc_Natures_Prophet_Scion_Savage"	"Bevat alle voorwerpen uit de 'Scion of the Savage'-set voor Nature's Prophet:"
"[english]DOTA_Bundle_Desc_Natures_Prophet_Scion_Savage"	"Includes all of the items in the 'Scion of the Savage' set for Nature's Prophet:"
"DOTA_Bundle_Natures_Prophet_Heartwood_Vanguard"	"Heartwood Vanguard-set"
"[english]DOTA_Bundle_Natures_Prophet_Heartwood_Vanguard"	"Heartwood Vanguard Set"
"DOTA_Bundle_Desc_Natures_Prophet_Heartwood_Vanguard"	"Bevat alle voorwerpen uit de 'Heartwood Vanguard'-set voor Nature's Prophet:"
"[english]DOTA_Bundle_Desc_Natures_Prophet_Heartwood_Vanguard"	"Includes all of the items in the 'Heartwood Vanguard' set for Nature's Prophet:"
"DOTA_Bundle_Natures_Prophet_Peace_Bringer"	"Garments of the Peace-Bringer-set"
"[english]DOTA_Bundle_Natures_Prophet_Peace_Bringer"	"Garments of the Peace-Bringer Set"
"DOTA_Bundle_Desc_Natures_Prophet_Peace_Bringer"	"Bevat alle voorwerpen uit de 'Garments of the Peace-Bringer'-set voor Nature's Prophet:"
"[english]DOTA_Bundle_Desc_Natures_Prophet_Peace_Bringer"	"Includes all of the items in the 'Garments of the Peace-Bringer' set for Nature's Prophet:"
"DOTA_Bundle_Natures_Prophet_Beast_Bole"	"Master of Beast and Bole-set"
"[english]DOTA_Bundle_Natures_Prophet_Beast_Bole"	"Master of Beast and Bole Set"
"DOTA_Bundle_Desc_Natures_Prophet_Beast_Bole"	"Bevat alle voorwerpen uit de 'Master of Beast and Bole'-set voor Nature's Prophet:"
"[english]DOTA_Bundle_Desc_Natures_Prophet_Beast_Bole"	"Includes all of the items in the 'Master of Beast and Bole' set for Nature's Prophet:"
"DOTA_Bundle_Axe_Berserker"	"The Berserker's Blood-set"
"[english]DOTA_Bundle_Axe_Berserker"	"The Berserker's Blood Set"
"DOTA_Bundle_Desc_Axe_Berserker"	"Bevat alle voorwerpen uit de 'The Berserker's Blood'-set voor Axe:"
"[english]DOTA_Bundle_Desc_Axe_Berserker"	"Includes all of the items in the 'The Berserker's Blood' set for Axe:"
"DOTA_Bundle_Axe_Forgemaster"	"The Forgemaster's Tools-set"
"[english]DOTA_Bundle_Axe_Forgemaster"	"The Forgemaster's Tools Set"
"DOTA_Bundle_Desc_Axe_Forgemaster"	"Bevat alle voorwerpen uit de 'The Forgemaster's Tools'-set voor Axe:"
"[english]DOTA_Bundle_Desc_Axe_Forgemaster"	"Includes all of the items in the 'The Forgemaster's Tools' set for Axe:"
"DOTA_Bundle_Axe_Axecutioner"	"The Axecutioner-set"
"[english]DOTA_Bundle_Axe_Axecutioner"	"The Axecutioner Set"
"DOTA_Bundle_Desc_Axe_Axecutioner"	"Bevat alle voorwerpen uit de 'The Axecutioner'-set voor Axe:"
"[english]DOTA_Bundle_Desc_Axe_Axecutioner"	"Includes all of the items in the 'The Axecutioner' set for Axe:"
"DOTA_Bundle_Sven_Swordmaster"	"Swordmaster of the Vigil-set"
"[english]DOTA_Bundle_Sven_Swordmaster"	"Swordmaster of the Vigil Set"
"DOTA_Bundle_Desc_Sven_Swordmaster"	"Bevat alle voorwerpen uit de 'Swordmaster of the Vigil'-set voor Sven:"
"[english]DOTA_Bundle_Desc_Sven_Swordmaster"	"Includes all of the items in the 'Swordmaster of the Vigil' set for Sven:"
"DOTA_Bundle_Sven_Freelancer"	"The Freelancer's Finery-set"
"[english]DOTA_Bundle_Sven_Freelancer"	"The Freelancer's Finery Set"
"DOTA_Bundle_Desc_Sven_Freelancer"	"Bevat alle voorwerpen uit de 'The Freelancer's Finery'-set voor Sven:"
"[english]DOTA_Bundle_Desc_Sven_Freelancer"	"Includes all of the items in the 'The Freelancer's Finery' set for Sven:"
"DOTA_Bundle_Sven_Mono_Militis"	"Mono Militis-set"
"[english]DOTA_Bundle_Sven_Mono_Militis"	"Mono Militis Set"
"DOTA_Bundle_Desc_Sven_Mono_Militis"	"Bevat alle voorwerpen uit de 'Sect Armor of the Mono Militis'-set voor Sven:"
"[english]DOTA_Bundle_Desc_Sven_Mono_Militis"	"Includes all of the items in the 'Sect Armor of the Mono Militis' set for Sven:"
"DOTA_Bundle_Sven_Flameguard"	"Flameguard-set"
"[english]DOTA_Bundle_Sven_Flameguard"	"Flameguard Set"
"DOTA_Bundle_Desc_Sven_Flameguard"	"Bevat alle voorwerpen uit de 'Sect Armor of the Flameguard'-set voor Sven:"
"[english]DOTA_Bundle_Desc_Sven_Flameguard"	"Includes all of the items in the 'Sect Armor of the Flameguard' set for Sven:"
"DOTA_Bundle_Faceless_Void_Chronite"	"Chronite Defense-set"
"[english]DOTA_Bundle_Faceless_Void_Chronite"	"Chronite Defense Set"
"DOTA_Item_Chronite_Defense_Set"	"Chronite Defense-set"
"[english]DOTA_Item_Chronite_Defense_Set"	"Chronite Defense Set"
"DOTA_Item_Direstone_Bindings_Set"	"Direstone Bindings-set"
"[english]DOTA_Item_Direstone_Bindings_Set"	"Direstone Bindings Set"
"DOTA_Item_Desc_Direstone_Bindings_Set"	"Bevat alle voorwerpen uit de 'Direstone Bindings'-set voor Morphling:"
"[english]DOTA_Item_Desc_Direstone_Bindings_Set"	"Includes all of the items in the 'Direstone Bindings' set for Morphling:"
